	pathway_id	cancer_type	mean_expr	url	name	pathway_times_enriched	pathway_avg_fdr	pathway_avg_rank	pathway_avg_overlap	cancer_type_rank	entities_ratio	entities_pValue	entities_fdr	entities_found	entities_total
61	R-HSA-975957	lscc	0.7115384615384616	https://reactome.org/PathwayBrowser/#/R-HSA-975957&DTAB=AN&ANALYSIS=MjAyMDA2MDkxNjQ1MTlfMjgw	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	8	0.7286277557276357	17.25	0.008543475265261127	12	0.008543475265261127	0.0946653969672091	0.8726502026225027	113	124
62	R-HSA-975957	luad	0.7090909090909091	https://reactome.org/PathwayBrowser/#/R-HSA-975957&DTAB=AN&ANALYSIS=MjAyMDA2MDkxNjQ1MjNfMjgx	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	8	0.7286277557276357	17.25	0.008543475265261127	7	0.008543475265261127	0.046875549675676864	0.8489584258572173	113	124
63	R-HSA-975957	ovarian	0.8775510204081632	https://reactome.org/PathwayBrowser/#/R-HSA-975957&DTAB=AN&ANALYSIS=MjAyMDA2MDkxNjQ1MjZfMjgy	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	8	0.7286277557276357	17.25	0.008543475265261127	11	0.008543475265261127	0.019049263955845164	0.7803251322975149	115	124
64	R-HSA-72203	ccrcc	0.5492957746478874	https://reactome.org/PathwayBrowser/#/R-HSA-72203&DTAB=AN&ANALYSIS=MjAyMDA2MDkxNjQ1MDNfMjc1	Processing of Capped Intron-Containing Pre-mRNA	8	0.7254188594744776	17.5	0.017638142483119748	1	0.017638142483119748	0.018623187607077485	0.8426403962485929	241	256
65	R-HSA-72203	colon	0.7419354838709677	https://reactome.org/PathwayBrowser/#/R-HSA-72203&DTAB=AN&ANALYSIS=MjAyMDA2MDkxNjQ1MDZfMjc2	Processing of Capped Intron-Containing Pre-mRNA	8	0.7254188594744776	17.5	0.017638142483119748	2	0.017638142483119748	2.8558029419034625e-07	0.0001376497017997469	233	256
66	R-HSA-72203	endometrial	0.15254237288135594	https://reactome.org/PathwayBrowser/#/R-HSA-72203&DTAB=AN&ANALYSIS=MjAyMDA2MDkxNjQ1MDlfMjc3	Processing of Capped Intron-Containing Pre-mRNA	8	0.7254188594744776	17.5	0.017638142483119748	1	0.017638142483119748	0.009292014911161273	0.8219205345749762	243	256
67	R-HSA-72203	gbm	0.7422222222222222	https://reactome.org/PathwayBrowser/#/R-HSA-72203&DTAB=AN&ANALYSIS=MjAyMDA2MDkxNjQ1MTNfMjc4	Processing of Capped Intron-Containing Pre-mRNA	8	0.7254188594744776	17.5	0.017638142483119748	1	0.017638142483119748	0.01398082871085815	0.803797666027487	241	256
68	R-HSA-72203	hnscc	0.6635514018691588	https://reactome.org/PathwayBrowser/#/R-HSA-72203&DTAB=AN&ANALYSIS=MjAyMDA2MDkxNjQ1MTZfMjc5	Processing of Capped Intron-Containing Pre-mRNA	8	0.7254188594744776	17.5	0.017638142483119748	7	0.017638142483119748	0.07432083108893561	0.83292086846573	239	256
69	R-HSA-72203	lscc	0.6866359447004609	https://reactome.org/PathwayBrowser/#/R-HSA-72203&DTAB=AN&ANALYSIS=MjAyMDA2MDkxNjQ1MTlfMjgw	Processing of Capped Intron-Containing Pre-mRNA	8	0.7254188594744776	17.5	0.017638142483119748	9	0.017638142483119748	0.08766713803877613	0.8726502026225027	225	256
70	R-HSA-72203	luad	0.5473684210526316	https://reactome.org/PathwayBrowser/#/R-HSA-72203&DTAB=AN&ANALYSIS=MjAyMDA2MDkxNjQ1MjNfMjgx	Processing of Capped Intron-Containing Pre-mRNA	8	0.7254188594744776	17.5	0.017638142483119748	117	0.017638142483119748	0.2671710820364974	0.8489584258572173	207	256
