Term	es	nes	pval	fdr	geneset_size	matched_size	genes	ledge_genes	cancer_type
Fat digestion and absorption	-0.7541764269703629	-4.55249171053228	0.0	0.0	41	21	MTTP;DGAT1;CEL;FABP1;SCARB1;PLPP2;ABCA1;AGPAT2;PLA2G12A;PLPP1;AGPAT1;PLA2G3;SLC27A4;GOT2;CD36;PLA2G2A;ACAT2;PLPP3;APOB;APOA1;APOA4	GOT2;CD36;PLA2G2A;ACAT2;PLPP3;APOB;APOA1;APOA4	hnscc
Neuroactive ligand-receptor interaction	-0.6652674306808007	-5.022710819942367	0.0	0.0	338	47	GZMA;CTSG;NTS;P2RX4;SST;ADRA2A;P2RX1;NMU;VIP;FPR2;THRA;GPR50;LPAR2;GAL;POMC;UTS2;PRLR;HRH1;FSHR;FPR1;LTB4R;ADM;EDNRA;GABRB1;C3AR1;GRID1;LEPR;LEP;CALCRL;CALCB;P2RY2;PENK;LPAR1;CALCA;PTAFR;C5AR1;NR3C1;P2RX7;PARD3;PRSS2;TSPO;PLG;C5;F2;C3;AGT;KNG1	PARD3;PRSS2;TSPO;PLG;C5;F2;C3;AGT;KNG1	hnscc
Measles	0.5677105739263871	4.16135528064918	0.0	0.007080421361478433	138	108	ADAR;EIF2AK2;STAT2;BAX;OAS2;MSN;OAS3;IRF9;STAT1;IFIH1;DDX58;CDK2;BID;CSNK2A2;MAP3K7;TAB2;TLR2;CDK6;CSNK2A1;CASP8;MX1;RELA;CHUK;TNFAIP3;APAF1;STAT3;IRF3;CSNK2B;MAPK8;TBK1;PIK3CD;MYD88;CASP3;EIF2S1;EIF2AK4;JUN;PIK3CA;BAK1;OAS1;GSK3B;IKBKG;FADD;IRAK4;RAB9A;PIK3R1;AKT1;FAS;TP53;EIF3H;IL1A;TRAF3;CD3G;HSPA6;IKBKB;RACK1;CD3D;TRADD;HSPA8;FOS;CCND2;CD3E;EIF2AK3;RCHY1;TP73;CBLB;CCND3;NFKBIA;IRAK1;IKBKE;TRAF6;IL1B;BCL2;IRF7;HSPA1L;PIK3R2;TLR7;NFKB1;IL2RG;CCNE1;CCNE2;CD28;CCND1;IFNAR2;EIF2AK1;TLR9;RAB9B;CASP9;CDK4;AKT3;JAK3;BAD;TYK2;NFKBIB;CD46;STAT5B;JAK1;CD209;BCL2L1;STAT5A;MAVS;FCGR2B;HSPA2;PIK3CB;CYCS;MAPK9;AKT2;HSPA1A;CDKN1B	ADAR;EIF2AK2;STAT2;BAX;OAS2;MSN;OAS3;IRF9;STAT1;IFIH1;DDX58;CDK2;BID;CSNK2A2;MAP3K7;TAB2;TLR2;CDK6;CSNK2A1;CASP8;MX1;RELA;CHUK;TNFAIP3;APAF1;STAT3;IRF3;CSNK2B;MAPK8;TBK1;PIK3CD;MYD88;CASP3;EIF2S1;EIF2AK4;JUN;PIK3CA;BAK1;OAS1	hnscc
RNA transport	0.6884134521200779	4.107191035590801	0.0	0.007552449452243661	165	146	NCBP2;EIF2S2;MAGOHB;NCBP1;TACC3;XPO5;NUP58;EIF2S3;EIF4G2;POP1;NUP62;NXT2;RAN;NUP88;RBM8A;XPOT;SUMO1;SAP18;NUP50;PNN;RPP38;THOC5;EIF4B;THOC7;EIF4G1;TGS1;NXF1;THOC2;THOC1;TPR;NUP214;NUP98;FMR1;NMD3;POM121;EIF4G3;NUP153;ALYREF;RNPS1;FXR1;EIF4A3;THOC6;XPO1;SEH1L;NUP35;NUP155;NUPL2;GEMIN4;UPF2;PABPC1;POP7;RANGAP1;NUP107;NUP93;EIF3A;GEMIN5;NUP188;NUP205;CASC3;EIF2B2;ACIN1;NUP210;RANBP2;EIF3G;NUP160;NDC1;SUMO2;RPP30;UPF1;ELAC2;NUP37;DDX20;PHAX;EIF2S1;EIF4E2;EIF3J;NUP54;POP4;EIF5B;UPF3B;CYFIP2;NXT1;FXR2;NUP85;RPP40;NUP133;RPP25;GEMIN6;SRRM1;EIF4A1;EIF3C;PABPC4;DDX39B;EIF2B1;EIF3E;RAE1;UBE2I;AAAS;KPNB1;PAIP1;EIF2B3;SEC13;TRNT1;EIF5;SMN1;EIF1AX;EIF2B4;EIF3D;STRAP;SNUPN;EIF3H;CYFIP1;EIF3B;CLNS1A;GEMIN7;POP5;GEMIN2;RPP25L;POM121C;SUMO3;EIF4EBP3;UPF3A;PABPC4L;RPP14;EIF1AY;GEMIN8;PABPC3;EIF3I;NUP210L;PRMT5;THOC3;ELAC1;EIF4E;EIF2B5;SENP2;EIF4EBP1;RPP21;EIF3F;EIF1B;EIF1;EIF4A2;EIF4EBP2;PYM1;EEF1A2;EEF1A1;NUP43	NCBP2;EIF2S2;MAGOHB;NCBP1;TACC3;XPO5;NUP58;EIF2S3;EIF4G2;POP1;NUP62;NXT2;RAN;NUP88;RBM8A;XPOT;SUMO1;SAP18;NUP50;PNN;RPP38;THOC5;EIF4B;THOC7;EIF4G1;TGS1;NXF1;THOC2;THOC1;TPR;NUP214;NUP98;FMR1;NMD3;POM121;EIF4G3;NUP153;ALYREF;RNPS1;FXR1;EIF4A3;THOC6;XPO1;SEH1L;NUP35;NUP155;NUPL2;GEMIN4;UPF2;PABPC1;POP7;RANGAP1;NUP107;NUP93;EIF3A;GEMIN5;NUP188;NUP205;CASC3;EIF2B2;ACIN1;NUP210;RANBP2;EIF3G;NUP160;NDC1;SUMO2;RPP30;UPF1;ELAC2;NUP37;DDX20;PHAX;EIF2S1;EIF4E2;EIF3J;NUP54;POP4;EIF5B;UPF3B;CYFIP2;NXT1;FXR2;NUP85;RPP40;NUP133;RPP25;GEMIN6;SRRM1;EIF4A1;EIF3C;PABPC4;DDX39B;EIF2B1;EIF3E;RAE1;UBE2I;AAAS;KPNB1;PAIP1;EIF2B3;SEC13	hnscc
Tyrosine metabolism	-0.8288859225865557	-4.376638176044172	0.0	0.008498380063648054	36	26	IL4I1;ALDH3B1;HGD;TH;DBH;DDC;ADH6;ALDH1A3;MIF;GOT2;COMT;FAHD1;FAH;ALDH3A1;GOT1;ADH7;GSTZ1;AOX1;ADH5;MAOA;ADH1A;AOC3;ADH1C;ADH4;MAOB;ADH1B	COMT;FAHD1;FAH;ALDH3A1;GOT1;ADH7;GSTZ1;AOX1;ADH5;MAOA;ADH1A;AOC3;ADH1C;ADH4;MAOB;ADH1B	hnscc
Chemical carcinogenesis	-0.7580497040452496	-4.1943451058737775	0.0	0.008608748635903224	82	47	GSTO1;ALDH3B1;CYP3A5;CYP1B1;ADH6;CYP1A1;HSD11B1;KYAT1;ALDH1A3;CYP2C19;PTGS2;SULT1A2;UGT1A8;NAT1;ARNT;GSTM5;CYP2C18;GSTM1;SULT1A1;MGST1;GSTT2B;GSTA1;GSTP1;UGT1A6;AKR1C2;GSTM4;MGST3;GSTA4;GSTM3;GSTT1;CBR1;GSTK1;UGT1A10;GSTM2;EPHX1;ALDH3A1;MGST2;ADH7;ADH5;UGT1A7;KYAT3;ADH1A;HPGDS;ADH1C;SULT1A4;ADH4;ADH1B	SULT1A1;MGST1;GSTT2B;GSTA1;GSTP1;UGT1A6;AKR1C2;GSTM4;MGST3;GSTA4;GSTM3;GSTT1;CBR1;GSTK1;UGT1A10;GSTM2;EPHX1;ALDH3A1;MGST2;ADH7;ADH5;UGT1A7;KYAT3;ADH1A;HPGDS;ADH1C;SULT1A4;ADH4;ADH1B	hnscc
Glycolysis / Gluconeogenesis	-0.6688068709098713	-4.2369314523055195	0.0	0.008903064828583674	68	60	ADPGK;HK3;HK2;MINPP1;PFKP;ALDH3B1;ALDOB;FBP1;LDHA;ADH6;HKDC1;G6PC3;PCK1;LDHAL6B;GAPDHS;PGK2;ALDH1A3;LDHC;ENO1;PCK2;PKM;ENO2;PFKL;ALDH1B1;PGAM1;ALDOC;PGM2;BPGM;TPI1;GALM;ACSS1;LDHB;PGK1;HK1;GPI;FBP2;ENO3;PGAM2;PFKM;GAPDH;ALDOA;PGM1;PKLR;DLD;ALDH3A1;AKR1A1;ACSS2;ALDH3A2;PDHA1;ADH7;DLAT;ADH5;PDHB;ALDH7A1;ADH1A;ALDH2;ADH1C;ADH4;ALDH9A1;ADH1B	TPI1;GALM;ACSS1;LDHB;PGK1;HK1;GPI;FBP2;ENO3;PGAM2;PFKM;GAPDH;ALDOA;PGM1;PKLR;DLD;ALDH3A1;AKR1A1;ACSS2;ALDH3A2;PDHA1;ADH7;DLAT;ADH5;PDHB;ALDH7A1;ADH1A;ALDH2;ADH1C;ADH4;ALDH9A1;ADH1B	hnscc
Tryptophan metabolism	-0.7488065941085521	-4.208482747434624	0.0	0.009105407211051486	42	35	IL4I1;KYNU;IDO1;EHHADH;AOC1;AADAT;ALDH8A1;CYP1B1;DDC;CYP1A1;TPH1;KYAT1;INMT;AFMID;KMO;ALDH1B1;DHTKD1;ACAT2;CAT;DLST;HADHA;DLD;GCDH;ALDH3A2;AOX1;ALDH7A1;KYAT3;MAOA;HADH;ACAT1;HAAO;ALDH2;ECHS1;ALDH9A1;MAOB	DHTKD1;ACAT2;CAT;DLST;HADHA;DLD;GCDH;ALDH3A2;AOX1;ALDH7A1;KYAT3;MAOA;HADH;ACAT1;HAAO;ALDH2;ECHS1;ALDH9A1;MAOB	hnscc
Glycine, serine and threonine metabolism	-0.7306259134425889	-4.159320117886495	0.0	0.00971243435845492	40	30	SHMT2;PSAT1;PSPH;SDSL;SARDH;PIPOX;GLDC;CBS;GCAT;AGXT;SDS;ALAS1;AMT;SRR;CTH;PGAM1;BPGM;CHDH;PGAM2;PHGDH;GCSH;DLD;GAMT;GATM;ALDH7A1;MAOA;GRHPR;AOC3;SHMT1;MAOB	CHDH;PGAM2;PHGDH;GCSH;DLD;GAMT;GATM;ALDH7A1;MAOA;GRHPR;AOC3;SHMT1;MAOB	hnscc
PPAR signaling pathway	-0.5915359355290326	-4.237760041297477	0.0	0.010015947932156636	74	58	MMP1;ACSL4;RXRB;CPT1A;PLIN2;EHHADH;ACSL3;GK;SCD;FADS2;FABP5;PDPK1;SCD5;ACSL5;RXRA;ACOX2;APOA5;PCK1;FABP1;PPARD;OLR1;LPL;CPT1C;ACADL;FABP6;ACSL6;PCK2;SLC27A6;PLIN5;FABP7;ANGPTL4;SLC27A4;FABP4;PLTP;SLC27A2;ILK;CD36;FABP3;ME1;CPT1B;ACOX1;SLC27A1;CYP27A1;ACSL1;ACADM;SCP2;ACAA1;CPT2;APOC3;HMGCS2;PLIN4;ACOX3;ADIPOQ;DBI;APOA1;PLIN1;APOA2;SORBS1	SLC27A2;ILK;CD36;FABP3;ME1;CPT1B;ACOX1;SLC27A1;CYP27A1;ACSL1;ACADM;SCP2;ACAA1;CPT2;APOC3;HMGCS2;PLIN4;ACOX3;ADIPOQ;DBI;APOA1;PLIN1;APOA2;SORBS1	hnscc
Pyruvate metabolism	-0.8039178119690674	-4.131680903212812	0.0	0.0100859895260878	39	36	ME2;PC;LDHA;PCK1;ACACA;LDHAL6B;LDHC;PCK2;ACACB;PKM;ALDH1B1;ACSS1;LDHB;ME1;ACYP2;ACYP1;GLO1;ACAT2;MDH2;HAGH;PKLR;DLD;MDH1;ACSS2;ALDH3A2;PDHA1;FH;DLAT;PDHB;ALDH7A1;GRHPR;LDHD;ACAT1;ME3;ALDH2;ALDH9A1	ACSS1;LDHB;ME1;ACYP2;ACYP1;GLO1;ACAT2;MDH2;HAGH;PKLR;DLD;MDH1;ACSS2;ALDH3A2;PDHA1;FH;DLAT;PDHB;ALDH7A1;GRHPR;LDHD;ACAT1;ME3;ALDH2;ALDH9A1	hnscc
Epstein-Barr virus infection	0.5754660885560179	4.2128263644447586	0.0	0.011328674178365491	201	169	EIF2AK2;STAT2;BAX;NFKB2;TAPBP;OAS2;OAS3;TAP2;CIR1;IRF9;STAT1;HLA-C;DDX58;TAP1;ICAM1;CDK2;BID;NCOR2;MAP3K7;TAB2;ISG15;TLR2;RB1;CDK6;CD44;PSMC2;HLA-F;HLA-A;CASP8;SNW1;HLA-B;RELB;RELA;CHUK;TNFAIP3;APAF1;HLA-E;NFKBIE;STAT3;ITGAL;PSMD2;IRF3;NEDD4;RIPK1;MAPK8;RUNX3;CD40;SKP2;PSMD13;TBK1;PIK3CD;ADRM1;MYD88;CASP3;LYN;SAP30;CALR;PSMD12;MAP2K7;JUN;PIK3CA;PLCG2;BAK1;PSMD8;PSMD3;HDAC1;PSMC1;OAS1;HLA-DMB;SIN3A;RBPJ;HLA-DPA1;TRAF2;HLA-DPB1;CD58;HLA-DRA;BTK;PSMD11;PDIA3;IKBKG;FADD;HDAC2;IRAK4;PSMD6;SYK;HLA-DRB5;HLA-DQA1;B2M;PIK3R1;USP7;AKT1;HLA-DQB1;PSMD7;HLA-DRB1;TAB1;FAS;TP53;CCNA2;HLA-DRB3;FCER2;TRAF3;MAPK14;CD3G;IKBKB;HES1;CD3D;TRADD;HLA-DMA;POLK;CCND2;CD19;TRAF5;CD3E;CD247;BCL2L11;HLA-DOA;CCND3;NFKBIA;IRAK1;IKBKE;HLA-DOB;TRAF6;CDKN1A;BCL2;IRF7;CR2;PIK3R2;HLA-G;PSMC3;HLA-DRB4;NFKB1;CCNE1;CCNE2;ENTPD1;CCND1;ENTPD3;MAPK11;IFNAR2;E2F3;CASP9;MYC;CDK4;MAPK12;PSMC5;CXCL10;AKT3;JAK3;PSMD1;TYK2;NFKBIB;MAP2K4;JAK1;PSMC4;PSMC6;RAC1;MAPK13;MAVS;MAP2K3;PSMD4;PSMD14;PIK3CB;DDB2;CYCS;MAPK9;AKT2;BLNK;MAP2K6;CDKN1B;VIM	EIF2AK2;STAT2;BAX;NFKB2;TAPBP;OAS2;OAS3;TAP2;CIR1;IRF9;STAT1;HLA-C;DDX58;TAP1;ICAM1;CDK2;BID;NCOR2;MAP3K7;TAB2;ISG15;TLR2;RB1;CDK6;CD44;PSMC2;HLA-F;HLA-A;CASP8;SNW1;HLA-B;RELB;RELA;CHUK;TNFAIP3;APAF1;HLA-E;NFKBIE;STAT3;ITGAL;PSMD2;IRF3;NEDD4;RIPK1;MAPK8;RUNX3;CD40;SKP2;PSMD13;TBK1;PIK3CD;ADRM1;MYD88;CASP3;LYN;SAP30;CALR;PSMD12;MAP2K7;JUN;PIK3CA;PLCG2;BAK1;PSMD8;PSMD3;HDAC1;PSMC1;OAS1;HLA-DMB;SIN3A;RBPJ;HLA-DPA1;TRAF2;HLA-DPB1;CD58;HLA-DRA;BTK;PSMD11;PDIA3;IKBKG;FADD;HDAC2;IRAK4;PSMD6;SYK	hnscc
Retinol metabolism	-0.716462081322989	-4.239809039034772	0.0	0.011446797636750439	67	30	RDH10;RDH11;CYP3A5;DGAT1;ADH6;CYP27C1;CYP1A1;DHRS9;RDH16;RDH12;PNPLA4;CYP2S1;UGT1A8;DHRS3;ALDH1A2;CYP2C18;SDR16C5;DHRS4;UGT1A6;RETSAT;UGT1A10;ADH7;AOX1;ADH5;UGT1A7;ADH1A;ADH1C;ALDH1A1;ADH4;ADH1B	RETSAT;UGT1A10;ADH7;AOX1;ADH5;UGT1A7;ADH1A;ADH1C;ALDH1A1;ADH4;ADH1B	hnscc
Vitamin digestion and absorption	-0.8374931597195612	-4.265032727443023	0.0	0.012383353807030022	24	11	SLC5A6;SLC19A1;TCN2;SCARB1;FOLH1;MMACHC;LMBRD1;APOB;APOA1;APOA4;BTD	APOB;APOA1;APOA4;BTD	hnscc
beta-Alanine metabolism	-0.7534049209970627	-4.246130126959296	0.0	0.01274757009547208	31	24	SMS;SRM;EHHADH;ALDH3B1;SMOX;ALDH1A3;CNDP1;CARNS1;DPYD;CNDP2;ALDH1B1;ABAT;ACADM;HADHA;MLYCD;ALDH3A1;ALDH3A2;HIBCH;ALDH7A1;ALDH2;AOC3;ALDH6A1;ECHS1;ALDH9A1	ABAT;ACADM;HADHA;MLYCD;ALDH3A1;ALDH3A2;HIBCH;ALDH7A1;ALDH2;AOC3;ALDH6A1;ECHS1;ALDH9A1	hnscc
Glycerolipid metabolism	-0.6096513116692593	-4.296038572698506	0.0	0.012747570095472081	61	43	LCLAT1;GLA;GPAT4;GK;AGK;DGKH;AGPAT4;AGPAT5;DGAT1;DGKZ;LIPG;CEL;DGKE;PNLIPRP3;PLPP2;LPIN2;GPAT2;AGPAT2;LPL;DGKA;DGKQ;PLPP1;DGKD;AGPAT1;AKR1B10;MBOAT1;MBOAT2;AGPAT3;PNPLA2;GPAM;LPIN3;GPAT3;ALDH1B1;TKFC;AKR1B1;LPIN1;AKR1A1;ALDH3A2;ALDH7A1;PLPP3;ALDH2;ALDH9A1;MGLL	AKR1B1;LPIN1;AKR1A1;ALDH3A2;ALDH7A1;PLPP3;ALDH2;ALDH9A1;MGLL	hnscc
Vasopressin-regulated water reabsorption	-0.6019941732891169	-4.08597176189456	0.006896551724137931	0.012868975524952768	44	34	CREB1;DYNC1H1;ARHGDIB;DYNLL1;DYNC1LI1;RAB5C;RAB11B;ADCY6;DYNC1I1;ADCY3;NSF;AQP4;ADCY9;CREB5;VAMP2;DYNC1LI2;DYNC2LI1;CREB3L4;ARHGDIA;STX4;GNAS;PRKACB;DYNC2H1;DCTN6;DYNC1I2;DCTN5;PRKACA;AQP3;DCTN4;DCTN1;DYNLL2;DCTN2;RAB5A;RAB5B	GNAS;PRKACB;DYNC2H1;DCTN6;DYNC1I2;DCTN5;PRKACA;AQP3;DCTN4;DCTN1;DYNLL2;DCTN2;RAB5A;RAB5B	hnscc
Metabolism of xenobiotics by cytochrome P450	-0.7599781770197762	-4.053651651367411	0.0	0.013283182284357462	74	41	GSTO1;ALDH3B1;CYP3A5;AKR7A3;CYP1B1;ADH6;CYP1A1;HSD11B1;ALDH1A3;CYP2S1;UGT1A8;GSTM5;GSTM1;AKR1C1;MGST1;GSTT2B;GSTA1;GSTP1;UGT1A6;GSTM4;MGST3;GSTA4;GSTM3;GSTT1;CBR1;GSTK1;UGT1A10;GSTM2;EPHX1;ALDH3A1;MGST2;CBR3;ADH7;ADH5;UGT1A7;ADH1A;HPGDS;ADH1C;ADH4;AKR7A2;ADH1B	MGST1;GSTT2B;GSTA1;GSTP1;UGT1A6;GSTM4;MGST3;GSTA4;GSTM3;GSTT1;CBR1;GSTK1;UGT1A10;GSTM2;EPHX1;ALDH3A1;MGST2;CBR3;ADH7;ADH5;UGT1A7;ADH1A;HPGDS;ADH1C;ADH4;AKR7A2;ADH1B	hnscc
Histidine metabolism	-0.8135024886798456	-4.087248346080859	0.0	0.013528033570705065	23	18	CARNMT1;ALDH3B1;AOC1;HAL;ALDH1A3;CNDP1;CARNS1;CNDP2;ALDH1B1;HNMT;ALDH3A1;ALDH3A2;ALDH7A1;MAOA;ALDH2;ALDH9A1;MAOB;ASPA	HNMT;ALDH3A1;ALDH3A2;ALDH7A1;MAOA;ALDH2;ALDH9A1;MAOB;ASPA	hnscc
Adrenergic signaling in cardiomyocytes	-0.5150401499739122	-4.063894602510598	0.0	0.013885745996853516	145	99	TPM4;PPP1CC;PPP1CA;GNAI2;PPP2R5E;GNAI1;CREB1;ATP2B1;PLCB2;ATP2B4;SLC9A1;ATP1B3;CALML5;AKT1;PPP2R3A;GNAI3;PPP2R3C;ADCY4;PIK3CG;MAPK14;RAPGEF3;PPP2R5D;PPP2R3B;RAPGEF4;ADCY6;ATP2B3;CACNA1F;PPP2CB;CACNG6;BCL2;ADCY7;ATP1A3;KCNQ1;CACNA2D2;CACNG1;ADCY3;PLCB3;ATP1B4;ATF6B;TNNT2;PIK3R5;CAMK2D;PPP2R5B;PPP2R5C;MAPK11;PPP2R1B;CALML4;ADCY9;SLC8A1;FXYD2;ATP1B2;MAPK12;CREB5;CACNA1S;CAMK2B;PRKCA;CREB3L4;AKT3;PPP1R1A;PLN;CAMK2A;MAPK1;ATF2;ATP1A1;PPP1CB;CALML3;GNAS;PRKACB;MAPK13;PPP2CA;ATP2A2;CACNA2D1;MYH7;MYL3;TNNC1;TPM3;PPP2R2D;CACNB1;MYL2;MYH6;GNAQ;MYL4;PRKACA;PPP2R1A;ATP1A2;TPM2;ATP1B1;AKT2;CAMK2G;TPM1;RPS6KA5;PPP2R5A;PLCB4;ACTC1;CALM1;PPP2R2A;PLCB1;AGT;MAPK3	CALML3;GNAS;PRKACB;MAPK13;PPP2CA;ATP2A2;CACNA2D1;MYH7;MYL3;TNNC1;TPM3;PPP2R2D;CACNB1;MYL2;MYH6;GNAQ;MYL4;PRKACA;PPP2R1A;ATP1A2;TPM2;ATP1B1;AKT2;CAMK2G;TPM1;RPS6KA5;PPP2R5A;PLCB4;ACTC1;CALM1;PPP2R2A;PLCB1;AGT;MAPK3	hnscc
Cell cycle	0.6180292302557142	3.9614699396587674	0.0	0.014160842722956864	124	107	CDC27;ANAPC7;PRKDC;CCNH;MAD2L1;CDK2;TGFB1;CDK7;TGFB3;YWHAH;MCM6;CDK1;MCM5;CCNB1;MCM7;MCM4;MCM3;RB1;CDC16;CDK6;CHEK2;MCM2;ORC2;PCNA;BUB3;PLK1;CREBBP;STAG2;MAD1L1;PKMYT1;ORC5;RBX1;SKP2;CUL1;ANAPC10;CDC23;TGFB2;SMC3;SMC1A;ANAPC2;YWHAQ;CHEK1;HDAC1;YWHAZ;ORC3;EP300;SMAD2;GSK3B;RAD21;HDAC2;ORC4;ANAPC1;ANAPC5;ANAPC4;ATR;ATM;ABL1;E2F4;SMAD3;SFN;TP53;CCNA2;BUB1B;CDC20;TTK;YWHAG;CDKN2B;ANAPC11;CCND2;CDC7;WEE1;ZBTB17;FZR1;BUB1;CCND3;CCNB2;CDC26;CDC45;CDKN1A;CDKN2A;STAG1;ORC6;ORC1;CCNE1;TFDP1;MAD2L2;CDKN2D;CCNE2;CDKN1C;CCND1;RBL1;PTTG1;CDC25C;E2F3;CDC25B;MYC;ESPL1;CDK4;TFDP2;YWHAB;ANAPC13;RBL2;SKP1;YWHAE;SMAD4;CDKN1B;CDKN2C	CDC27;ANAPC7;PRKDC;CCNH;MAD2L1;CDK2;TGFB1;CDK7;TGFB3;YWHAH;MCM6;CDK1;MCM5;CCNB1;MCM7;MCM4;MCM3;RB1;CDC16;CDK6;CHEK2;MCM2;ORC2;PCNA;BUB3;PLK1;CREBBP;STAG2;MAD1L1;PKMYT1;ORC5;RBX1;SKP2;CUL1;ANAPC10;CDC23;TGFB2;SMC3;SMC1A;ANAPC2;YWHAQ;CHEK1;HDAC1;YWHAZ;ORC3;EP300;SMAD2;GSK3B;RAD21;HDAC2;ORC4	hnscc
mRNA surveillance pathway	0.6258684610104173	4.01330143175542	0.0	0.014160842722956866	91	78	NCBP2;MAGOHB;NCBP1;WDR33;CPSF1;SYMPK;CSTF3;CPSF4;RNMT;SMG1;NXT2;NUDT21;RBM8A;CPSF3;CSTF1;SAP18;PNN;NXF1;PAPOLA;CPSF6;PPP1CC;ALYREF;RNPS1;EIF4A3;FIP1L1;UPF2;SMG5;PABPC1;SMG7;CPSF2;PPP1CA;CASC3;SSU72;ACIN1;RNGTT;UPF1;PPP2R5E;CPSF7;UPF3B;CSTF2T;NXT1;CSTF2;SRRM1;CLP1;PABPC4;DDX39B;PCF11;GSPT1;SMG6;PPP2R3A;PABPN1;PPP2R3C;PAPOLG;WDR82;PPP2R5D;MSI1;PPP2R3B;UPF3A;PABPC4L;PPP2CB;DAZAP1;PABPC3;PPP2R5B;PPP2R5C;PPP2R1B;MSI2;GSPT2;PPP1CB;ETF1;PELO;PPP2CA;HBS1L;PPP2R2D;PYM1;PPP2R1A;BCL2L2-PABPN1;PPP2R5A;PPP2R2A	NCBP2;MAGOHB;NCBP1;WDR33;CPSF1;SYMPK;CSTF3;CPSF4;RNMT;SMG1;NXT2;NUDT21;RBM8A;CPSF3;CSTF1;SAP18;PNN;NXF1;PAPOLA;CPSF6;PPP1CC;ALYREF;RNPS1;EIF4A3;FIP1L1;UPF2;SMG5;PABPC1;SMG7;CPSF2;PPP1CA;CASC3;SSU72;ACIN1;RNGTT;UPF1;PPP2R5E;CPSF7;UPF3B;CSTF2T;NXT1;CSTF2;SRRM1;CLP1;PABPC4;DDX39B	hnscc
Basal transcription factors	0.677363441130226	3.980442044598803	0.0	0.014160842722956868	45	38	GTF2E2;GTF2F2;GTF2F1;CCNH;CDK7;MNAT1;GTF2B;ERCC2;GTF2H1;GTF2E1;TAF12;TAF6;GTF2H4;TAF13;ERCC3;GTF2H3;GTF2A2;GTF2H5;TAF2;GTF2H2;TAF5;TAF6L;TAF15;GTF2I;TAF4;TAF10;GTF2A1;TAF8;TAF9;TBP;TAF3;TAF7;TAF9B;TAF11;TAF1;TAF5L;GTF2IRD1;TBPL1	GTF2E2;GTF2F2;GTF2F1;CCNH;CDK7;MNAT1;GTF2B;ERCC2;GTF2H1;GTF2E1;TAF12;TAF6;GTF2H4;TAF13;ERCC3;GTF2H3;GTF2A2;GTF2H5;TAF2;GTF2H2;TAF5;TAF6L;TAF15;GTF2I;TAF4;TAF10;GTF2A1;TAF8	hnscc
Pentose and glucuronate interconversions	-0.7587533764281916	-3.974600198198472	0.0	0.014568651537682378	34	16	ISPD;AKR1B10;UGT1A8;SORD;UGDH;GUSB;RPE;UGT1A6;AKR1B1;UGP2;UGT1A10;XYLB;AKR1A1;UGT1A7;DCXR;CRYL1	GUSB;RPE;UGT1A6;AKR1B1;UGP2;UGT1A10;XYLB;AKR1A1;UGT1A7;DCXR;CRYL1	hnscc
Fatty acid degradation	-0.7869364074492781	-3.9544777261225454	0.0	0.014720408324533236	44	40	ACSL4;CPT1A;EHHADH;ACSL3;ACSL5;ADH6;CPT1C;ACADL;ACSL6;ALDH1B1;CPT1B;ACOX1;ACAA2;ACAT2;HADHB;ACSL1;ACADM;ECI2;ECI1;HADHA;ACAA1;CPT2;GCDH;ALDH3A2;ADH7;ACADVL;ACOX3;ADH5;ACADS;ALDH7A1;HADH;ADH1A;ACAT1;ALDH2;ACADSB;ADH1C;ECHS1;ADH4;ALDH9A1;ADH1B	ACAA2;ACAT2;HADHB;ACSL1;ACADM;ECI2;ECI1;HADHA;ACAA1;CPT2;GCDH;ALDH3A2;ADH7;ACADVL;ACOX3;ADH5;ACADS;ALDH7A1;HADH;ADH1A;ACAT1;ALDH2;ACADSB;ADH1C;ECHS1;ADH4;ALDH9A1;ADH1B	hnscc
Ribosome biogenesis in eukaryotes	0.7611495029937021	3.9239401537919507	0.0	0.014970033735697257	101	69	GTPBP4;RBM28;UTP4;POP1;TCOF1;XRN2;UTP18;RCL1;UTP15;WDR43;NXT2;GNL2;RAN;IMP4;CSNK2A2;HEATR1;RPP38;NXF1;BMS1;UTP14A;TBL3;MPHOSPH10;UTP6;CSNK2A1;NMD3;FBL;LSG1;XRN1;NOP58;NOP56;WDR75;NAT10;XPO1;RIOK1;EMG1;POP7;WDR36;PWP2;NOL6;CSNK2B;WDR3;DKC1;RPP30;RRP7A;POP4;GNL3L;NXT1;IMP3;RPP40;NOB1;RIOK2;SPATA5;MDN1;RPP25;SNU13;NOP10;GNL3;FCF1;AK6;EFL1;GAR1;POP5;NVL;RPP25L;DROSHA;REXO2;NHP2;EIF6;SBDS	GTPBP4;RBM28;UTP4;POP1;TCOF1;XRN2;UTP18;RCL1;UTP15;WDR43;NXT2;GNL2;RAN;IMP4;CSNK2A2;HEATR1;RPP38;NXF1;BMS1;UTP14A;TBL3;MPHOSPH10;UTP6;CSNK2A1;NMD3;FBL;LSG1;XRN1;NOP58;NOP56;WDR75;NAT10;XPO1;RIOK1;EMG1;POP7;WDR36;PWP2;NOL6;CSNK2B;WDR3;DKC1;RPP30;RRP7A;POP4;GNL3L;NXT1;IMP3;RPP40;NOB1;RIOK2;SPATA5;MDN1;RPP25;SNU13	hnscc
