Term	es	nes	pval	fdr	geneset_size	matched_size	genes	ledge_genes	cancer_type
Thermogenesis	-0.6721928375834592	-4.232187019602161	0.0	0.0043039477589789255	231	180	NDUFA4L2;SOS1;PNPLA2;RPS6KB1;RPS6KB2;ACSL5;KDM3A;MGLL;ATF2;PRKAB2;RPS6;MAPK13;GRB2;MAP3K5;RPTOR;ACTL6A;GNAS;ACSL3;PRKAG1;CREB5;SMARCC2;SIRT6;CREB1;KDM3B;PRKAA1;KDM1A;CREB3L4;RPS6KA3;ADCY5;MAPK14;MAP2K3;COX4I2;MAPK11;SMARCD2;RHEB;PRKAG2;BMP8B;ADCY3;NRAS;SMARCE1;SMARCA4;PRKG2;FGFR1;ARID1A;PRKAB1;RPS6KA2;ACTB;SMARCB1;ZNF516;COX15;COX10;NDUFA1;PLIN1;RPS6KA1;MAPK12;PRKG1;SMARCD1;ATP5MC2;SMARCA2;LIPE;DPF3;TSC1;SOS2;COA1;ADCY6;PRKAA2;COX14;NPR1;COX18;PRKACB;NDUFV3;KRAS;PRDM16;COX20;SDHD;SMARCD3;CPT1B;ACTG1;HRAS;TSC2;COX16;ARID1B;ADCY9;NDUFAF7;ATP5MF;SLC25A29;MTOR;NDUFA5;SDHC;ATP5ME;NDUFAF6;MLST8;CPT1A;UQCRH;ATP5PB;SMARCC1;UQCR11;ATP5MG;ATP5PD;COX11;SLC25A20;ACSL1;ATP5F1E;COA3;NDUFAF2;PRKACA;CYC1;NDUFB2;CPT2;NDUFAF1;COX7B;COX7A1;NDUFAF5;ACSL4;COX19;UQCR10;NDUFA11;ATP5F1D;NDUFAF3;NDUFAF4;ATP5F1B;NDUFAB1;COX17;COX7A2;COA4;COX4I1;ATP5PO;ATP5F1A;SDHA;UQCRFS1;COX7C;COA5;UQCRQ;ATP5F1C;NDUFB6;COX8A;COX6C;NDUFB1;NDUFB11;UQCRC2;COA7;UQCRB;UQCRC1;COX5A;ATP5PF;COX7A2L;COA6;COX6A1;NDUFB4;NDUFC1;NDUFB5;SDHB;NDUFB8;NDUFV2;COX5B;NDUFB10;NDUFA13;NDUFB3;NDUFB7;NDUFC2;NDUFA4;NDUFA2;NDUFA6;NDUFB9;NDUFS3;NDUFS7;NDUFA3;NDUFA9;NDUFS2;NDUFA8;COX6B1;NDUFA12;NDUFS1;NDUFS8;NDUFS5;NDUFA7;NDUFS6;NDUFV1;NDUFA10;NDUFS4	SDHC;ATP5ME;NDUFAF6;MLST8;CPT1A;UQCRH;ATP5PB;SMARCC1;UQCR11;ATP5MG;ATP5PD;COX11;SLC25A20;ACSL1;ATP5F1E;COA3;NDUFAF2;PRKACA;CYC1;NDUFB2;CPT2;NDUFAF1;COX7B;COX7A1;NDUFAF5;ACSL4;COX19;UQCR10;NDUFA11;ATP5F1D;NDUFAF3;NDUFAF4;ATP5F1B;NDUFAB1;COX17;COX7A2;COA4;COX4I1;ATP5PO;ATP5F1A;SDHA;UQCRFS1;COX7C;COA5;UQCRQ;ATP5F1C;NDUFB6;COX8A;COX6C;NDUFB1;NDUFB11;UQCRC2;COA7;UQCRB;UQCRC1;COX5A;ATP5PF;COX7A2L;COA6;COX6A1;NDUFB4;NDUFC1;NDUFB5;SDHB;NDUFB8;NDUFV2;COX5B;NDUFB10;NDUFA13;NDUFB3;NDUFB7;NDUFC2;NDUFA4;NDUFA2;NDUFA6;NDUFB9;NDUFS3;NDUFS7;NDUFA3;NDUFA9;NDUFS2;NDUFA8;COX6B1;NDUFA12;NDUFS1;NDUFS8;NDUFS5;NDUFA7;NDUFS6;NDUFV1;NDUFA10;NDUFS4	ccrcc
Huntington disease	-0.7066527891969516	-4.238422605663516	0.0	0.005738597011971901	193	145	NDUFA4L2;APAF1;PLCB2;BAX;CASP3;SOD2;RCOR1;PLCB1;NRF1;DNAL4;PLCB4;GPX1;SIN3A;DNAL1;POLR2B;POLR2C;CREB5;POLR2J3;CREBBP;CREB1;EP300;SP1;POLR2E;BBC3;CREB3L4;POLR2A;HDAC2;DCTN1;POLR2H;TP53;TAF4;POLR2L;POLR2D;COX4I2;TBP;DNALI1;HDAC1;DNAH17;CLTB;TBPL1;CLTCL1;DCTN4;POLR2G;ITPR1;NDUFA1;POLR2F;DCTN2;DNAH9;ATP5MC2;PLCB3;REST;POLR2I;IFT57;CASP9;POLR2K;HIP1;VDAC1;GNAQ;AP2A2;NDUFV3;AP2A1;SDHD;VDAC2;HTT;NDUFA5;SDHC;SOD1;UQCRH;SLC25A6;VDAC3;AP2M1;ATP5PB;UQCR11;ATP5PD;CLTC;ATP5F1E;CYC1;AP2S1;NDUFB2;COX7B;TFAM;COX7A1;SLC25A4;PPIF;UQCR10;CYCS;NDUFA11;ATP5F1D;ATP5F1B;NDUFAB1;COX7A2;COX4I1;ATP5PO;ATP5F1A;SDHA;UQCRFS1;COX7C;UQCRQ;SLC25A5;ATP5F1C;NDUFB6;COX8A;AP2B1;COX6C;NDUFB1;NDUFB11;UQCRC2;UQCRB;UQCRC1;COX5A;ATP5PF;COX7A2L;COX6A1;NDUFB4;NDUFC1;NDUFB5;SDHB;NDUFB8;NDUFV2;COX5B;NDUFB10;NDUFA13;NDUFB3;NDUFB7;NDUFC2;NDUFA4;NDUFA2;NDUFA6;NDUFB9;NDUFS3;NDUFS7;NDUFA3;NDUFA9;NDUFS2;NDUFA8;COX6B1;NDUFA12;NDUFS1;NDUFS8;NDUFS5;NDUFA7;NDUFS6;NDUFV1;NDUFA10;NDUFS4	UQCRH;SLC25A6;VDAC3;AP2M1;ATP5PB;UQCR11;ATP5PD;CLTC;ATP5F1E;CYC1;AP2S1;NDUFB2;COX7B;TFAM;COX7A1;SLC25A4;PPIF;UQCR10;CYCS;NDUFA11;ATP5F1D;ATP5F1B;NDUFAB1;COX7A2;COX4I1;ATP5PO;ATP5F1A;SDHA;UQCRFS1;COX7C;UQCRQ;SLC25A5;ATP5F1C;NDUFB6;COX8A;AP2B1;COX6C;NDUFB1;NDUFB11;UQCRC2;UQCRB;UQCRC1;COX5A;ATP5PF;COX7A2L;COX6A1;NDUFB4;NDUFC1;NDUFB5;SDHB;NDUFB8;NDUFV2;COX5B;NDUFB10;NDUFA13;NDUFB3;NDUFB7;NDUFC2;NDUFA4;NDUFA2;NDUFA6;NDUFB9;NDUFS3;NDUFS7;NDUFA3;NDUFA9;NDUFS2;NDUFA8;COX6B1;NDUFA12;NDUFS1;NDUFS8;NDUFS5;NDUFA7;NDUFS6;NDUFV1;NDUFA10;NDUFS4	ccrcc
Alzheimer disease	-0.6815948011267943	-4.254836845057326	0.0	0.006148496798541322	171	133	NDUFA4L2;APAF1;MAPK1;PLCB2;BID;ITPR3;GAPDH;CAPN1;FADD;CASP3;MAPK3;FAS;RTN4;PPP3CC;ADAM17;NCSTN;PLCB1;ATP2A3;PLCB4;SNCA;CASP7;PPP3CA;PPP3R1;LRP1;ATP2A2;APH1A;PPP3CB;RTN3;GSK3B;CAPN2;COX4I2;MAPT;APBB1;ATF6;EIF2AK3;BACE2;TNFRSF1A;NAE1;ERN1;PSEN1;CALML5;PSEN2;ITPR1;NDUFA1;APP;ATP5MC2;PLCB3;CDK5;IDE;NOS1;CASP9;GNAQ;NDUFV3;SDHD;BAD;APOE;CALML3;LPL;ADAM10;NDUFA5;SDHC;UQCRH;ATP5PB;UQCR11;ATP5PD;ITPR2;ATP5F1E;CYC1;NDUFB2;COX7B;CALML4;COX7A1;HSD17B10;UQCR10;CYCS;NDUFA11;ATP5F1D;ATP5F1B;NDUFAB1;COX7A2;COX4I1;ATP5PO;ATP5F1A;SDHA;UQCRFS1;COX7C;MME;UQCRQ;ATP5F1C;NDUFB6;COX8A;COX6C;NDUFB1;NDUFB11;UQCRC2;UQCRB;UQCRC1;COX5A;ATP5PF;COX7A2L;COX6A1;NDUFB4;NDUFC1;NDUFB5;SDHB;NDUFB8;NDUFV2;COX5B;NDUFB10;NDUFA13;NDUFB3;NDUFB7;NDUFC2;NDUFA4;NDUFA2;NDUFA6;NDUFB9;NDUFS3;NDUFS7;NDUFA3;NDUFA9;NDUFS2;NDUFA8;COX6B1;NDUFA12;NDUFS1;NDUFS8;NDUFS5;NDUFA7;NDUFS6;NDUFV1;NDUFA10;NDUFS4	ATP5PB;UQCR11;ATP5PD;ITPR2;ATP5F1E;CYC1;NDUFB2;COX7B;CALML4;COX7A1;HSD17B10;UQCR10;CYCS;NDUFA11;ATP5F1D;ATP5F1B;NDUFAB1;COX7A2;COX4I1;ATP5PO;ATP5F1A;SDHA;UQCRFS1;COX7C;MME;UQCRQ;ATP5F1C;NDUFB6;COX8A;COX6C;NDUFB1;NDUFB11;UQCRC2;UQCRB;UQCRC1;COX5A;ATP5PF;COX7A2L;COX6A1;NDUFB4;NDUFC1;NDUFB5;SDHB;NDUFB8;NDUFV2;COX5B;NDUFB10;NDUFA13;NDUFB3;NDUFB7;NDUFC2;NDUFA4;NDUFA2;NDUFA6;NDUFB9;NDUFS3;NDUFS7;NDUFA3;NDUFA9;NDUFS2;NDUFA8;COX6B1;NDUFA12;NDUFS1;NDUFS8;NDUFS5;NDUFA7;NDUFS6;NDUFV1;NDUFA10;NDUFS4	ccrcc
Retrograde endocannabinoid signaling	-0.6433851669628965	-4.139314081804899	0.0	0.006886316414366281	148	88	NDUFA4L2;MAPK1;PLCB2;GNG10;ITPR3;GNAI2;MGLL;MAPK3;MAPK13;MAPK9;PLCB1;GNG5;PLCB4;PRKCB;GNAI3;GNG11;GNB4;ADCY5;DAGLB;MAPK14;MAPK11;GNG2;GNGT1;ADCY3;GNGT2;PTGS2;GNG4;ITPR1;KCNJ5;NDUFA1;MAPK12;PLCB3;ADCY6;PRKACB;MAPK10;GNAQ;NDUFV3;FAAH;GNB3;GNB2;MAPK8;ADCY9;GNG12;GNAI1;GNB1;NDUFA5;GNAO1;GNG7;ABHD6;ITPR2;PRKACA;NDUFB2;PRKCA;NDUFA11;NDUFAB1;NAPEPLD;NDUFB6;NDUFB1;NDUFB11;NDUFB4;NDUFC1;NDUFB5;NDUFB8;NDUFV2;NDUFB10;NDUFA13;NDUFB3;NDUFB7;NDUFC2;NDUFA4;NDUFA2;NDUFA6;NDUFB9;NDUFS3;NDUFS7;NDUFA3;NDUFA9;NDUFS2;NDUFA8;NDUFA12;NDUFS1;NDUFS8;NDUFS5;NDUFA7;NDUFS6;NDUFV1;NDUFA10;NDUFS4	PRKCA;NDUFA11;NDUFAB1;NAPEPLD;NDUFB6;NDUFB1;NDUFB11;NDUFB4;NDUFC1;NDUFB5;NDUFB8;NDUFV2;NDUFB10;NDUFA13;NDUFB3;NDUFB7;NDUFC2;NDUFA4;NDUFA2;NDUFA6;NDUFB9;NDUFS3;NDUFS7;NDUFA3;NDUFA9;NDUFS2;NDUFA8;NDUFA12;NDUFS1;NDUFS8;NDUFS5;NDUFA7;NDUFS6;NDUFV1;NDUFA10;NDUFS4	ccrcc
Cardiac muscle contraction	-0.7759988266751028	-4.031215570058027	0.0	0.010657394450804958	78	42	MYL4;TPM3;ATP2A2;CACNG6;SLC9A6;TPM4;COX4I2;CACNB3;ATP1B2;ATP1B3;TPM1;CACNA2D2;ATP1A3;TPM2;CACNA2D1;SLC9A1;SLC8A1;UQCRH;UQCR11;CYC1;COX7B;COX7A1;UQCR10;COX7A2;COX4I1;MYL3;UQCRFS1;COX7C;UQCRQ;COX8A;COX6C;UQCRC2;UQCRB;UQCRC1;COX5A;COX7A2L;ATP1A1;FXYD2;COX6A1;ATP1B1;COX5B;COX6B1	UQCRH;UQCR11;CYC1;COX7B;COX7A1;UQCR10;COX7A2;COX4I1;MYL3;UQCRFS1;COX7C;UQCRQ;COX8A;COX6C;UQCRC2;UQCRB;UQCRC1;COX5A;COX7A2L;ATP1A1;FXYD2;COX6A1;ATP1B1;COX5B;COX6B1	ccrcc
Pyruvate metabolism	-0.6889858193182223	-3.814782840466432	0.0070921985815602835	0.02881009928459362	39	35	LDHA;PKM;ACYP1;ME1;LDHC;LDHAL6B;LDHAL6A;PKLR;ACYP2;ME2;GLO1;ACACB;ACAT2;ACSS2;ME3;ALDH9A1;DLAT;MDH2;ALDH3A2;HAGH;ALDH1B1;LDHD;MDH1;ACSS1;GRHPR;PCK1;PCK2;ALDH2;ACAT1;FH;PC;DLD;LDHB;PDHB;PDHA1	ME3;ALDH9A1;DLAT;MDH2;ALDH3A2;HAGH;ALDH1B1;LDHD;MDH1;ACSS1;GRHPR;PCK1;PCK2;ALDH2;ACAT1;FH;PC;DLD;LDHB;PDHB;PDHA1	ccrcc
Lysine degradation	-0.4651223905862765	-3.712942556566796	0.0	0.04611372598905992	59	51	COLGALT1;PLOD3;PLOD1;SETD7;SETDB1;SETD1A;PHYKPL;PLOD2;KMT2D;KMT2A;KMT2E;KMT5C;EHMT2;KMT2B;NSD2;EZH2;NSD3;SETD1B;SUV39H1;KMT2C;EHMT1;SUV39H2;CAMKMT;DOT1L;EZH1;ASH1L;PRDM2;SETMAR;NSD1;SETD2;ACAT2;AADAT;HYKK;HADH;HADHA;TMLHE;BBOX1;DHTKD1;ALDH9A1;ALDH3A2;GCDH;EHHADH;ALDH1B1;ALDH2;ACAT1;DLST;SETD3;AASS;PIPOX;DLD;ECHS1	HYKK;HADH;HADHA;TMLHE;BBOX1;DHTKD1;ALDH9A1;ALDH3A2;GCDH;EHHADH;ALDH1B1;ALDH2;ACAT1;DLST;SETD3;AASS;PIPOX;DLD;ECHS1	ccrcc
Parkinson disease	-0.7403558684408953	-3.668508361302116	0.0	0.05110084005898787	142	108	NDUFA4L2;UBE2L6;LRRK2;APAF1;GNAI2;UBE2L3;CASP3;SEPT5;UBA7;SNCA;GNAI3;UBE2J1;ADCY5;UBE2G2;COX4I2;UBE2G1;UBE2J2;NDUFA1;ATP5MC2;HTRA2;CASP9;PRKACB;VDAC1;NDUFV3;SDHD;VDAC2;TH;PARK7;UBA1;GNAI1;NDUFA5;SDHC;PRKN;UQCRH;SLC25A6;VDAC3;ATP5PB;UCHL1;UQCR11;ATP5PD;ATP5F1E;PRKACA;CYC1;NDUFB2;COX7B;COX7A1;SLC25A4;PPIF;UQCR10;CYCS;NDUFA11;ATP5F1D;ATP5F1B;NDUFAB1;COX7A2;COX4I1;ATP5PO;ATP5F1A;SDHA;UQCRFS1;COX7C;UQCRQ;SLC25A5;ATP5F1C;NDUFB6;COX8A;COX6C;NDUFB1;NDUFB11;UQCRC2;UQCRB;UQCRC1;COX5A;ATP5PF;COX7A2L;COX6A1;NDUFB4;NDUFC1;NDUFB5;SDHB;NDUFB8;NDUFV2;COX5B;NDUFB10;NDUFA13;NDUFB3;NDUFB7;NDUFC2;NDUFA4;NDUFA2;NDUFA6;NDUFB9;NDUFS3;NDUFS7;NDUFA3;NDUFA9;NDUFS2;NDUFA8;COX6B1;NDUFA12;NDUFS1;NDUFS8;NDUFS5;NDUFA7;NDUFS6;NDUFV1;NDUFA10;NDUFS4	UQCRH;SLC25A6;VDAC3;ATP5PB;UCHL1;UQCR11;ATP5PD;ATP5F1E;PRKACA;CYC1;NDUFB2;COX7B;COX7A1;SLC25A4;PPIF;UQCR10;CYCS;NDUFA11;ATP5F1D;ATP5F1B;NDUFAB1;COX7A2;COX4I1;ATP5PO;ATP5F1A;SDHA;UQCRFS1;COX7C;UQCRQ;SLC25A5;ATP5F1C;NDUFB6;COX8A;COX6C;NDUFB1;NDUFB11;UQCRC2;UQCRB;UQCRC1;COX5A;ATP5PF;COX7A2L;COX6A1;NDUFB4;NDUFC1;NDUFB5;SDHB;NDUFB8;NDUFV2;COX5B;NDUFB10;NDUFA13;NDUFB3;NDUFB7;NDUFC2;NDUFA4;NDUFA2;NDUFA6;NDUFB9;NDUFS3;NDUFS7;NDUFA3;NDUFA9;NDUFS2;NDUFA8;COX6B1;NDUFA12;NDUFS1;NDUFS8;NDUFS5;NDUFA7;NDUFS6;NDUFV1;NDUFA10;NDUFS4	ccrcc
Toll-like receptor signaling pathway	0.5544669217766666	3.5961350956359417	0.0	0.058829918935326825	104	69	IRAK4;MAPK1;TLR3;PIK3CD;NFKB1;IKBKG;STAT1;RELA;PIK3R1;TBK1;FADD;IRF3;MAPK3;CD40;MAP2K1;TLR2;MAPK13;MAPK9;MYD88;CD14;IRAK1;TLR7;CCL5;AKT1;TICAM1;RAC1;IKBKB;MAP3K8;JUN;TLR8;IRF7;TLR1;NFKBIA;PIK3CB;AKT3;LY96;IRF5;MAPK14;CXCL9;IKBKE;MAP2K7;MAP2K3;MAP2K2;CTSK;CD86;MAPK11;CXCL10;TRAF3;AKT2;CXCL8;PIK3R2;RIPK1;TIRAP;FOS;TAB1;TRAF6;TLR5;MAPK12;SPP1;PIK3CA;MAP2K6;LBP;MAPK10;TAB2;TOLLIP;MAP2K4;MAPK8;MAP3K7;CHUK	IRAK4;MAPK1;TLR3;PIK3CD;NFKB1;IKBKG;STAT1;RELA;PIK3R1;TBK1;FADD;IRF3;MAPK3;CD40;MAP2K1;TLR2;MAPK13;MAPK9;MYD88;CD14;IRAK1;TLR7;CCL5;AKT1;TICAM1;RAC1;IKBKB	ccrcc
Tuberculosis	0.48292224582268356	3.529874081290295	0.006666666666666667	0.060787758427538446	179	131	TRADD;FCER1G;ITGAX;FCGR3A;IRAK4;ITGB2;APAF1;MAPK1;FCGR1A;TCIRG1;BAX;BID;HLA-DRA;TGFB1;ITGAM;NFKB1;HLA-DPA1;HLA-DMA;IFNGR1;RIPK2;LSP1;STAT1;CORO1A;FCGR2B;HLA-DQB1;HLA-DMB;RELA;CD74;HLA-DPB1;JAK1;FADD;CASP3;BCL10;MALT1;MAPK3;HLA-DQA1;TLR2;MAPK13;MAPK9;PIK3C3;CASP10;MYD88;PPP3CC;CD14;IRAK1;JAK2;CEBPB;HLA-DRB1;CARD9;AKT1;BCL2;NFYC;PPP3CA;IL18;ATP6V0A2;TGFB2;NFYA;CREBBP;PPP3R1;TGFB3;CREB1;EP300;RFXANK;FCGR2A;EEA1;NFYB;HLA-DRB3;CAMP;HLA-DRB5;KSR1;TLR1;CAMK2D;HLA-DRB4;AKT3;PPP3CB;IL10RB;MAPK14;C3;RFXAP;RHOA;RAB5B;HLA-DOB;HLA-DOA;CD209;MAPK11;MRC1;AKT2;ATP6AP1;CEBPG;FCGR3B;TNFRSF1A;TIRAP;RFX5;CTSD;CALML5;SRC;TRAF6;MAPK12;LAMP2;RAB7A;ARHGEF12;LBP;CAMK2B;CTSS;CASP9;VDR;MAPK10;SYK;ATP6V0C;BAD;MAPK8;CALML3;MRC2;CAMK2G;ATP6V0A1;CR1;HSPA9;RAB5C;CYP27B1;LAMP1;RAF1;PLA2R1;ATP6V0D2;RAB5A;HSPD1;SPHK2;CALML4;ATP6V0D1;CYCS;ATP6V0A4;ATP6V1H	TRADD;FCER1G;ITGAX;FCGR3A;IRAK4;ITGB2;APAF1;MAPK1;FCGR1A;TCIRG1;BAX;BID;HLA-DRA;TGFB1;ITGAM;NFKB1;HLA-DPA1;HLA-DMA;IFNGR1;RIPK2;LSP1;STAT1;CORO1A;FCGR2B;HLA-DQB1;HLA-DMB;RELA;CD74;HLA-DPB1;JAK1;FADD;CASP3;BCL10;MALT1;MAPK3;HLA-DQA1;TLR2;MAPK13;MAPK9;PIK3C3;CASP10;MYD88;PPP3CC;CD14;IRAK1;JAK2;CEBPB;HLA-DRB1;CARD9;AKT1;BCL2;NFYC	ccrcc
Osteoclast differentiation	0.5710095249554901	3.569607998001308	0.0064516129032258064	0.06127406049495875	127	101	TYROBP;LCP2;FCGR3A;MAPK1;FCGR1A;PIK3CD;TGFB1;NFATC2;NFKB1;STAT2;IFNGR1;NCF2;IKBKG;MITF;STAT1;FCGR2B;NCF1;RELA;PIK3R1;RELB;NCF4;JAK1;CYBA;CSF1R;MAPK3;CYLD;MAP2K1;MAPK13;MAPK9;FOSL2;GRB2;SQSTM1;LILRB2;NFATC1;PPP3CC;TRAF2;SPI1;AKT1;IRF9;RAC1;IKBKB;LCK;PPP3CA;TYK2;JUNB;JUND;TGFB2;PPP3R1;SIRPA;LILRB1;JUN;LILRB3;CREB1;NFKB2;FCGR2A;TEC;LILRB4;TNFRSF11A;NFKBIA;GAB2;PIK3CB;TREM2;LILRB5;AKT3;PPP3CB;LILRA3;TGFBR1;MAPK14;FYN;MAP2K7;CTSK;MAPK11;TNFRSF11B;FOSL1;AKT2;PIK3R2;LILRA2;FCGR3B;TNFRSF1A;ACP5;FOS;TAB1;OSCAR;FOSB;TRAF6;CSF1;TGFBR2;MAPK12;ITGB3;PIK3CA;MAP2K6;MAPK10;BLNK;TAB2;SYK;CAMK4;MAPK8;MAP3K7;PLCG2;FHL2;CHUK	TYROBP;LCP2;FCGR3A;MAPK1;FCGR1A;PIK3CD;TGFB1;NFATC2;NFKB1;STAT2;IFNGR1;NCF2;IKBKG;MITF;STAT1;FCGR2B;NCF1;RELA;PIK3R1;RELB;NCF4;JAK1;CYBA;CSF1R;MAPK3;CYLD;MAP2K1;MAPK13;MAPK9;FOSL2;GRB2;SQSTM1;LILRB2;NFATC1;PPP3CC;TRAF2;SPI1;AKT1;IRF9;RAC1;IKBKB;LCK;PPP3CA;TYK2;JUNB;JUND;TGFB2;PPP3R1;SIRPA;LILRB1;JUN;LILRB3;CREB1;NFKB2;FCGR2A;TEC;LILRB4	ccrcc
HIF-1 signaling pathway	0.5462569524455538	3.6023099390811546	0.0	0.061824976123784556	100	82	LDHA;EGFR;HK2;ENO2;PDK1;CYBB;SLC2A1;PGK1;MAPK1;ANGPT2;EIF4EBP1;PIK3CD;GAPDH;NFKB1;IFNGR1;ENO1;EGLN1;HK3;RPS6KB1;RPS6KB2;RELA;PIK3R1;CUL2;MAPK3;MAP2K1;SERPINE1;RPS6;HMOX1;TFRC;PFKL;MKNK1;AKT1;BCL2;PRKCB;FLT1;CREBBP;EIF4E2;NOS3;EP300;CDKN1A;PFKFB3;EIF4E;PIK3CB;CAMK2D;PLCG1;AKT3;LTBR;TF;STAT3;MAP2K2;HIF1A;ARNT;INSR;CDKN1B;TIMP1;AKT2;PIK3R2;RBX1;MKNK2;IL6R;VEGFA;ALDOA;ANGPT1;HKDC1;IGF1;VHL;HK1;PIK3CA;ELOB;CAMK2B;IGF1R;TEK;ELOC;EGF;CAMK2G;PLCG2;ENO3;MTOR;PRKCA;ERBB2;PDHB;PDHA1	LDHA;EGFR;HK2;ENO2;PDK1;CYBB;SLC2A1;PGK1;MAPK1;ANGPT2;EIF4EBP1;PIK3CD;GAPDH;NFKB1;IFNGR1;ENO1;EGLN1;HK3;RPS6KB1;RPS6KB2;RELA;PIK3R1;CUL2;MAPK3;MAP2K1;SERPINE1;RPS6;HMOX1;TFRC;PFKL;MKNK1	ccrcc
Viral myocarditis	0.6139151125828299	3.6349919819435295	0.00641025641025641	0.06185280014544243	59	49	ICAM1;ITGB2;CAV1;CCND1;ITGAL;HLA-F;BID;HLA-DRA;HLA-E;HLA-DPA1;HLA-DMA;PRF1;HLA-B;HLA-DQB1;HLA-DMB;HLA-DPB1;CASP3;CD40;HLA-DQA1;RAC2;EIF4G2;HLA-DRB1;HLA-A;RAC1;HLA-C;ABL2;HLA-G;HLA-DRB3;HLA-DRB5;HLA-DRB4;FYN;HLA-DOB;CD86;HLA-DOA;CD28;SGCB;EIF4G1;ACTB;ABL1;CXADR;CASP9;SGCD;CD55;DMD;RAC3;DAG1;LAMA2;ACTG1;CYCS	ICAM1;ITGB2;CAV1;CCND1;ITGAL;HLA-F;BID;HLA-DRA;HLA-E;HLA-DPA1;HLA-DMA;PRF1;HLA-B;HLA-DQB1;HLA-DMB;HLA-DPB1;CASP3;CD40;HLA-DQA1;RAC2;EIF4G2;HLA-DRB1;HLA-A;RAC1	ccrcc
Leishmaniasis	0.7110170977679251	3.8966233009963904	0.0	0.06233508318751216	74	60	CYBB;FCGR3A;IRAK4;ITGB2;MAPK1;FCGR1A;ITGA4;HLA-DRA;TGFB1;ITGAM;NFKB1;HLA-DPA1;HLA-DMA;IFNGR1;NCF2;STAT1;HLA-DQB1;NCF1;HLA-DMB;RELA;HLA-DPB1;PTPN6;NCF4;JAK1;CYBA;MAPK3;MARCKSL1;HLA-DQA1;TLR2;MAPK13;MYD88;IRAK1;JAK2;HLA-DRB1;PRKCB;TGFB2;TGFB3;JUN;FCGR2A;HLA-DRB3;HLA-DRB5;NFKBIA;HLA-DRB4;MAPK14;C3;HLA-DOB;HLA-DOA;MAPK11;NFKBIB;ELK1;FCGR3B;ITGB1;FOS;TAB1;PTGS2;TRAF6;MAPK12;TAB2;MAP3K7;CR1	CYBB;FCGR3A;IRAK4;ITGB2;MAPK1;FCGR1A;ITGA4;HLA-DRA;TGFB1;ITGAM;NFKB1;HLA-DPA1;HLA-DMA;IFNGR1;NCF2;STAT1;HLA-DQB1;NCF1;HLA-DMB;RELA;HLA-DPB1;PTPN6;NCF4;JAK1;CYBA;MAPK3;MARCKSL1;HLA-DQA1;TLR2;MAPK13;MYD88;IRAK1;JAK2;HLA-DRB1	ccrcc
Homologous recombination	0.603692164246981	3.611051493100235	0.00684931506849315	0.0636613615532039	41	28	POLD1;RPA2;RPA1;POLD2;RPA3;RAD50;ATM;NBN;MRE11;POLD3;POLD4;TOPBP1;UIMC1;BARD1;BRCA1;BLM;BRCA2;ABRAXAS1;RAD51C;BABAM1;RAD52;SSBP1;EME1;BABAM2;RBBP8;TOP3B;TOP3A;BRCC3	POLD1;RPA2;RPA1;POLD2;RPA3;RAD50;ATM;NBN;MRE11;POLD3;POLD4	ccrcc
Acute myeloid leukemia	0.5889055643298874	3.5301490535250966	0.0	0.064363508923276	66	54	PML;CCND1;MAPK1;FCGR1A;SOS1;EIF4EBP1;PIK3CD;ITGAM;NFKB1;IKBKG;RPS6KB1;RPS6KB2;RUNX1;RELA;PIK3R1;STAT5A;CSF1R;MAPK3;MAP2K1;GRB2;RARA;CD14;SPI1;AKT1;IKBKB;MPO;STAT5B;BRAF;CEBPA;PIK3CB;ARAF;AKT3;STAT3;MAP2K2;LEF1;AKT2;TCF7L2;PIK3R2;NRAS;ZBTB16;RUNX1T1;PER2;PIM2;KIT;TCF7;PIK3CA;SOS2;KRAS;BAD;HRAS;JUP;MTOR;RAF1;CHUK	PML;CCND1;MAPK1;FCGR1A;SOS1;EIF4EBP1;PIK3CD;ITGAM;NFKB1;IKBKG;RPS6KB1;RPS6KB2;RUNX1;RELA;PIK3R1;STAT5A;CSF1R;MAPK3;MAP2K1;GRB2;RARA;CD14;SPI1;AKT1;IKBKB	ccrcc
