	stId
1196	R-HSA-936964
1197	R-HSA-6804116
1198	R-HSA-6803207
1199	R-HSA-210744
1200	R-HSA-140534
1201	R-HSA-5656121
1202	R-HSA-169893
1203	R-HSA-9673324
1204	R-HSA-9664420
1205	R-HSA-5635838
1206	R-HSA-5576886
1207	R-HSA-5083636
1208	R-HSA-5083625
1209	R-HSA-2142816
1210	R-HSA-2485179
1211	R-HSA-8963684
1212	R-HSA-70350
1213	R-HSA-6782861
1214	R-HSA-2187335
1215	R-HSA-71262
1216	R-HSA-209931
1217	R-HSA-168275
1218	R-HSA-168268
1219	R-HSA-77595
1220	R-HSA-176412
1221	R-HSA-446353
1222	R-HSA-450385
1223	R-HSA-450513
1224	R-HSA-416700
1225	R-HSA-8876725
1226	R-HSA-1810476
1227	R-HSA-69183
1228	R-HSA-399954
1229	R-HSA-111447
1230	R-HSA-196299
1231	R-HSA-8964315
1232	R-HSA-168927
1233	R-HSA-418885
1234	R-HSA-171007
1235	R-HSA-180336
1236	R-HSA-6785631
1237	R-HSA-193639
1238	R-HSA-1295596
1239	R-HSA-399955
1240	R-HSA-9027284
1241	R-HSA-9673767
1242	R-HSA-9673770
1243	R-HSA-975577
1244	R-HSA-3270619
1245	R-HSA-5655291
1246	R-HSA-8875360
1247	R-HSA-2173791
1248	R-HSA-937072
1249	R-HSA-110312
1250	R-HSA-196780
1251	R-HSA-419408
1252	R-HSA-5654228
1253	R-HSA-8948700
1254	R-HSA-5603041
1255	R-HSA-399997
1256	R-HSA-190239
1257	R-HSA-427601
1258	R-HSA-434316
1259	R-HSA-5676934
1260	R-HSA-211916
1261	R-HSA-8849175
1262	R-HSA-77352
1263	R-HSA-2142712
1264	R-HSA-8941413
1265	R-HSA-391160
1266	R-HSA-1433559
1267	R-HSA-6803211
1268	R-HSA-399956
1269	R-HSA-69166
1270	R-HSA-2032785
1271	R-HSA-418457
1272	R-HSA-5684264
1273	R-HSA-177504
1274	R-HSA-435354
1275	R-HSA-9634600
1276	R-HSA-1170546
1277	R-HSA-5607763
1278	R-HSA-975110
1279	R-HSA-8847993
1280	R-HSA-174495
1281	R-HSA-205043
1282	R-HSA-975163
1283	R-HSA-2160916
1284	R-HSA-1483115
1285	R-HSA-5654227
1286	R-HSA-73942
1287	R-HSA-8963896
1288	R-HSA-170670
1289	R-HSA-5602498
1290	R-HSA-190372
1291	R-HSA-6814848
1292	R-HSA-964739
1293	R-HSA-77350
1294	R-HSA-77348
1295	R-HSA-77310
1296	R-HSA-1482883
1297	R-HSA-1482798
1298	R-HSA-1855191
1299	R-HSA-804914
1300	R-HSA-166187
1301	R-HSA-9023661
1302	R-HSA-9018681
1303	R-HSA-9026766
1304	R-HSA-2559584
1305	R-HSA-8949664
1306	R-HSA-1059683
1307	R-HSA-162658
1308	R-HSA-6788467
1309	R-HSA-5676594
1310	R-HSA-918233
1311	R-HSA-6804759
1312	R-HSA-381033
1313	R-HSA-9029558
1314	R-HSA-8853334
1315	R-HSA-442720
1316	R-HSA-174490
1317	R-HSA-1475029
1318	R-HSA-389359
1319	R-HSA-8963901
1320	R-HSA-1663150
1321	R-HSA-170968
1322	R-HSA-6811555
1323	R-HSA-181431
1324	R-HSA-1839130
1325	R-HSA-190322
1326	R-HSA-622327
1327	R-HSA-8877330
1328	R-HSA-196843
1329	R-HSA-190375
1330	R-HSA-170660
1331	R-HSA-379401
1332	R-HSA-9033807
1333	R-HSA-1222449
1334	R-HSA-8941856
1335	R-HSA-75892
1336	R-HSA-4839743
1337	R-HSA-4655427
1338	R-HSA-5358751
1339	R-HSA-5358752
1340	R-HSA-5358747
1341	R-HSA-5358749
1342	R-HSA-2197563
1343	R-HSA-69091
1344	R-HSA-69109
1345	R-HSA-198323
1346	R-HSA-1679131
1347	R-HSA-9005895
1348	R-HSA-9005891
1349	R-HSA-9675151
1350	R-HSA-879415
1351	R-HSA-877312
1352	R-HSA-179812
1353	R-HSA-8851805
1354	R-HSA-2428933
1355	R-HSA-3656237
1356	R-HSA-3656253
1357	R-HSA-8951936
1358	R-HSA-4641265
1359	R-HSA-174437
1360	R-HSA-8984722
1361	R-HSA-209543
1362	R-HSA-1358803
1363	R-HSA-2691232
1364	R-HSA-2691230
1365	R-HSA-159854
1366	R-HSA-8983432
1367	R-HSA-5661231
1368	R-HSA-9028731
1369	R-HSA-9027276
1370	R-HSA-937039
1371	R-HSA-975144
1372	R-HSA-9617629
1373	R-HSA-1247673
1374	R-HSA-68952
1375	R-HSA-73943
1376	R-HSA-418890
1377	R-HSA-174430
1378	R-HSA-3000484
1379	R-HSA-177128
1380	R-HSA-193144
1381	R-HSA-5687613
1382	R-HSA-77305
1383	R-HSA-77285
1384	R-HSA-380615
1385	R-HSA-217271
1386	R-HSA-156582
1387	R-HSA-351200
1388	R-HSA-9640463
1389	R-HSA-9674428
1390	R-HSA-9026286
1391	R-HSA-2214320
1392	R-HSA-4839748
1393	R-HSA-4839735
1394	R-HSA-5339716
1395	R-HSA-111461
1396	R-HSA-68884
1397	R-HSA-1234158
1398	R-HSA-418359
1399	R-HSA-202670
1400	R-HSA-428540
1401	R-HSA-2514853
1402	R-HSA-1502540
1403	R-HSA-5685939
1404	R-HSA-381183
1405	R-HSA-9026519
1406	R-HSA-75035
1407	R-HSA-159740
1408	R-HSA-425561
1409	R-HSA-209560
1410	R-HSA-8983711
1411	R-HSA-162592
1412	R-HSA-110362
1413	R-HSA-166662
1414	R-HSA-9623433
1415	R-HSA-5358493
1416	R-HSA-1839122
1417	R-HSA-190373
1418	R-HSA-376172
1419	R-HSA-622323
1420	R-HSA-1250342
1421	R-HSA-3772470
1422	R-HSA-180689
1423	R-HSA-5693548
1424	R-HSA-70370
1425	R-HSA-6783984
1426	R-HSA-3000497
1427	R-HSA-75896
1428	R-HSA-168330
1429	R-HSA-4839744
1430	R-HSA-5467340
1431	R-HSA-5467348
1432	R-HSA-5467337
1433	R-HSA-75205
1434	R-HSA-210990
1435	R-HSA-9614399
1436	R-HSA-5357786
1437	R-HSA-8941332
1438	R-HSA-8963888
1439	R-HSA-9013973
1440	R-HSA-6787450
1441	R-HSA-9034864
1442	R-HSA-2025928
1443	R-HSA-9645460
1444	R-HSA-9662834
1445	R-HSA-416550
1446	R-HSA-451306
1447	R-HSA-112308
1448	R-HSA-9020558
1449	R-HSA-5218900
1450	R-HSA-9635465
1451	R-HSA-5638302
1452	R-HSA-5638303
1453	R-HSA-8876493
1454	R-HSA-425381
1455	R-HSA-5658623
1456	R-HSA-391908
1457	R-HSA-1483248
1458	R-HSA-71032
1459	R-HSA-1483226
1460	R-HSA-190377
1461	R-HSA-9664535
1462	R-HSA-5682910
1463	R-HSA-196819
1464	R-HSA-6807062
1465	R-HSA-6807047
1466	R-HSA-77108
1467	R-HSA-9652282
1468	R-HSA-210747
1469	R-HSA-6806664
1470	R-HSA-379397
1471	R-HSA-177135
1472	R-HSA-70688
1473	R-HSA-192905
1474	R-HSA-9026290
1475	R-HSA-140342
1476	R-HSA-113501
1477	R-HSA-5140745
1478	R-HSA-111458
1479	R-HSA-8934903
1480	R-HSA-9627069
1481	R-HSA-8875555
1482	R-HSA-933543
1483	R-HSA-110056
1484	R-HSA-2468052
1485	R-HSA-428359
1486	R-HSA-2586552
1487	R-HSA-111932
1488	R-HSA-3215018
1489	R-HSA-74749
1490	R-HSA-390450
1491	R-HSA-5689877
1492	R-HSA-2179392
1493	R-HSA-5578768
1494	R-HSA-2151209
1495	R-HSA-9664873
1496	R-HSA-9022702
1497	R-HSA-9014325
1498	R-HSA-2022923
1499	R-HSA-1236973
1500	R-HSA-451308
1501	R-HSA-9675135
1502	R-HSA-9020956
1503	R-HSA-198203
1504	R-HSA-164843
1505	R-HSA-209952
1506	R-HSA-174362
1507	R-HSA-629594
1508	R-HSA-1296346
1509	R-HSA-6799990
1510	R-HSA-561048
1511	R-HSA-9027277
1512	R-HSA-390666
1513	R-HSA-375281
1514	R-HSA-426048
1515	R-HSA-173107
1516	R-HSA-880009
1517	R-HSA-173599
1518	R-HSA-6803544
1519	R-HSA-141333
1520	R-HSA-211994
1521	R-HSA-141334
1522	R-HSA-380612
1523	R-HSA-1300642
1524	R-HSA-430116
1525	R-HSA-190873
1526	R-HSA-176974
1527	R-HSA-264870
1528	R-HSA-8866427
1529	R-HSA-5625970
1530	R-HSA-450520
1531	R-HSA-193692
1532	R-HSA-450341
1533	R-HSA-9013700
1534	R-HSA-2465910
1535	R-HSA-8866907
1536	R-HSA-112411
1537	R-HSA-9613354
1538	R-HSA-198693
1539	R-HSA-75072
1540	R-HSA-418889
1541	R-HSA-3323169
1542	R-HSA-201688
1543	R-HSA-428543
1544	R-HSA-8851680
1545	R-HSA-5649702
1546	R-HSA-9634635
1547	R-HSA-9619229
1548	R-HSA-428542
1549	R-HSA-9020958
1550	R-HSA-193697
1551	R-HSA-937042
1552	R-HSA-1433617
1553	R-HSA-2534343
1554	R-HSA-170984
1555	R-HSA-2855086
1556	R-HSA-433692
1557	R-HSA-5576890
1558	R-HSA-9665230
1559	R-HSA-204626
1560	R-HSA-8853383
1561	R-HSA-8963676
1562	R-HSA-916853
1563	R-HSA-5250968
1564	R-HSA-4755510
1565	R-HSA-196025
1566	R-HSA-351906
1567	R-HSA-446107
1568	R-HSA-8866904
1569	R-HSA-111453
1570	R-HSA-164940
1571	R-HSA-8875656
1572	R-HSA-8939246
1573	R-HSA-442380
1574	R-HSA-68689
1575	R-HSA-1462054
1576	R-HSA-442729
1577	R-HSA-9010642
1578	R-HSA-1253288
1579	R-HSA-425986
1580	R-HSA-163680
1581	R-HSA-3371378
1582	R-HSA-212718
1583	R-HSA-69416
1584	R-HSA-77588
1585	R-HSA-8985947
1586	R-HSA-444257
1587	R-HSA-8939242
1588	R-HSA-193634
1589	R-HSA-419812
1590	R-HSA-9012546
1591	R-HSA-444473
1592	R-HSA-9028335
1593	R-HSA-1169092
1594	R-HSA-8849469
1595	R-HSA-446205
1596	R-HSA-3785653
1597	R-HSA-9020933
1598	R-HSA-9032500
1599	R-HSA-112126
1600	R-HSA-629597
1601	R-HSA-9637628
1602	R-HSA-167827
1603	R-HSA-1614603
1604	R-HSA-5652227
1605	R-HSA-73843
1606	R-HSA-5250958
1607	R-HSA-110357
1608	R-HSA-2470946
1609	R-HSA-159782
1610	R-HSA-167590
1611	R-HSA-8931987
1612	R-HSA-5666185
1613	R-HSA-8951430
1614	R-HSA-447041
1615	R-HSA-139915
1616	R-HSA-8949275
1617	R-HSA-428890
1618	R-HSA-112412
1619	R-HSA-72731
1620	R-HSA-3371599
1621	R-HSA-2562578
1622	R-HSA-426117
1623	R-HSA-162791
1624	R-HSA-111367
1625	R-HSA-9022707
1626	R-HSA-8851907
1627	R-HSA-6793080
1628	R-HSA-4411364
1629	R-HSA-8948747
1630	R-HSA-72200
1631	R-HSA-8964046
1632	R-HSA-1912399
1633	R-HSA-3595177
1634	R-HSA-9032845
1635	R-HSA-5336415
1636	R-HSA-9603381
1637	R-HSA-418886
1638	R-HSA-203641
1639	R-HSA-2161517
1640	R-HSA-1296052
1641	R-HSA-9031528
1642	R-HSA-9632974
1643	R-HSA-114516
1644	R-HSA-2892245
1645	R-HSA-209822
1646	R-HSA-210455
1647	R-HSA-8849473
1648	R-HSA-8847453
1649	R-HSA-112313
1650	R-HSA-9031525
1651	R-HSA-190371
1652	R-HSA-1369007
1653	R-HSA-419771
1654	R-HSA-964827
1655	R-HSA-888593
1656	R-HSA-2395516
1657	R-HSA-187015
1658	R-HSA-163754
1659	R-HSA-379398
1660	R-HSA-9026762
1661	R-HSA-162589
1662	R-HSA-164516
1663	R-HSA-5619108
1664	R-HSA-426486
1665	R-HSA-3304351
1666	R-HSA-163765
1667	R-HSA-164944
1668	R-HSA-3656244
1669	R-HSA-3656243
1670	R-HSA-3656225
1671	R-HSA-113507
1672	R-HSA-199920
1673	R-HSA-2980767
1674	R-HSA-163767
1675	R-HSA-8951671
1676	R-HSA-6802953
1677	R-HSA-8869496
1678	R-HSA-6806942
1679	R-HSA-3595172
1680	R-HSA-3595174
1681	R-HSA-159763
1682	R-HSA-447043
1683	R-HSA-8866423
1684	R-HSA-8964011
1685	R-HSA-8964026
1686	R-HSA-8964572
1687	R-HSA-9645135
1688	R-HSA-9027283
1689	R-HSA-190370
1690	R-HSA-8874211
1691	R-HSA-8857538
1692	R-HSA-8939256
1693	R-HSA-629587
1694	R-HSA-427975
1695	R-HSA-433137
1696	R-HSA-434313
1697	R-HSA-177539
1698	R-HSA-5579026
1699	R-HSA-175567
1700	R-HSA-111995
1701	R-HSA-1483152
1702	R-HSA-350864
1703	R-HSA-3359469
1704	R-HSA-3359467
1705	R-HSA-480985
1706	R-HSA-1855231
1707	R-HSA-162585
1708	R-HSA-140180
1709	R-HSA-5263617
1710	R-HSA-391906
1711	R-HSA-5250981
1712	R-HSA-5250955
1713	R-HSA-111469
1714	R-HSA-8935964
1715	R-HSA-8941855
1716	R-HSA-166665
1717	R-HSA-446388
1718	R-HSA-194313
1719	R-HSA-195399
1720	R-HSA-9022537
1721	R-HSA-9033500
1722	R-HSA-448706
1723	R-HSA-8937144
1724	R-HSA-182218
1725	R-HSA-5603029
1726	R-HSA-9017802
1727	R-HSA-3304349
1728	R-HSA-75158
1729	R-HSA-2660825
1730	R-HSA-2660826
1731	R-HSA-5674499
1732	R-HSA-111459
1733	R-HSA-75094
1734	R-HSA-8852405
1735	R-HSA-427652
1736	R-HSA-3065676
1737	R-HSA-176417
1738	R-HSA-5576894
1739	R-HSA-9605308
1740	R-HSA-435368
1741	R-HSA-5660668
1742	R-HSA-8981373
1743	R-HSA-8985586
1744	R-HSA-8849470
1745	R-HSA-111957
1746	R-HSA-8964041
1747	R-HSA-187024
1748	R-HSA-5653890
1749	R-HSA-4341670
1750	R-HSA-5688890
1751	R-HSA-5688849
1752	R-HSA-389397
1753	R-HSA-5362798
1754	R-HSA-167826
1755	R-HSA-444821
1756	R-HSA-6791465
1757	R-HSA-187706
1758	R-HSA-109703
1759	R-HSA-165160
1760	R-HSA-193681
1761	R-HSA-1483101
1762	R-HSA-5632681
1763	R-HSA-164525
1764	R-HSA-351143
1765	R-HSA-5250992
1766	R-HSA-2466712
1767	R-HSA-420597
1768	R-HSA-3134963
1769	R-HSA-111463
1770	R-HSA-3065678
1771	R-HSA-111464
1772	R-HSA-174577
1773	R-HSA-3656534
1774	R-HSA-426496
1775	R-HSA-3304356
1776	R-HSA-5624138
1777	R-HSA-8939247
1778	R-HSA-3134973
1779	R-HSA-163358
1780	R-HSA-8939245
1781	R-HSA-74713
1782	R-HSA-1566977
1783	R-HSA-69478
1784	R-HSA-9673768
1785	R-HSA-68911
1786	R-HSA-9022535
1787	R-HSA-110381
1788	R-HSA-1606341
1789	R-HSA-8941284
1790	R-HSA-447038
1791	R-HSA-8849474
1792	R-HSA-399710
1793	R-HSA-8866376
1794	R-HSA-165158
1795	R-HSA-429593
1796	R-HSA-9032759
1797	R-HSA-8849468
1798	R-HSA-9636569
1799	R-HSA-203754
1800	R-HSA-5619070
1801	R-HSA-5250989
1802	R-HSA-162699
1803	R-HSA-168316
1804	R-HSA-5579028
1805	R-HSA-3248023
1806	R-HSA-5619062
1807	R-HSA-8849472
1808	R-HSA-389542
1809	R-HSA-9026403
1810	R-HSA-5250971
1811	R-HSA-69560
1812	R-HSA-69895
1813	R-HSA-3065679
1814	R-HSA-8952158
1815	R-HSA-8941333
1816	R-HSA-3656532
1817	R-HSA-173736
1818	R-HSA-140834
1819	R-HSA-68616
1820	R-HSA-8866911
1821	R-HSA-5660489
1822	R-HSA-193670
1823	R-HSA-9013957
1824	R-HSA-5083630
1825	R-HSA-1306955
1826	R-HSA-112307
1827	R-HSA-112303
1828	R-HSA-2142850
1829	R-HSA-5626978
1830	R-HSA-205025
1831	R-HSA-211163
1832	R-HSA-1251932
1833	R-HSA-2644607
1834	R-HSA-2644605
1835	R-HSA-111448
1836	R-HSA-9022927
1837	R-HSA-9026527
1838	R-HSA-165181
1839	R-HSA-69200
1840	R-HSA-8964540
1841	R-HSA-1296061
1842	R-HSA-1307965
1843	R-HSA-428559
1844	R-HSA-71737
1845	R-HSA-5679096
1846	R-HSA-5619113
1847	R-HSA-5619060
1848	R-HSA-5679090
1849	R-HSA-5339717
1850	R-HSA-5660883
1851	R-HSA-388479
1852	R-HSA-4687000
1853	R-HSA-2206285
1854	R-HSA-5578996
1855	R-HSA-888568
1856	R-HSA-2978092
1857	R-HSA-1300645
1858	R-HSA-390651
1859	R-HSA-9007892
1860	R-HSA-5250982
1861	R-HSA-5423599
1862	R-HSA-111457
1863	R-HSA-8875513
1864	R-HSA-8865999
1865	R-HSA-5603037
1866	R-HSA-5368598
1867	R-HSA-9022538
1868	R-HSA-417973
1869	R-HSA-9665249
1870	R-HSA-9665233
1871	R-HSA-9665251
1872	R-HSA-9665247
1873	R-HSA-9665244
1874	R-HSA-9665737
1875	R-HSA-9665250
1876	R-HSA-9665246
1877	R-HSA-9665245
1878	R-HSA-3249367
1879	R-HSA-75157
1880	R-HSA-8875791
1881	R-HSA-844455
1882	R-HSA-191650
1883	R-HSA-380095
1884	R-HSA-8866906
1885	R-HSA-8853336
1886	R-HSA-209563
1887	R-HSA-111446
1888	R-HSA-170145
1889	R-HSA-9673766
1890	R-HSA-139910
1891	R-HSA-8941237
1892	R-HSA-1296053
1893	R-HSA-9636249
1894	R-HSA-167060
1895	R-HSA-9034793
1896	R-HSA-844623
1897	R-HSA-5578999
1898	R-HSA-5660862
1899	R-HSA-4717374
1900	R-HSA-4719360
1901	R-HSA-392023
1902	R-HSA-4719377
1903	R-HSA-5682113
1904	R-HSA-8981607
1905	R-HSA-444411
1906	R-HSA-9674415
1907	R-HSA-167021
1908	R-HSA-2206302
1909	R-HSA-451307
1910	R-HSA-4085011
1911	R-HSA-9673163
1912	R-HSA-2206296
1913	R-HSA-5579013
1914	R-HSA-5679001
1915	R-HSA-5619095
1916	R-HSA-5579011
1917	R-HSA-5579006
1918	R-HSA-5579027
1919	R-HSA-5579012
1920	R-HSA-5579000
1921	R-HSA-198745
1922	R-HSA-5579030
1923	R-HSA-5579010
1924	R-HSA-187042
1925	R-HSA-390650
1926	R-HSA-9675132
1927	R-HSA-9630747
1928	R-HSA-75944
1929	R-HSA-8951911
1930	R-HSA-194306
1931	R-HSA-446343
1932	R-HSA-3656535
1933	R-HSA-75108
1934	R-HSA-5627083
1935	R-HSA-3642278
1936	R-HSA-8985801
1937	R-HSA-2473224
1938	R-HSA-3645790
1939	R-HSA-1299503
1940	R-HSA-5083629
1941	R-HSA-1299308
1942	R-HSA-1296067
1943	R-HSA-9649913
1944	R-HSA-5083633
1945	R-HSA-75064
1946	R-HSA-6804754
1947	R-HSA-211736
1948	R-HSA-9014843
1949	R-HSA-168277
1950	R-HSA-8854521
1951	R-HSA-75102
1952	R-HSA-5619049
1953	R-HSA-3828062
1954	R-HSA-4755609
1955	R-HSA-3814836
1956	R-HSA-5655799
1957	R-HSA-5658034
1958	R-HSA-5083627
1959	R-HSA-3878781
1960	R-HSA-5633231
1961	R-HSA-3359478
1962	R-HSA-5357609
1963	R-HSA-180897
1964	R-HSA-844615
1965	R-HSA-9037628
1966	R-HSA-4793950
1967	R-HSA-9026357
1968	R-HSA-9024909
1969	R-HSA-3656234
1970	R-HSA-3656248
1971	R-HSA-2206292
1972	R-HSA-9025046
1973	R-HSA-9034013
1974	R-HSA-4720454
1975	R-HSA-2206282
1976	R-HSA-5579016
1977	R-HSA-3560796
1978	R-HSA-2206308
1979	R-HSA-9035968
1980	R-HSA-5662853
1981	R-HSA-5683371
1982	R-HSA-5619077
1983	R-HSA-68881
1984	R-HSA-5684045
1985	R-HSA-5619036
1986	R-HSA-3858516
1987	R-HSA-5682294
1988	R-HSA-5683329
1989	R-HSA-5678771
1990	R-HSA-5619089
1991	R-HSA-5578997
1992	R-HSA-5578998
1993	R-HSA-5624958
1994	R-HSA-352238
1995	R-HSA-5632928
1996	R-HSA-163282
1997	R-HSA-9630750
1998	R-HSA-9632693
1999	R-HSA-3315487
2000	R-HSA-3311021
2001	R-HSA-9630794
2002	R-HSA-5602636
2003	R-HSA-5603027
2004	R-HSA-3304347
2005	R-HSA-9632700
2006	R-HSA-5339700
2007	R-HSA-5602571
2008	R-HSA-190704
2009	R-HSA-164939
2010	R-HSA-205017
2011	R-HSA-168315
2012	R-HSA-9636667
2013	R-HSA-166020
2014	R-HSA-190827
2015	R-HSA-73930
2016	R-HSA-176034
2017	R-HSA-432030
2018	R-HSA-5083628
2019	R-HSA-8942233
2020	R-HSA-3359485
2021	R-HSA-3359473
2022	R-HSA-3359475
2023	R-HSA-9603505
2024	R-HSA-1483196
2025	R-HSA-2033515
2026	R-HSA-4724325
2027	R-HSA-5619050
2028	R-HSA-2206305
2029	R-HSA-5609974
2030	R-HSA-5619039
2031	R-HSA-5619083
2032	R-HSA-4755583
2033	R-HSA-5657562
2034	R-HSA-5658208
2035	R-HSA-3229133
2036	R-HSA-5619048
2037	R-HSA-5619109
2038	R-HSA-4549380
2039	R-HSA-5619081
2040	R-HSA-4755579
2041	R-HSA-5619111
2042	R-HSA-5609978
2043	R-HSA-5619035
2044	R-HSA-6791462
2045	R-HSA-5619054
2046	R-HSA-5578995
2047	R-HSA-3274531
2048	R-HSA-5609976
2049	R-HSA-3560792
2050	R-HSA-2206290
2051	R-HSA-4793953
2052	R-HSA-5579022
2053	R-HSA-4549356
2054	R-HSA-4551295
2055	R-HSA-5609977
2056	R-HSA-3359471
2057	R-HSA-4724289
2058	R-HSA-5619099
2059	R-HSA-5674404
2060	R-HSA-4549349
2061	R-HSA-4720489
2062	R-HSA-4793952
2063	R-HSA-5660724
2064	R-HSA-6791055
2065	R-HSA-4085023
2066	R-HSA-5619056
2067	R-HSA-114294
2068	R-HSA-77042
2069	R-HSA-111452
2070	R-HSA-211728
2071	R-HSA-3642279
2072	R-HSA-5632987
2073	R-HSA-5632968
2074	R-HSA-5632927
2075	R-HSA-5602566
2076	R-HSA-9630791
2077	R-HSA-9632697
2078	R-HSA-9022534
2079	R-HSA-5545483
2080	R-HSA-5602415
2081	R-HSA-9645722
2082	R-HSA-5657655
2083	R-HSA-3371598
2084	R-HSA-8877627
2085	R-HSA-4043911
2086	R-HSA-5619061
2087	R-HSA-6791461
2088	R-HSA-5619078
2089	R-HSA-4793954
2090	R-HSA-9036092
2091	R-HSA-3359454
2092	R-HSA-9636467
2093	R-HSA-6809583
2094	R-HSA-3359458
2095	R-HSA-4570571
2096	R-HSA-5619043
2097	R-HSA-5657560
2098	R-HSA-9674404
2099	R-HSA-5579031
2100	R-HSA-9674401
2101	R-HSA-5659996
2102	R-HSA-5619046
2103	R-HSA-4043916
2104	R-HSA-9674396
2105	R-HSA-5579032
2106	R-HSA-9674403
2107	R-HSA-169131
2108	R-HSA-9616333
2109	R-HSA-9630222
2110	R-HSA-9630221
2111	R-HSA-9646304
2112	R-HSA-9646303
2113	R-HSA-5602410
2114	R-HSA-5687868
2115	R-HSA-5221030
2116	R-HSA-1839120
2117	R-HSA-177162
2118	R-HSA-2142696
2119	R-HSA-5340588
2120	R-HSA-9025106
2121	R-HSA-5635851
2122	R-HSA-190374
2123	R-HSA-2206280
2124	R-HSA-9014826
2125	R-HSA-2408552
2126	R-HSA-1368071
2127	R-HSA-3359474
2128	R-HSA-5579007
2129	R-HSA-198765
2130	R-HSA-2206307
2131	R-HSA-5619066
2132	R-HSA-5545619
2133	R-HSA-5619092
2134	R-HSA-3282872
2135	R-HSA-5619052
2136	R-HSA-9656249
2137	R-HSA-9656256
2138	R-HSA-5340573
2139	R-HSA-5619068
2140	R-HSA-5619058
2141	R-HSA-373756
2142	R-HSA-9616334
2143	R-HSA-9656255
2144	R-HSA-5467333
2145	R-HSA-5467345
2146	R-HSA-112122
2147	R-HSA-5619063
2148	R-HSA-5678520
2149	R-HSA-427589
2150	R-HSA-1296025
2151	R-HSA-5579024
2152	R-HSA-5579019
2153	R-HSA-5688399
2154	R-HSA-5683678
2155	R-HSA-1483076
2156	R-HSA-5579002
2157	R-HSA-171286
2158	R-HSA-5602680
2159	R-HSA-5619053
2160	R-HSA-5619045
2161	R-HSA-4720475
2162	R-HSA-5687583
2163	R-HSA-9635644
2164	R-HSA-5619073
2165	R-HSA-193993
2166	R-HSA-2023837
2167	R-HSA-5619067
2168	R-HSA-390648
2169	R-HSA-5579005
2170	R-HSA-2206291
2171	R-HSA-5619072
2172	R-HSA-975574
2173	R-HSA-5678420
2174	R-HSA-8853333
2175	R-HSA-1299361
2176	R-HSA-5619042
2177	R-HSA-5619094
2178	R-HSA-5579014
2179	R-HSA-5579004
2180	R-HSA-5656364
2181	R-HSA-5579020
2182	R-HSA-5663020
2183	R-HSA-5619037
2184	R-HSA-9605310
2185	R-HSA-9608290
2186	R-HSA-5619088
2187	R-HSA-9608287
2188	R-HSA-5688031
2189	R-HSA-5659898
2190	R-HSA-3296197
2191	R-HSA-5619047
2192	R-HSA-5690338
2193	R-HSA-5683177
2194	R-HSA-5467343
2195	R-HSA-5688354
2196	R-HSA-210746
2197	R-HSA-5619114
2198	R-HSA-5658471
2199	R-HSA-5660686
2200	R-HSA-5619101
2201	R-HSA-5619087
2202	R-HSA-5619097
2203	R-HSA-5619110
2204	R-HSA-1299344
2205	R-HSA-163316
2206	R-HSA-5659735
2207	R-HSA-5619044
2208	R-HSA-2160456
2209	R-HSA-3359462
2210	R-HSA-3359463
2211	R-HSA-1839128
2212	R-HSA-5619041
2213	R-HSA-5619104
2214	R-HSA-5619098
2215	R-HSA-5619040
2216	R-HSA-5619071
2217	R-HSA-5619085
