Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	bile acid metabolic process (GO:0008206)	8/30	0.5007571821825473	0.7882060150146635	0	0	1.0542267905383145	0.729139051657902	CYP27A1;ACOT8;OSBPL7;SCP2;ACOX2;AKR1C1;CYP7B1;OSBPL1A
GO_Biological_Process_2018	replication fork processing (GO:0031297)	8/30	0.5007571821825473	0.7879629665980693	0	0	1.0542267905383145	0.729139051657902	BLM;RTEL1;PCNA;ALYREF;TONSL;THOC1;SETMAR;NUCKS1
GO_Biological_Process_2018	cellular response to cAMP (GO:0071320)	8/30	0.5007571821825473	0.7877200680263683	0	0	1.0542267905383145	0.729139051657902	RAP1B;RAP1A;DMTN;IGFBP5;RAPGEF1;INPP5K;PKD2;EZR
GO_Biological_Process_2018	regulation of cell differentiation (GO:0045595)	31/121	0.5021003586967296	0.7895895625360282	0	0	1.012841854546108	0.6978027248063082	PHLDB1;DDX5;HSP90AB1;LTBP4;LGALS3;RPS6KA3;MCRIP1;DAG1;PRKACA;CLASP1;CLASP2;DDX17;PRKCB;UQCC2;SERPINF2;EIF2AK2;PA2G4;ALOX15B;HOPX;GREM1;BCL6;APC;FES;SMOC1;ANP32B;CAMK1;RAF1;PHLDB2;FGFR2;ANAPC2;FGFR1
GO_Biological_Process_2018	ncRNA metabolic process (GO:0034660)	9/34	0.5026070311059581	0.7901428464983684	0	0	1.0464751229608271	0.7199190703271128	DDX17;NIFK;KHSRP;MEPCE;XPO5;AGO2;MAPT;DTD2;RAN
GO_Biological_Process_2018	keratan sulfate metabolic process (GO:0042339)	9/34	0.5026070311059581	0.7898995009959051	0	0	1.0464751229608271	0.7199190703271128	ACAN;B4GALT1;LUM;GLB1;OMD;OGN;PRELP;KERA;FMOD
GO_Biological_Process_2018	mitochondrion disassembly (GO:0061726)	10/38	0.5042538360419943	0.7922436346435642	0	0	1.0403553853996523	0.7123058382204109	BECN1;FUNDC2;FIS1;RB1CC1;ATG2A;ATG4B;FBXO7;MARK2;ATG12;ATG2B
GO_Biological_Process_2018	positive regulation of innate immune response (GO:0045089)	10/38	0.5042538360419943	0.7919997923429659	0	0	1.0403553853996523	0.7123058382204109	ANKRD17;RPS19;POLR3B;DHX9;WNT5A;LBP;FADD;PUM1;PUM2;HLA-E
GO_Biological_Process_2018	chemical homeostasis (GO:0048878)	10/38	0.5042538360419943	0.7917561000991682	0	0	1.0403553853996523	0.7123058382204109	CETP;ABHD4;ACOX2;VDR;NR1H2;EIF5A2;APOA4;ABHD5;ACOX3;USF2
GO_Biological_Process_2018	cellular response to radiation (GO:0071478)	11/42	0.5057431293047816	0.7938502580259307	0	0	1.0354013121358447	0.7058603968471185	BLM;IFI16;EEF1D;ERCC4;ADIRF;HUS1;INTS7;GRB2;MAPK14;RHOB;RAD9A
GO_Biological_Process_2018	protein complex disassembly (GO:0043241)	12/46	0.5071066795183748	0.7957458135246823	0	0	1.03130881683096	0.7002936317782186	FZD1;FZD2;APC;CAV1;VPS33A;VPS4A;LIX1L;LRP5;SNAP29;TECPR1;LRP6;PPP1CA
GO_Biological_Process_2018	icosanoid metabolic process (GO:0006690)	12/46	0.5071066795183748	0.7955011944611948	0	0	1.03130881683096	0.7002936317782186	GGT5;PON3;GPX1;PTGIS;HPGD;PON1;ALOX15;CYP1B1;ALOX12;PTGS2;ALOX15B;MGLL
GO_Biological_Process_2018	fatty acid oxidation (GO:0019395)	13/50	0.508367497771533	0.7972339708445398	0	0	1.0278711207748568	0.6954068976296759	PECR;ABCD3;ECHS1;ADIPOQ;ALOX12;CROT;ACAT1;ALDH3A2;BDH2;ECHDC1;ECHDC2;ACAD11;ACADS
GO_Biological_Process_2018	neutrophil migration (GO:1990266)	15/58	0.5106456608266569	0.8005606166508233	0	0	1.0224182235824169	0.6871461775332433	CCL14;FCER1G;SYK;CCL21;GBF1;PIK3CD;LGALS3;PECAM1;SAA1;S100A12;PRTN3;PIP5K1C;S100A9;S100A8;CD177
GO_Biological_Process_2018	phospholipid metabolic process (GO:0006644)	18/70	0.5136131856090286	0.8049656284284007	0	0	1.0165758337333746	0.6773290809804744	PLA2G2A;LPCAT1;APOA2;LCAT;AGPAT2;SMPD2;PLA2G16;ALDH5A1;GPAM;ACP6;PGP;PIP4K2A;PIP5K1A;PIP4K2B;TNFAIP8L3;PLPP3;PLPP1;PLCD1
