Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
DNA replication,0.45902184378550487,1.3353141970592595,0.17049180327868851,0.32578618734754317,36,35,PCNA;RPA3;MCM3;POLD1;MCM4;MCM7;FEN1;SSBP1;RPA1;MCM2;MCM6;RPA2;MCM5;RNASEH2C;LIG1;RFC2;PRIM1;RFC3;POLD3;POLE4;POLE;POLA1;DNA2;PRIM2;RFC4;RNASEH2A;POLD4;RFC1;POLE3;RNASEH1;RNASEH2B;POLA2;RFC5;POLD2;POLE2,PCNA;RPA3;MCM3;POLD1;MCM4;MCM7;FEN1;SSBP1;RPA1;MCM2;MCM6;RPA2;MCM5;RNASEH2C;LIG1;RFC2;PRIM1;RFC3;POLD3
Pathways in cancer,0.4168735462910925,1.3259187001865396,0.0032258064516129032,0.33718323769351005,530,325,LAMB2;GNG11;LAMC1;HSP90AB1;COL4A1;COL4A2;LAMA5;LAMA2;LAMA4;HSP90AA1;PDGFRB;COL4A5;GNG12;HDAC2;STAT5B;AGT;GNAI1;F2;STAT5A;PDGFRA;CXCL12;ITGA6;EGFR;GNB3;HDAC1;KNG1;GNAQ;GNA11;IL6ST;CASP3;HSP90B1;ROCK2;GNG7;ITGB1;CCDC6;ELOB;GNAI3;COL4A6;MSH2;ITGA2B;PLCB3;COL4A3;GNAI2;MITF;GSTM3;LPAR1;CDKN1B;CASP8;ROCK1;EML4;MSH6;GNA13;JAK1;FGF2;GSTM2;ABL1;TPR;ADCY6;GNAS;GNG2;CTBP2;GSTM5;GNB1;CSF1R;APPL1;CAMK2G;PIK3R1;STAT6;NOTCH2;MAPK3;GNB2;MMP9;GNA12;WNT2B;RAC3;MAPK9;CAMK2D;CTNNA1;GSTM4;SUFU;CAMK2B;LAMB1;RASGRP2;MAPK8;ARHGEF12;GSTT1;STAT1;ARHGEF11;CTBP1;CTNNA2;GSTM1;TPM3;BCR;WNT4;CAMK2A;BCL2L1;GSTA4;PLCB4;PML;ADCY5;BCL2;EDNRA;GNB4;STAT2;RALB;KIT;ARNT;GNG5;NCOA1;PRKCB;RPS6KA5;VEGFA;EGLN1;IKBKG;LRP5;PRKACB;MAPK1;PLD1;DDB2;MTOR;NFKB1;SKP1;RXRB;RBX1;AKT3;CDK2;FZD2;NFKBIA;ZBTB16;FZD7;EP300;BAD;PLCB1;TFG;TRAF2;DAPK1;RAC1;PLCG1;PIK3CD;LRP6;ADCY3;PTGS2;ITGA2;NRAS;AKT2;AR;APC;WNT5A;LAMA3;RELA;PRKACA;BAX;FZD1;ZBTB17;HGF;GNG4;GSTP1;RAC2;FGFR1;CALML5;NOTCH3;CKS2;ESR1;RAF1;PIK3CB;RPS6KB1;TGFB2;CASP9;FZD3;FGFR2;PAX8;GRB2;MAP2K1;FADD;LAMC3;WNT11;TGFBR1;MAP2K2;CASP7;TRAF5;GSTO1;MECOM;PLCG2;MGST3;PRKCA;RALBP1;FGFR3;KIF7;ELK1;AKT1;CREBBP;GSK3B;PIK3R2;IL13RA1;CDKN1A;SP1;CALML3;RPS6KB2;ARAF;FGF17;NCOA3;TGFB1;CTNNB1;ARHGEF1;IFNGR1;FZD6;PLCB2;CALM2;DVL3;JAK2;LEF1;SOS1;HMOX1;MGST1;VHL;NOTCH1;CDK4;DAPK3;DVL1;GSTA1;FOXO1;CYCS;FH;CDK6;CKS1B;XIAP;JAG1;PTEN;CDC42;MMP2;CDKN2A;CUL1;ARNT2;CDH1;BRAF;CEBPA;SMAD3;SLC2A1;IGF2;CCND2;NQO1;CXCR4;AXIN1;TCF7;ADCY7;RB1;CHUK;IKBKB;BCL2L11;CRK;TP53;BID;MSH3;PIK3CA;TXNRD1;STAT3;JAK3;TRAF3;NCOA4;RXRA;GNB5;TRAF1;JUN;LAMA1;BIRC2;RASSF5;MET;TRAF4;GSTA3;ELOC;MGST2;LAMB3;KRAS;RALA;DAPK2;JUP;GSTT2;TXNRD3;GSTT2B;ETS1;MLH1;TGFBR2;RHOA;TGFB3;SMAD4;LAMC2;NFKB2;WNT7A;HRAS;PRKACG;FN1;CRKL;MAX;TRAF6;ITGA3;DVL2;STAT4;SKP2;BIRC5;LPAR2;IGF1;MMP1;BAK1;GNG10;RUNX1;SMAD2;FAS;CUL2;POLK;CBL;SOS2;APAF1;WNT10A;FGF20;IGF1R;E2F3;TXNRD2;CCNE1;STK4;FGF4;ITGAV;TCF7L2;KEAP1;ERBB2;PTK2,LAMB2;GNG11;LAMC1;HSP90AB1;COL4A1;COL4A2;LAMA5;LAMA2;LAMA4;HSP90AA1;PDGFRB;COL4A5;GNG12;HDAC2;STAT5B;AGT;GNAI1;F2;STAT5A;PDGFRA;CXCL12;ITGA6;EGFR;GNB3;HDAC1;KNG1;GNAQ;GNA11;IL6ST;CASP3;HSP90B1;ROCK2;GNG7;ITGB1;CCDC6;ELOB;GNAI3;COL4A6;MSH2;ITGA2B;PLCB3;COL4A3;GNAI2;MITF;GSTM3;LPAR1;CDKN1B;CASP8;ROCK1;EML4;MSH6;GNA13;JAK1;FGF2;GSTM2;ABL1;TPR;ADCY6;GNAS;GNG2;CTBP2;GSTM5;GNB1;CSF1R;APPL1;CAMK2G;PIK3R1;STAT6;NOTCH2;MAPK3;GNB2;MMP9;GNA12;WNT2B;RAC3;MAPK9;CAMK2D;CTNNA1;GSTM4;SUFU;CAMK2B;LAMB1;RASGRP2;MAPK8;ARHGEF12;GSTT1;STAT1;ARHGEF11;CTBP1;CTNNA2;GSTM1;TPM3;BCR;WNT4;CAMK2A;BCL2L1;GSTA4;PLCB4;PML;ADCY5;BCL2;EDNRA;GNB4;STAT2;RALB;KIT;ARNT;GNG5;NCOA1
Cell adhesion molecules (CAMs),0.4354371260874509,1.3184118689700215,0.03870967741935484,0.3432484360173238,145,89,CD34;CDH5;NEGR1;PECAM1;ITGA6;JAM3;SELL;ITGB1;ICAM2;MPZ;CADM3;PTPRM;CD58;SELP;ESAM;VSIR;NFASC;MPZL1;CD99;NCAM1;ITGA9;SIGLEC1;ICAM3;CNTNAP1;CLDN5;CNTN1;NECTIN1;PVR;ITGAM;SDC4;VTCN1;ITGB8;HLA-DMB;ICOSLG;CLDN11;HLA-E;CLDN3;OCLN;F11R;HLA-DRA;HLA-G;CLDN6;GLG1;SDC3;CD4;SPN;NECTIN2;CLDN1;SDC2;ITGB7;CD8A;ALCAM;CDH2;HLA-A;SDC1;PTPRC;CDH1;HLA-C;HLA-DQA1;CLDN4;CLDN16;PTPRF;HLA-DRB5;HLA-DPA1;CLDN7;ICAM1;ITGB2;HLA-DPB1;ITGA4;HLA-DRB1;HLA-B;VCAN;CADM1;HLA-DRB4;HLA-F;CDH3;HLA-DMA;CD22;NRCAM;VCAM1;CD276;L1CAM;HLA-DRB3;HLA-DQB1;NECTIN3;ITGAL;CD40;NEO1;ITGAV,CD34;CDH5;NEGR1;PECAM1;ITGA6;JAM3;SELL;ITGB1;ICAM2;MPZ;CADM3;PTPRM;CD58;SELP;ESAM;VSIR;NFASC;MPZL1;CD99;NCAM1;ITGA9;SIGLEC1;ICAM3;CNTNAP1
"Parathyroid hormone synthesis, secretion and action",0.44976126570177066,1.320281516226204,0.03225806451612903,0.34417185244398346,106,64,GNAI1;NACA;EGFR;GNAQ;ITPR1;GNA11;GNAI3;PLCB3;ARRB1;GNAI2;MEF2D;GNA13;ADCY6;GNAS;MAPK3;GNA12;MEF2A;PLD2;ARHGEF11;PLCB4;SLC34A2;ADCY5;BCL2;PDE4D;PRKCB;ARRB2;LRP5;PRKACB;MAPK1;PLD1;RXRB;PLCB1;LRP6;ADCY3;PRKACA;FGFR1;RAF1;MAP2K1;MEF2C;ATF2;PRKCA;CDKN1A;SP1;ARAF;RUNX2;ARHGEF1;VDR;PLCB2;PDE4C;BRAF;MMP15;ADCY7;ITPR3;PDE4B;ITPR2;RXRA;MMP14;JUND;CREB1;SLC9A3R1;RHOA;PRKACG;ATF6B;AKAP13,GNAI1;NACA;EGFR;GNAQ;ITPR1;GNA11;GNAI3;PLCB3;ARRB1;GNAI2;MEF2D;GNA13;ADCY6;GNAS;MAPK3;GNA12;MEF2A;PLD2;ARHGEF11;PLCB4;SLC34A2;ADCY5;BCL2;PDE4D;PRKCB;ARRB2;LRP5;PRKACB;MAPK1;PLD1;RXRB
Fluid shear stress and atherosclerosis,0.43160319826087973,1.3149533979152843,0.00967741935483871,0.3464948589510387,139,105,CAV1;CAV3;CDH5;HSP90AB1;HSP90AA1;PECAM1;ITGB3;SUMO2;HSP90B1;SUMO3;ITGA2B;PRKCZ;GSTM3;NOS3;CAV2;MAPK11;PLAT;GSTM2;GSTM5;PIK3R1;MMP9;RAC3;MAPK9;TXN2;SRC;GSTM4;MEF2A;MAPK8;GSTT1;GSTM1;MAP3K5;GSTA4;ACTB;ACTG1;SUMO1;MAPK14;BCL2;MAPK12;MAPK7;ASS1;VEGFA;IKBKG;MAP2K5;SDC4;THBD;NFKB1;AKT3;RAC1;MAP3K7;PIK3CD;NCF2;BMPR2;AKT2;RELA;MAPK13;TXN;GSTP1;ACVR1;RAC2;CALML5;PIK3CB;MEF2C;NCF1;GPC1;GSTO1;MGST3;PRKAA1;AKT1;PIK3R2;CALML3;MAP2K7;MAP2K4;CYBA;SDC2;CTNNB1;CALM2;HMOX1;MGST1;GSTA1;MMP2;CTSL;SDC1;ARHGEF2;PRKAA2;NQO1;IL1R1;CHUK;IKBKB;TP53;PIK3CA;ICAM1;JUN;GSTA3;MAP2K6;MGST2;GSTT2;GSTT2B;PIAS4;RHOA;VCAM1;TNFRSF1A;ITGAV;KEAP1;SQSTM1;PTK2,CAV1;CAV3;CDH5;HSP90AB1;HSP90AA1;PECAM1;ITGB3;SUMO2;HSP90B1;SUMO3;ITGA2B;PRKCZ;GSTM3;NOS3;CAV2;MAPK11;PLAT;GSTM2;GSTM5;PIK3R1;MMP9;RAC3;MAPK9;TXN2;SRC;GSTM4;MEF2A;MAPK8;GSTT1;GSTM1;MAP3K5;GSTA4;ACTB;ACTG1;SUMO1;MAPK14;BCL2;MAPK12;MAPK7;ASS1;VEGFA;IKBKG;MAP2K5;SDC4;THBD;NFKB1;AKT3;RAC1;MAP3K7;PIK3CD;NCF2;BMPR2;AKT2;RELA;MAPK13;TXN;GSTP1;ACVR1;RAC2;CALML5
Glycolysis / Gluconeogenesis,0.4417870559467452,1.3048480297314986,0.10032362459546926,0.34737220015066195,68,58,ADH1C;ADH1A;ADH1B;ALDH1A3;ADH4;PKM;BPGM;PGK1;ADH5;ALDH1B1;ALDH2;ALDH9A1;ACSS2;PKLR;LDHAL6B;PGK2;GALM;TPI1;ALDH3B1;LDHC;ALDH3A1;MINPP1;ENO1;HK3;ADPGK;LDHA;ALDH3A2;ALDH7A1;PGM2;LDHB;GAPDH;PGAM2;AKR1A1;PFKM;PDHB;GPI;DLD;HK2;PFKP;ENO2;PFKL;PGAM1;PGM1;HKDC1;HK1;ALDOA;ACSS1;PDHA1;ALDOB;DLAT;G6PC3;ENO3;FBP2;PCK1;ALDOC;GAPDHS;FBP1;PCK2,ADH1C;ADH1A;ADH1B;ALDH1A3;ADH4;PKM;BPGM;PGK1;ADH5;ALDH1B1;ALDH2;ALDH9A1;ACSS2;PKLR;LDHAL6B;PGK2;GALM;TPI1;ALDH3B1;LDHC;ALDH3A1;MINPP1;ENO1;HK3;ADPGK;LDHA;ALDH3A2
Hematopoietic cell lineage,0.4602862025090162,1.3082895231860736,0.08064516129032258,0.34828946300446806,97,51,CD34;ITGA1;ITGA6;ITGA5;ITGB3;CD44;GYPA;ITGA2B;GP1BB;GP9;TFRC;CSF1R;GP1BA;KIT;ITGAM;MME;CD36;CD14;HLA-DMB;ITGA2;CD55;CR1;CD9;CD3E;HLA-DRA;GP5;ANPEP;FCGR1A;CD4;CD8A;CSF1;HLA-DQA1;HLA-DRB5;IL1R1;HLA-DPA1;CD37;HLA-DPB1;ITGA4;HLA-DRB1;MS4A1;CD38;CD5;HLA-DRB4;HLA-DMA;CD59;CD22;ITGA3;HLA-DRB3;HLA-DQB1;CR2;CD19,CD34;ITGA1;ITGA6;ITGA5;ITGB3;CD44;GYPA;ITGA2B;GP1BB;GP9;TFRC;CSF1R;GP1BA
Homologous recombination,0.4866482501057913,1.3104092644878083,0.13029315960912052,0.3484484558870761,41,22,RPA3;POLD1;RAD50;SSBP1;RPA1;MRE11;NBN;RPA2;BABAM1;BLM;POLD3;TOPBP1;RAD54B;ABRAXAS1;TOP3A;POLD4;UIMC1;TOP3B;BRCC3;ATM;POLD2;RBBP8,RPA3;POLD1;RAD50;SSBP1;RPA1;MRE11;NBN;RPA2;BABAM1
Phospholipase D signaling pathway,0.42586765984458486,1.3062132448379535,0.016129032258064516,0.34853344477366266,148,92,RRAS;PDGFRB;AGT;F2;PLPP3;PDGFRA;PLPP1;EGFR;MRAS;PLCB3;LPAR1;GNA13;RHEB;PIP5K1C;TSC1;ADCY6;GNAS;ARF1;PIK3R1;MAPK3;PIP5K1A;GNA12;RRAS2;PTPN11;PLD2;SHC1;PLCB4;ADCY5;RALB;TSC2;KIT;ARF6;GAB1;FYN;DGKZ;MAPK1;PLD1;FCER1G;DGKA;MTOR;AKT3;PLCB1;PLCG1;PIK3CD;ADCY3;NRAS;AKT2;INSR;CYTH4;RAF1;PIK3CB;AGPAT2;GRB2;MAP2K1;JMJD7-PLA2G4B;PLA2G4A;SYK;MAP2K2;RAPGEF4;PLCG2;PRKCA;PTK2B;AKT1;PIK3R2;DNM2;PIK3CG;PLCB2;SOS1;AGPAT1;AGPAT3;CYTH3;DGKE;CYTH1;ADCY7;DNM1;PIK3CA;KRAS;RALA;RHOA;CYTH2;HRAS;PDGFC;DNM3;LPAR2;SPHK2;RAPGEF3;PLPP2;AGPAT5;SOS2;AGPAT4;DGKQ;GAB2,RRAS;PDGFRB;AGT;F2;PLPP3;PDGFRA;PLPP1;EGFR;MRAS;PLCB3;LPAR1;GNA13;RHEB;PIP5K1C;TSC1;ADCY6;GNAS;ARF1;PIK3R1;MAPK3;PIP5K1A;GNA12;RRAS2;PTPN11;PLD2;SHC1;PLCB4;ADCY5;RALB;TSC2;KIT;ARF6;GAB1;FYN;DGKZ;MAPK1;PLD1;FCER1G;DGKA;MTOR;AKT3
Ascorbate and aldarate metabolism,0.5450279957502404,1.311895031377678,0.20848056537102475,0.3492128067637135,27,7,ALDH1B1;ALDH2;ALDH9A1;RGN;ALDH3A2;ALDH7A1;UGDH,ALDH1B1;ALDH2;ALDH9A1;RGN;ALDH3A2;ALDH7A1
Olfactory transduction,0.4789562646610726,1.3014350662401335,0.16393442622950818,0.3502824566523287,444,24,PRKG1;GNG7;ARRB1;GNB1;CAMK2G;CAMK2D;CAMK2B;SLC8A1;GNAL;CAMK2A;ARRB2;PRKACB;PDE1C;ADCY3;PRKACA;CALML5;CALML3;CALM2;GRK2;PDE2A;GRK3;NCALD;PRKACG;PDE1A,PRKG1;GNG7;ARRB1;GNB1;CAMK2G;CAMK2D;CAMK2B;SLC8A1;GNAL;CAMK2A;ARRB2;PRKACB;PDE1C
"Glycine, serine and threonine metabolism",0.47119826704254014,1.2948048606842257,0.07766990291262135,0.3608833122782976,40,30,MAOB;MAOA;AOC3;SHMT2;BPGM;SARDH;CHDH;GAMT;SRR;AMT;PSAT1;ALDH7A1;GRHPR;PGAM2;SHMT1;DLD;ALAS1;GATM;CTH;PSPH;GLDC;SDSL;PIPOX;PHGDH;PGAM1;GLYCTK;SDS;GCAT;CBS;GCSH,MAOB;MAOA;AOC3;SHMT2;BPGM;SARDH;CHDH;GAMT;SRR
Regulation of lipolysis in adipocytes,0.45151314227930345,1.2843654171930423,0.14285714285714285,0.3685079230866303,55,34,GNAI1;PRKG1;GNAI3;GNAI2;MGLL;ADCY6;GNAS;PIK3R1;IRS1;NPY;ADCY5;ABHD5;PRKACB;AKT3;LIPE;PIK3CD;ADCY3;PTGS2;AKT2;PRKACA;INSR;PLIN1;PIK3CB;PLA2G16;FABP4;PTGS1;AKT1;PIK3R2;ADCY7;PIK3CA;PNPLA2;IRS2;PRKACG;NPR1,GNAI1;PRKG1;GNAI3;GNAI2;MGLL;ADCY6;GNAS;PIK3R1;IRS1;NPY;ADCY5;ABHD5;PRKACB;AKT3;LIPE;PIK3CD;ADCY3;PTGS2;AKT2;PRKACA;INSR;PLIN1;PIK3CB
JAK-STAT signaling pathway,0.4395207831663743,1.2855707948812676,0.05161290322580645,0.3696517158645377,162,54,FHL1;AOX1;PDGFRB;STAT5B;STAT5A;PDGFRA;EGFR;IL6ST;CNTFR;JAK1;PIK3R1;STAT6;PTPN11;CTF1;STAT1;BCL2L1;BCL2;STAT2;MTOR;AKT3;EP300;PIK3CD;GFAP;AKT2;RAF1;PIK3CB;GRB2;OSMR;PTPN6;AKT1;CREBBP;PIK3R2;IL13RA1;CDKN1A;STAM;IFNGR1;JAK2;SOS1;MCL1;CCND2;PIAS1;PIK3CA;STAT3;JAK3;STAM2;PIAS2;PIAS4;PIAS3;HRAS;STAT4;PTPN2;SOS2;TYK2;IRF9,FHL1;AOX1;PDGFRB;STAT5B;STAT5A;PDGFRA;EGFR;IL6ST;CNTFR;JAK1;PIK3R1;STAT6;PTPN11;CTF1;STAT1;BCL2L1;BCL2;STAT2
Herpes simplex virus 1 infection,0.4241499092551478,1.286671130174887,0.12903225806451613,0.3705457428021102,492,217,SRSF3;SRSF1;SRSF5;SRSF7;SRSF6;C3;ITGA5;SRSF9;C5;ITGB3;CASP3;PPP1CA;SRSF2;SRSF8;CALR;CASP8;TRADD;SRSF4;RHEB;JAK1;TSC1;POU2F2;PPP1CC;EIF2AK2;ZNF205;PIK3R1;ZNF235;PDIA3;EIF2S1;ZNF195;SRC;ZNF37A;ZNF214;ZNF506;ALYREF;PTPN11;EIF2B5;CFP;ZNF544;TAPBP;ZNF766;ZNF90;STAT1;ZNF675;ZNF782;ZNF257;ZNF84;IRF7;ZNF813;ZNF468;BCL2L1;ZNF716;ZNF436;ZNF791;ZNF701;ZNF816;ZNF616;ZNF208;PML;BCL2;DAXX;EIF2B2;ZNF98;ZNF93;NECTIN1;ZNF768;STAT2;DDX58;ZNF14;ZNF596;TSC2;ZNF2;OAS2;ZNF286A;RBAK;TAB1;ZFP37;OAS3;ZNF550;ZNF557;SP100;ZNF250;ZNF34;ZNF8;ZNF669;IKBKG;EIF2AK3;ZNF595;ZNF440;ZNF160;MTOR;NFKB1;TMEM173;ZNF823;ZNF317;ZNF667;AKT3;NFKBIA;ZNF627;BAD;ZNF3;ZNF552;ZNF275;TRAF2;MAP3K7;ZNF570;HLA-DMB;POU2F1;PPP1CB;EIF2B4;PIK3CD;ZNF354C;HLA-E;ZNF430;AKT2;ZNF662;ZNF136;RELA;BAX;ZSCAN32;ZNF564;IFIH1;RNASEL;ZNF33A;TAP2;CD74;NXF1;HCFC2;PIK3CB;HLA-DRA;TAB2;ZNF814;ZNF74;ZNF189;CASP9;ZNF316;HLA-G;ZNF135;ZNF562;FADD;SYK;ZNF529;TRAF5;EIF2AK4;CCL5;EIF2B1;ZNF773;IRAK4;ZNF324;AKT1;HCFC1;PIK3R2;IFNGR1;ZNF471;JAK2;ZNF799;IRF3;ZNF543;EIF2B3;CYCS;ZNF567;TAP1;ZNF778;ZNF623;SRPK1;HLA-A;ZNF780A;HLA-C;HLA-DQA1;EIF4EBP1;MYD88;ZNF25;HLA-DRB5;EIF2AK1;ZNF568;HLA-DPA1;CHUK;IKBKB;TP53;IRAK1;BID;ZNF420;ZNF630;CARD9;TBK1;PIK3CA;TLR2;HLA-DPB1;HLA-DRB1;TRAF3;HLA-B;BIRC2;MAVS;HLA-DRB4;HLA-F;TLR3;B2M;HLA-DMA;TRAF6;ZNF382;NXF2B;HLA-DRB3;ZNF607;HLA-DQB1;TNFRSF1A;BAK1;ZNF460;FAS;ZNF587;APAF1;BST2;ZFP30;ZFP82;TYK2;IRF9;OAS1;IKBKE,SRSF3;SRSF1;SRSF5;SRSF7;SRSF6;C3;ITGA5;SRSF9;C5;ITGB3;CASP3;PPP1CA;SRSF2;SRSF8;CALR;CASP8;TRADD;SRSF4;RHEB;JAK1;TSC1;POU2F2;PPP1CC;EIF2AK2;ZNF205;PIK3R1;ZNF235;PDIA3;EIF2S1;ZNF195;SRC;ZNF37A;ZNF214;ZNF506;ALYREF;PTPN11;EIF2B5;CFP;ZNF544;TAPBP;ZNF766;ZNF90;STAT1;ZNF675;ZNF782;ZNF257;ZNF84;IRF7;ZNF813;ZNF468;BCL2L1;ZNF716;ZNF436;ZNF791;ZNF701;ZNF816;ZNF616;ZNF208;PML;BCL2;DAXX;EIF2B2;ZNF98;ZNF93;NECTIN1;ZNF768;STAT2;DDX58;ZNF14;ZNF596;TSC2;ZNF2;OAS2;ZNF286A;RBAK;TAB1;ZFP37;OAS3;ZNF550;ZNF557;SP100;ZNF250;ZNF34;ZNF8;ZNF669;IKBKG;EIF2AK3;ZNF595;ZNF440;ZNF160;MTOR;NFKB1;TMEM173;ZNF823;ZNF317;ZNF667;AKT3;NFKBIA;ZNF627;BAD;ZNF3;ZNF552;ZNF275;TRAF2;MAP3K7;ZNF570;HLA-DMB;POU2F1;PPP1CB;EIF2B4;PIK3CD;ZNF354C;HLA-E;ZNF430;AKT2;ZNF662;ZNF136;RELA;BAX;ZSCAN32;ZNF564;IFIH1;RNASEL;ZNF33A;TAP2;CD74;NXF1;HCFC2;PIK3CB;HLA-DRA;TAB2;ZNF814;ZNF74;ZNF189;CASP9;ZNF316;HLA-G;ZNF135
Epithelial cell signaling in Helicobacter pylori infection,0.43864991157068034,1.2884272832955956,0.07741935483870968,0.3708347088322678,68,50,EGFR;JAM3;ATP6V1C1;CASP3;MAPK11;ATP6V1E1;ATP6V1H;MAPK9;SRC;PTPN11;MAPK8;MAPK14;MAPK12;ATP6V1E2;GIT1;TJP1;IKBKG;ATP6V1A;NFKB1;ATP6V1G1;NFKBIA;PAK1;RAC1;PLCG1;ATP6V1F;ATP6V0A2;RELA;ADAM17;MAPK13;F11R;ATP6V0A1;PLCG2;CCL5;MAP2K4;CDC42;CSK;LYN;ATP6V1B2;TCIRG1;CHUK;IKBKB;ATP6V0C;ATP6V1B1;ATP6AP1;ADAM10;ATP6V0D1;JUN;MET;ATP6V1D;ATP6V0A4,EGFR;JAM3;ATP6V1C1;CASP3;MAPK11;ATP6V1E1;ATP6V1H;MAPK9;SRC;PTPN11;MAPK8;MAPK14;MAPK12;ATP6V1E2;GIT1;TJP1;IKBKG;ATP6V1A;NFKB1;ATP6V1G1;NFKBIA;PAK1;RAC1;PLCG1;ATP6V1F;ATP6V0A2;RELA;ADAM17;MAPK13;F11R
Malaria,0.4537932830589422,1.2733340067112968,0.19480519480519481,0.3734397699453478,49,30,PECAM1;GYPC;GYPA;HBA1;CD81;SELP;HBB;LRP1;CD36;CR1;HGF;THBS3;TGFB2;IL18;SDC2;TGFB1;SDC1;THBS4;MYD88;THBS2;THBS1;ICAM1;ITGB2;TLR2;MET;COMP;TGFB3;VCAM1;ITGAL;CD40,PECAM1;GYPC;GYPA;HBA1;CD81;SELP;HBB
Chemokine signaling pathway,0.4111043747542629,1.2736990468612552,0.06129032258064516,0.37631579407344806,190,118,GNG11;GNG12;STAT5B;GNAI1;CXCL12;GNB3;PF4;ROCK2;GNG7;GNAI3;RAP1A;PPBP;PRKCZ;PF4V1;PLCB3;ARRB1;GNAI2;ROCK1;ADCY6;CCL14;GNG2;GNB1;RAP1B;PIK3R1;MAPK3;GNB2;RAC3;CXCL14;SRC;RASGRP2;STAT1;SHC1;PLCB4;ADCY5;GNB4;STAT2;GNG5;PRKCB;ARRB2;CCL21;IKBKG;PRKACB;MAPK1;WAS;NFKB1;AKT3;NFKBIA;BAD;PLCB1;PAK1;RAC1;PIK3CD;ADCY3;NRAS;AKT2;ELMO1;PXN;RELA;PRKACA;GNG4;RAC2;DOCK2;RAF1;PIK3CB;PREX1;FGR;GRB2;MAP2K1;NCF1;PRKCD;CCL5;HCK;PTK2B;AKT1;GSK3B;PIK3R2;PIK3CG;PLCB2;JAK2;SOS1;GRK2;VAV3;CDC42;BRAF;LYN;CXCL16;CXCR4;ADCY7;CHUK;IKBKB;CRK;GRK3;FOXO3;GRK6;PIK3CA;STAT3;JAK3;GNB5;CXCL10;VAV2;NFKBIB;KRAS;CXCL13;PARD3;RHOA;WASL;HRAS;PRKACG;CRKL;GSK3A;GRK5;BCAR1;CCL20;GNG10;SOS2;VAV1;TIAM1;PTK2,GNG11;GNG12;STAT5B;GNAI1;CXCL12;GNB3;PF4;ROCK2;GNG7;GNAI3;RAP1A;PPBP;PRKCZ;PF4V1;PLCB3;ARRB1;GNAI2;ROCK1;ADCY6;CCL14;GNG2;GNB1;RAP1B;PIK3R1;MAPK3;GNB2;RAC3;CXCL14;SRC;RASGRP2;STAT1;SHC1;PLCB4;ADCY5;GNB4;STAT2;GNG5;PRKCB;ARRB2;CCL21;IKBKG;PRKACB;MAPK1;WAS;NFKB1;AKT3;NFKBIA;BAD;PLCB1;PAK1;RAC1;PIK3CD;ADCY3;NRAS;AKT2;ELMO1;PXN;RELA;PRKACA;GNG4;RAC2;DOCK2;RAF1;PIK3CB;PREX1
Viral myocarditis,0.436820717171605,1.2744056617654773,0.1396103896103896,0.378730168330651,59,50,DMD;CAV1;LAMA2;EIF4G1;SGCD;CASP3;SGCB;CASP8;ABL1;DAG1;RAC3;ACTB;ACTG1;FYN;SGCG;EIF4G3;MYH6;RAC1;HLA-DMB;ABL2;EIF4G2;HLA-E;CD55;RAC2;PRF1;MYH7;HLA-DRA;CASP9;HLA-G;SGCA;CYCS;HLA-A;HLA-C;HLA-DQA1;HLA-DRB5;CXADR;HLA-DPA1;BID;ICAM1;ITGB2;HLA-DPB1;HLA-DRB1;HLA-B;HLA-DRB4;HLA-F;HLA-DMA;HLA-DRB3;HLA-DQB1;ITGAL;CD40,DMD;CAV1;LAMA2;EIF4G1;SGCD;CASP3;SGCB;CASP8;ABL1;DAG1;RAC3;ACTB;ACTG1;FYN;SGCG;EIF4G3;MYH6;RAC1;HLA-DMB;ABL2;EIF4G2;HLA-E;CD55;RAC2;PRF1;MYH7;HLA-DRA;CASP9;HLA-G
