Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Phenylalanine metabolism,0.7334735517588535,1.9080444839438504,0.0,0.09632678842900884,17,11,MAOB;MAOA;AOC3;ALDH1A3;MIF;ALDH3B1;ALDH3A1;IL4I1;GOT1;GOT2;DDC,MAOB;MAOA;AOC3;ALDH1A3;MIF
Protein export,0.6989676299908526,1.9198822304971375,0.006666666666666667,0.101766005990574,23,20,HSPA5;SRP14;SEC61A1;SRP68;SEC61B;SEC61A2;SEC11A;SRPRA;SPCS2;SEC63;SRP19;SEC62;SRP9;SRP54;OXA1L;SRP72;SRPRB;SPCS1;SPCS3;SEC11C,HSPA5;SRP14;SEC61A1;SRP68;SEC61B;SEC61A2;SEC11A;SRPRA;SPCS2;SEC63;SRP19;SEC62;SRP9;SRP54;OXA1L
ECM-receptor interaction,0.660883349276424,1.997251078544787,0.0,0.10264329914566517,82,69,LAMB2;ITGA7;LAMC1;VWF;COL4A1;TNXB;COL4A2;LAMA5;LAMA2;LAMA4;HSPG2;COL4A5;COL6A2;ITGA1;COL6A1;COL6A3;COL6A6;ITGA6;ITGA5;VTN;ITGB3;CD44;COL6A5;ITGB1;COL4A6;ITGA2B;GP1BB;COL4A3;GP9;CD47;DAG1;GP1BA;COL1A1;ITGA9;LAMB1;COL1A2;ITGA11;ITGB4;CD36;SDC4;COL2A1;ITGB6;ITGB8;SV2A;ITGA2;LAMA3;THBS3;HMMR;GP5;LAMC3;ITGB7;SDC1;THBS4;ITGB5;THBS2;TNC;THBS1;ITGA4;LAMA1;LAMB3;COMP;AGRN;COL9A2;LAMC2;FN1;ITGA3;SPP1;TNN;ITGAV,LAMB2;ITGA7;LAMC1;VWF;COL4A1;TNXB;COL4A2;LAMA5;LAMA2;LAMA4;HSPG2;COL4A5;COL6A2;ITGA1;COL6A1;COL6A3;COL6A6;ITGA6;ITGA5;VTN;ITGB3;CD44;COL6A5;ITGB1;COL4A6;ITGA2B;GP1BB;COL4A3;GP9;CD47;DAG1;GP1BA;COL1A1;ITGA9;LAMB1
Complement and coagulation cascades,0.6983044403602618,2.233922073446355,0.003289473684210526,0.10580155450399333,79,73,VWF;SERPIND1;PROCR;CFD;SERPINF2;C7;F10;SERPINC1;F2;A2M;F13B;PROC;C3;KLKB1;KNG1;F5;PROS1;C8A;VTN;C5;F13A1;SERPINA1;C8G;PLG;CPB2;C4A;MBL2;C4B;F12;CFB;C8B;MASP1;C2;C6;C1S;SERPING1;CFH;C4BPA;CFI;C9;PLAT;CLU;F11;C1R;FGA;C4BPB;FGB;FGG;F9;C1QB;SERPINA5;ITGAM;C1QC;MASP2;C1QA;THBD;F3;C3AR1;CD55;F7;CR1;VSIG4;SERPINE1;SERPINB2;PLAUR;F8;ITGAX;ITGB2;C5AR1;PLAU;CD46;CD59;CR2,VWF;SERPIND1;PROCR;CFD;SERPINF2;C7;F10;SERPINC1;F2;A2M;F13B;PROC;C3;KLKB1;KNG1;F5;PROS1;C8A;VTN;C5;F13A1;SERPINA1;C8G;PLG;CPB2;C4A;MBL2;C4B;F12;CFB;C8B;MASP1;C2;C6;C1S;SERPING1;CFH;C4BPA;CFI;C9;PLAT;CLU;F11;C1R;FGA;C4BPB;FGB;FGG
Ribosome,0.6623911959926703,2.0784911192663995,0.0,0.10738068218315741,153,128,RPS13;RPL35;RPL18;RPL11;RPL10A;RPL6;RPS8;RPL7;RPS11;RPL26;RPS19;RPLP0;RPL26L1;RPL37;RPS9;RPL17;RPS15A;RPL7A;RPS3;RPL23A;RPS12;RPLP2;RPS24;RPL34;RPS5;RPS4X;RPL24;RPS3A;RPL13A;RPS25;RPL4;RPS2;RPS27;RPL3;RPS6;RPS10;RPS27L;RPL9;RPS10-NUDT3;RPS4Y2;RPL28;RPS7;RPL31;RPL36AL;RPL5;RPS29;RPS28;RPSA;RPL32;RPL27A;RPL22;RPL13;RPL21;RPL14;RPL27;RPS21;MRPL28;RPL38;RPL8;RPL10;MRPL12;MRPS17;RPL12;FAU;RPL36A;RPL35A;RPS20;RPS16;RSL24D1;RPL23;MRPS21;RPL3L;RPLP1;RPL15;RPS17;RPS18;MRPS16;MRPS7;MRPL3;MRPL11;MRPL15;RPS23;RPL37A;MRPS9;MRPL30;MRPL10;MRPL16;RPL29;MRPL19;MRPS10;MRPS15;MRPL1;MRPL9;MRPS12;RPL19;RPS15;RPL18A;MRPS6;RPL39;RPL22L1;RPS26;RPS27A;MRPS18C;MRPL17;MRPL18;MRPL2;RPL30;MRPL32;MRPL24;MRPL20;MRPL21;MRPL35;RPL36;MRPL33;MRPS2;MRPS18A;MRPL27;MRPL4;MRPS5;MRPL23;MRPS11;UBA52;RPS14;MRPL22;MRPL14;MRPL13;MRPL34;MRPS14,RPS13;RPL35;RPL18;RPL11;RPL10A;RPL6;RPS8;RPL7;RPS11;RPL26;RPS19;RPLP0;RPL26L1;RPL37;RPS9;RPL17;RPS15A;RPL7A;RPS3;RPL23A;RPS12;RPLP2;RPS24;RPL34;RPS5;RPS4X;RPL24;RPS3A;RPL13A;RPS25;RPL4;RPS2;RPS27;RPL3;RPS6;RPS10;RPS27L;RPL9;RPS10-NUDT3;RPS4Y2;RPL28;RPS7;RPL31;RPL36AL;RPL5;RPS29;RPS28;RPSA;RPL32;RPL27A;RPL22;RPL13;RPL21;RPL14;RPL27;RPS21;MRPL28;RPL38;RPL8;RPL10;MRPL12;MRPS17;RPL12;FAU;RPL36A;RPL35A
Tyrosine metabolism,0.720152660961189,2.0242731715303943,0.0,0.11117058861315118,36,22,MAOB;MAOA;AOC3;AOX1;ADH1C;ADH1A;ADH1B;ALDH1A3;ADH4;MIF;ADH5;ALDH3B1;ALDH3A1;FAH;FAHD1;IL4I1;COMT;HGD;GOT1;GSTZ1;GOT2;DDC,MAOB;MAOA;AOC3;AOX1;ADH1C;ADH1A;ADH1B;ALDH1A3;ADH4;MIF;ADH5
Non-homologous end-joining,0.7758381724621519,1.9525464751343822,0.0,0.11279483422600567,13,10,PRKDC;XRCC5;XRCC6;RAD50;FEN1;MRE11;LIG4;NHEJ1;POLM;XRCC4,PRKDC;XRCC5;XRCC6;RAD50;FEN1;MRE11
Retinol metabolism,0.7125362257375434,1.9205021334476342,0.0,0.11409197481960474,67,21,ALDH1A1;AOX1;ALDH1A2;ADH1C;ADH1A;ADH1B;ADH4;ADH5;RETSAT;DGAT1;DHRS4L2;CYP2S1;CYP4A11;HSD17B6;DHRS3;DHRS9;RDH11;PNPLA4;SDR16C5;RDH10;DHRS4,ALDH1A1;AOX1;ALDH1A2;ADH1C;ADH1A;ADH1B;ADH4;ADH5
Histidine metabolism,0.6518719409944078,1.8128473560954268,0.0034129692832764505,0.12633021433312636,23,16,MAOB;MAOA;ASPA;ALDH1A3;HNMT;CNDP1;ALDH1B1;ALDH2;ALDH9A1;ALDH3B1;CNDP2;ALDH3A1;CARNMT1;ALDH3A2;ALDH7A1;AOC1,MAOB;MAOA;ASPA;ALDH1A3;HNMT;CNDP1;ALDH1B1;ALDH2;ALDH9A1
Maturity onset diabetes of the young,0.8634378721714997,2.337220034057409,0.2549019607843137,0.13580498040811084,26,1,PKLR,PKLR
Protein digestion and absorption,0.628023448740106,1.8136637325783684,0.006472491909385114,0.13637920865507958,90,47,COL15A1;COL4A1;COL4A2;CPA3;PRSS3;PRSS1;COL4A5;COL21A1;COL6A2;ELN;COL6A1;COL6A3;COL6A6;COL18A1;COL14A1;COL6A5;CPB2;COL4A6;COL4A3;DPP4;COL1A1;COL3A1;SLC8A1;COL5A3;COL1A2;COL5A1;COL7A1;COL5A2;MME;COL11A1;COL2A1;SLC3A2;COL17A1;ATP1A1;COL22A1;SLC7A7;SLC1A5;SLC7A8;SLC38A2;COL12A1;PRCP;ATP1B1;ATP1A3;COL9A2;ATP1B3;COL10A1;ATP1A2,COL15A1;COL4A1;COL4A2;CPA3;PRSS3;PRSS1;COL4A5;COL21A1;COL6A2;ELN;COL6A1;COL6A3;COL6A6;COL18A1;COL14A1;COL6A5;CPB2;COL4A6;COL4A3;DPP4;COL1A1;COL3A1;SLC8A1;COL5A3;COL1A2;COL5A1;COL7A1;COL5A2;MME;COL11A1;COL2A1;SLC3A2
Spliceosome,0.6485612788889847,2.079063762777365,0.0,0.14317424291087655,134,129,SNRPD2;RBMX;DDX5;SRSF3;PRPF40A;HNRNPC;HNRNPU;SNRPB2;SF3B2;SRSF1;RBMXL1;HNRNPK;SNRPA;HNRNPA1L2;ACIN1;HNRNPA1;DDX39B;PRPF19;U2AF2;SF3B6;SF3B1;SRSF5;THOC2;DHX15;SNRPA1;RBM17;SRSF7;TRA2B;EFTUD2;SRSF6;PUF60;PRPF8;MAGOH;SF3A3;SRSF9;CHERP;U2AF1;SNRNP200;U2AF1L5;SNRPG;HNRNPM;U2SURP;SNRNP70;PCBP1;SRSF2;DDX46;THOC3;SRSF8;LSM4;LSM2;USP39;BUD31;HNRNPA3;SRSF4;SF3A2;PRPF6;SF3B3;CDC5L;RBM8A;THOC1;RBM25;EIF4A3;HSPA8;LSM7;PHF5A;U2AF1L4;SNW1;TRA2A;SNRNP27;DDX42;PRPF3;TCERG1;RBMXL3;CTNNBL1;ALYREF;SNRPB;SNRPC;PRPF4;PLRG1;SART1;PRPF40B;DDX23;PRPF18;WBP11;SF3A1;SYF2;NCBP2;XAB2;SMNDC1;NCBP1;LSM6;SNRPF;LSM5;SNRPE;PRPF31;SF3B5;HSPA2;SLU7;SNRPD3;SNRNP40;CWC15;CRNKL1;RBM22;PPIL1;ZMAT2;LSM3;PPIE;PRPF38A;CCDC12;PPIH;LSM8;PRPF38B;HSPA6;SNU13;PQBP1;SF3B4;SRSF10;RP9;DHX38;HSPA1L;DHX8;HSPA1A;BCAS2;SNRPD1;CDC40;TXNL4A;AQR;ISY1-RAB43;DHX16,SNRPD2;RBMX;DDX5;SRSF3;PRPF40A;HNRNPC;HNRNPU;SNRPB2;SF3B2;SRSF1;RBMXL1;HNRNPK;SNRPA;HNRNPA1L2;ACIN1;HNRNPA1;DDX39B;PRPF19;U2AF2;SF3B6;SF3B1;SRSF5;THOC2;DHX15;SNRPA1;RBM17;SRSF7;TRA2B;EFTUD2;SRSF6;PUF60;PRPF8;MAGOH;SF3A3;SRSF9;CHERP;U2AF1;SNRNP200;U2AF1L5;SNRPG;HNRNPM;U2SURP;SNRNP70;PCBP1;SRSF2;DDX46;THOC3;SRSF8;LSM4;LSM2;USP39;BUD31;HNRNPA3;SRSF4;SF3A2;PRPF6;SF3B3;CDC5L;RBM8A;THOC1;RBM25;EIF4A3;HSPA8;LSM7;PHF5A;U2AF1L4;SNW1;TRA2A;SNRNP27;DDX42;PRPF3;TCERG1;RBMXL3;CTNNBL1;ALYREF;SNRPB;SNRPC;PRPF4;PLRG1;SART1
Focal adhesion,0.5513306027500865,1.766136040972068,0.0,0.15183919991962302,199,162,LAMB2;ITGA7;LAMC1;CAV1;VWF;CAV3;PPP1R12C;COL4A1;TNXB;COL4A2;LAMA5;LAMA2;PPP1R12B;LAMA4;PDGFRB;TLN2;ILK;COL4A5;COL6A2;ITGA1;PDGFRA;MYLK;COL6A1;COL6A3;COL6A6;ITGA6;EGFR;ITGA5;VCL;VTN;ITGB3;COL6A5;ROCK2;ITGB1;TLN1;PPP1CA;RAP1A;COL4A6;ITGA2B;COL4A3;FLNC;ROCK1;MYLK2;CAV2;PIP5K1C;FLNA;PARVA;PPP1CC;DOCK1;PPP1R12A;RAP1B;PIK3R1;MAPK3;MYL10;FLNB;RAC3;COL1A1;MAPK9;SRC;ITGA9;LAMB1;MYL9;MAPK8;PAK2;ZYX;COL1A2;SHC1;ACTB;ACTG1;ITGA11;CAPN2;BCL2;ITGB4;FYN;PRKCB;DIAPH1;MYL12B;MYL12A;VEGFA;PARVG;MAPK1;COL2A1;AKT3;ITGB6;BAD;ITGB8;PAK1;RAC1;PPP1CB;PIK3CD;ITGA2;ARHGAP35;AKT2;PXN;LAMA3;MYL5;HGF;RAC2;THBS3;RAF1;PIK3CB;RAPGEF1;MYL2;ACTN1;PDPK1;GRB2;MAP2K1;LAMC3;PARVB;PRKCA;FLT1;ELK1;AKT1;MYLPF;GSK3B;PIK3R2;CTNNB1;ITGB7;SOS1;ARHGAP5;VAV3;XIAP;PTEN;CDC42;THBS4;BRAF;CCND2;ITGB5;CRK;THBS2;TNC;ACTN4;THBS1;PIK3CA;ITGA4;JUN;LAMA1;BIRC2;MET;VAV2;LAMB3;RHOA;COMP;COL9A2;LAMC2;HRAS;PDGFC;PAK4;FN1;CRKL;VASP;ITGA3;IGF1;SPP1;TNN;BCAR1;SOS2;VAV1;IGF1R;ITGAV;ERBB2;PTK2,LAMB2;ITGA7;LAMC1;CAV1;VWF;CAV3;PPP1R12C;COL4A1;TNXB;COL4A2;LAMA5;LAMA2;PPP1R12B;LAMA4;PDGFRB;TLN2;ILK;COL4A5;COL6A2;ITGA1;PDGFRA;MYLK;COL6A1;COL6A3;COL6A6;ITGA6;EGFR;ITGA5;VCL;VTN;ITGB3;COL6A5;ROCK2;ITGB1;TLN1;PPP1CA;RAP1A;COL4A6;ITGA2B;COL4A3;FLNC;ROCK1;MYLK2;CAV2;PIP5K1C;FLNA;PARVA;PPP1CC;DOCK1;PPP1R12A;RAP1B;PIK3R1;MAPK3;MYL10;FLNB;RAC3;COL1A1;MAPK9;SRC;ITGA9;LAMB1;MYL9;MAPK8;PAK2;ZYX;COL1A2;SHC1;ACTB;ACTG1;ITGA11;CAPN2;BCL2
Neuroactive ligand-receptor interaction,0.6304621724090881,1.7153302856699975,0.0064516129032258064,0.15568341119288218,338,26,PRSS3;PRSS1;CTSG;AGT;F2;C3;KNG1;C5;PLG;LPAR1;NPY;EDNRA;TSPO;P2RX7;C3AR1;S1PR2;NR3C1;SST;CALCRL;ADRA2A;P2RX4;C5AR1;FPR3;GZMA;PARD3;LPAR2,PRSS3;PRSS1;CTSG;AGT;F2;C3;KNG1;C5;PLG;LPAR1
RNA transport,0.5525196495002934,1.746473098616648,0.0,0.15610805056879185,165,143,PABPC1;PABPC4;EEF1A1;ACIN1;DDX39B;EIF4G1;EEF1A2;THOC2;XPO1;RANGAP1;PABPC1L;RAN;MAGOH;XPO5;AAAS;SUMO2;EIF3E;SUMO3;EIF2S3;RPP40;SAP18;NUP210;THOC3;PNN;EIF3G;NUP205;RBM8A;THOC1;TRNT1;EIF5B;EIF4A3;RAE1;NUP153;TPR;UPF2;EIF4A1;EIF2S2;UPF1;SRRM1;SMN1;EIF2S1;PRMT5;STRAP;EIF4E2;NUP98;EIF3A;EIF3C;RPP14;XPOT;EIF4A2;NUP160;NUP54;NDC1;DDX20;NUP133;ALYREF;EIF2B5;EIF3I;EIF1AX;RNPS1;EIF5;NUP50;RPP30;NUP37;NUP88;EIF4B;SUMO1;EIF2B2;FXR1;POM121C;RANBP2;NUP62;NUP107;KPNB1;POP7;FMR1;EIF3J;EIF3B;EIF4G3;SEC13;NCBP2;NUP58;EIF3D;PAIP1;NCBP1;UBE2I;THOC5;NUP43;EIF2B4;EIF4G2;NUP214;RPP38;POM121;EIF4EBP3;NUP35;EIF1B;NXF1;EIF1;ELAC2;FXR2;UPF3B;GEMIN2;PABPC4L;EIF3H;EIF2B1;THOC6;POP4;NUP93;NUPL2;EIF4E;EIF2B3;NMD3;NUP85;NXT1;CYFIP2;SENP2;EIF4EBP1;PYM1;NUP188;GEMIN6;EIF3F;TGS1;GEMIN4;SEH1L;GEMIN8;GEMIN5;RPP25L;TACC3;THOC7;GEMIN7;SNUPN;NXF2B;EIF4EBP2;CYFIP1;RPP25;UPF3A;CLNS1A;CASC3;NXT2;PHAX;POP1;NUP155;ELAC1,PABPC1;PABPC4;EEF1A1;ACIN1;DDX39B;EIF4G1;EEF1A2;THOC2;XPO1;RANGAP1;PABPC1L;RAN;MAGOH;XPO5;AAAS;SUMO2;EIF3E;SUMO3;EIF2S3;RPP40;SAP18;NUP210;THOC3;PNN;EIF3G;NUP205;RBM8A;THOC1;TRNT1;EIF5B;EIF4A3;RAE1;NUP153;TPR;UPF2;EIF4A1;EIF2S2;UPF1;SRRM1;SMN1;EIF2S1;PRMT5;STRAP;EIF4E2;NUP98;EIF3A;EIF3C;RPP14;XPOT;EIF4A2;NUP160;NUP54;NDC1;DDX20;NUP133;ALYREF;EIF2B5;EIF3I;EIF1AX;RNPS1;EIF5;NUP50;RPP30;NUP37;NUP88;EIF4B;SUMO1;EIF2B2;FXR1;POM121C;RANBP2;NUP62;NUP107;KPNB1;POP7;FMR1;EIF3J
Prion diseases,0.5721565177505894,1.585176135808501,0.03896103896103896,0.1577373092853897,35,29,LAMC1;C7;HSPA5;C8A;C5;C8G;C8B;C6;C9;STIP1;MAPK3;NCAM1;PRNP;C1QB;FYN;C1QC;C1QA;PRKACB;MAPK1;PRKACA;BAX;MAP2K1;MAP2K2;CCL5;ELK1;NOTCH1;HSPA1A;PRKACG;SOD1,LAMC1;C7;HSPA5;C8A;C5;C8G;C8B;C6;C9;STIP1;MAPK3;NCAM1;PRNP;C1QB;FYN;C1QC;C1QA;PRKACB;MAPK1
Amoebiasis,0.5344003671529794,1.5893700649908586,0.0064516129032258064,0.15791276791640793,96,70,LAMB2;LAMC1;COL4A1;COL4A2;LAMA5;LAMA2;LAMA4;COL4A5;CTSG;ARG1;VCL;C8A;GNAQ;GNA11;CASP3;C8G;COL4A6;PLCB3;COL4A3;C8B;C9;GNAS;PIK3R1;COL1A1;COL3A1;LAMB1;GNAL;COL1A2;PLCB4;HSPB1;PRKCB;RAB7A;ITGAM;SERPINB3;CD14;PRKACB;SERPINB4;NFKB1;SERPINB6;PLCB1;PIK3CD;LAMA3;RELA;PRKACA;RAB5B;PIK3CB;TGFB2;ACTN1;LAMC3;PRKCA;PIK3R2;TGFB1;PLCB2;SERPINB10;IL1R1;ACTN4;PIK3CA;SERPINB9;ITGB2;TLR2;LAMA1;SERPINB1;LAMB3;TGFB3;LAMC2;PRKACG;FN1;RAB5C;RAB5A;PTK2,LAMB2;LAMC1;COL4A1;COL4A2;LAMA5;LAMA2;LAMA4;COL4A5;CTSG;ARG1;VCL;C8A;GNAQ;GNA11;CASP3;C8G;COL4A6;PLCB3;COL4A3;C8B;C9;GNAS;PIK3R1;COL1A1;COL3A1;LAMB1;GNAL;COL1A2;PLCB4;HSPB1;PRKCB;RAB7A;ITGAM;SERPINB3;CD14;PRKACB;SERPINB4;NFKB1;SERPINB6;PLCB1
Metabolism of xenobiotics by cytochrome P450,0.5681077614297819,1.5942254240982874,0.025889967637540454,0.15837721723380913,74,35,CBR3;ADH1C;ADH1A;ADH1B;ALDH1A3;ADH4;AKR1C1;GSTM3;GSTM2;ADH5;GSTM5;EPHX1;HPGDS;GSTM4;GSTT1;GSTM1;GSTA4;CBR1;AKR7A2;GSTK1;ALDH3B1;ALDH3A1;CYP1B1;GSTP1;AKR7A3;GSTO1;HSD11B1;MGST3;MGST1;GSTA1;CYP2S1;GSTA3;MGST2;GSTT2;GSTT2B,CBR3;ADH1C;ADH1A;ADH1B;ALDH1A3;ADH4;AKR1C1;GSTM3;GSTM2;ADH5;GSTM5;EPHX1;HPGDS;GSTM4;GSTT1;GSTM1;GSTA4;CBR1;AKR7A2;GSTK1
Pertussis,0.5482387376161859,1.6030012151782294,0.003236245954692557,0.15880102723593773,76,49,GNAI1;CFL1;C3;ITGA5;C5;CASP3;ITGB1;C4A;C4B;GNAI3;GNAI2;C2;C1S;MAPK11;SERPING1;C4BPA;MAPK3;C1R;C4BPB;MAPK9;MAPK8;C1QB;MAPK14;MAPK12;ITGAM;C1QC;C1QA;CD14;MAPK1;NFKB1;RELA;MAPK13;CALML5;IRF1;CASP7;CFL2;IRAK4;CALML3;CALM2;IRF3;MYD88;IRAK1;IRF8;ITGB2;JUN;CASP1;RHOA;PYCARD;TRAF6,GNAI1;CFL1;C3;ITGA5;C5;CASP3;ITGB1;C4A;C4B;GNAI3;GNAI2;C2;C1S;MAPK11;SERPING1;C4BPA;MAPK3;C1R;C4BPB;MAPK9;MAPK8;C1QB;MAPK14;MAPK12;ITGAM;C1QC;C1QA;CD14;MAPK1;NFKB1
Platelet activation,0.5449455886713752,1.6853656305134381,0.0,0.1609131105068197,124,96,VWF;TLN2;GNAI1;F2;MYLK;GNAQ;PRKG1;ITPR1;ITGB3;STIM1;ROCK2;ITGB1;TLN1;PPP1CA;GNAI3;RAP1A;ITGA2B;GP1BB;PRKCZ;PLCB3;GNAI2;NOS3;ROCK1;GNA13;MYLK2;MAPK11;GP9;GUCY1A2;PPP1CC;PPP1R12A;PRKCI;ADCY6;GNAS;RAP1B;PIK3R1;MAPK3;GP1BA;FGA;COL1A1;FGB;SRC;FGG;COL3A1;RASGRP2;ARHGEF12;COL1A2;PLCB4;ACTB;ACTG1;MAPK14;ADCY5;MAPK12;FYN;MYL12B;MYL12A;PRKACB;MAPK1;BTK;FCER1G;AKT3;PLCB1;PPP1CB;PIK3CD;ADCY3;ITGA2;ARHGAP35;AKT2;PRKACA;MAPK13;PIK3CB;GP5;JMJD7-PLA2G4B;PLA2G4A;SYK;PLCG2;PTGS1;AKT1;PIK3R2;FERMT3;APBB1IP;ARHGEF1;PIK3CG;PLCB2;VAMP8;FCGR2A;LYN;TBXAS1;ADCY7;ITPR3;SNAP23;PIK3CA;ITPR2;RHOA;PRKACG;VASP;LCP2,VWF;TLN2;GNAI1;F2;MYLK;GNAQ;PRKG1;ITPR1;ITGB3;STIM1;ROCK2;ITGB1;TLN1;PPP1CA;GNAI3;RAP1A;ITGA2B;GP1BB;PRKCZ;PLCB3;GNAI2;NOS3;ROCK1;GNA13;MYLK2;MAPK11;GP9;GUCY1A2;PPP1CC;PPP1R12A;PRKCI;ADCY6;GNAS;RAP1B;PIK3R1;MAPK3;GP1BA;FGA;COL1A1;FGB;SRC;FGG;COL3A1;RASGRP2;ARHGEF12;COL1A2;PLCB4;ACTB;ACTG1;MAPK14;ADCY5
Renin-angiotensin system,0.6626770627532672,1.7302137156891437,0.0033444816053511705,0.16107102327473607,23,16,CPA3;CMA1;CTSG;AGT;NLN;ACE;MME;ENPEP;CTSA;ANPEP;LNPEP;PRCP;ATP6AP2;REN;THOP1;PREP,CPA3;CMA1;CTSG;AGT;NLN;ACE
Arrhythmogenic right ventricular cardiomyopathy (ARVC),0.5790243615968348,1.718662269036913,0.0,0.16186058711431814,72,54,ITGA7;DMD;LAMA2;DES;ITGA1;CACNA2D1;ITGA6;ITGA5;SGCD;ITGB3;ITGB1;SGCB;ITGA2B;DSG2;DAG1;LMNA;CTNNA1;ITGA9;SLC8A1;CACNA2D2;CTNNA2;EMD;ACTB;ACTG1;GJA1;ITGA11;ITGB4;SGCG;ITGB6;ITGB8;ITGA2;CACNB3;PKP2;ACTN2;ACTN3;CACNA1S;SGCA;CTNNB1;ITGB7;CACNA1F;LEF1;CDH2;TCF7;ITGB5;CACNB1;ITGA4;ATP2A2;RYR2;JUP;DSP;ITGA3;DSC2;ITGAV;TCF7L2,ITGA7;DMD;LAMA2;DES;ITGA1;CACNA2D1;ITGA6;ITGA5;SGCD;ITGB3;ITGB1;SGCB;ITGA2B;DSG2;DAG1;LMNA;CTNNA1;ITGA9;SLC8A1;CACNA2D2;CTNNA2;EMD;ACTB;ACTG1;GJA1;ITGA11
Circadian entrainment,0.5560952171244834,1.6356758493655725,0.006493506493506494,0.1622857368740931,97,50,GNG11;GNG12;GNAI1;GNB3;GNAQ;PRKG1;ITPR1;GNG7;GNAI3;PLCB3;GNAI2;GUCY1A2;GNAO1;ADCY6;GNAS;GNG2;GNB1;CAMK2G;MAPK3;GNB2;CAMK2D;CAMK2B;CAMK2A;PLCB4;ADCY5;GNB4;GNG5;PRKCB;RPS6KA5;PRKACB;MAPK1;PLCB1;ADCY3;PRKACA;GNG4;CALML5;PRKCA;RYR3;CALML3;RYR1;NOS1AP;PLCB2;CALM2;ADCY7;ITPR3;GNB5;RYR2;CREB1;PRKACG;GNG10,GNG11;GNG12;GNAI1;GNB3;GNAQ;PRKG1;ITPR1;GNG7;GNAI3;PLCB3;GNAI2;GUCY1A2;GNAO1;ADCY6;GNAS;GNG2;GNB1;CAMK2G;MAPK3;GNB2;CAMK2D;CAMK2B;CAMK2A;PLCB4;ADCY5;GNB4;GNG5;PRKCB;RPS6KA5;PRKACB;MAPK1
Fat digestion and absorption,0.6031119043129871,1.5942827841750298,0.00980392156862745,0.16308082213912675,41,19,PLPP3;PLPP1;PLA2G2A;APOA1;APOA4;APOB;MTTP;CD36;FABP1;AGPAT2;DGAT1;AGPAT1;ACAT2;SCARB1;PLA2G12A;ABCA1;GOT2;PLPP2;SLC27A4,PLPP3;PLPP1;PLA2G2A;APOA1;APOA4;APOB
African trypanosomiasis,0.5944918610450581,1.6040293919737303,0.012987012987012988,0.16321048658199067,37,21,LAMA4;APOL1;KNG1;GNAQ;APOA1;HBA1;PLCB3;HBB;PLCB4;HPR;PRKCB;PLCB1;PRKCA;IL18;PLCB2;MYD88;ICAM1;IDO1;VCAM1;THOP1;FAS,LAMA4;APOL1;KNG1;GNAQ;APOA1;HBA1;PLCB3;HBB;PLCB4;HPR;PRKCB
Vitamin digestion and absorption,0.6763070119279718,1.6913328645043648,0.010273972602739725,0.16373060673438086,24,11,BTD;APOA1;APOA4;APOB;SLC5A6;MMACHC;ABCC1;SLC19A3;SCARB1;PLB1;FOLH1,BTD;APOA1;APOA4;APOB
Drug metabolism,0.5712250753587167,1.6979679121909887,0.0032258064516129032,0.1654574890501919,108,64,MAOB;MAOA;AOX1;NME1-NME2;CES1;NME1;ADH1C;ADH1A;CES2;ADH1B;ALDH1A3;FMO3;ADH4;FMO1;GMPS;CDA;GSTM3;UMPS;GSTM2;ADH5;GSTM5;DPYD;TPMT;HPGDS;GSTM4;MPO;UCK2;ITPA;GSTT1;GSTM1;TK2;GSTA4;IMPDH2;GSTK1;ALDH3B1;DUT;ALDH3A1;RRM1;RRM2;UCKL1;UCK1;HPRT1;TK1;GSTP1;RRM2B;GSTO1;MGST3;IMPDH1;NME6;UPP1;MGST1;DPYS;GSTA1;TYMP;XDH;NME7;GUSB;GSTA3;MGST2;GSTT2;GSTT2B;NME3;CMPK1;NAT1,MAOB;MAOA;AOX1;NME1-NME2;CES1;NME1;ADH1C;ADH1A;CES2;ADH1B;ALDH1A3;FMO3;ADH4;FMO1;GMPS;CDA;GSTM3;UMPS;GSTM2;ADH5;GSTM5;DPYD;TPMT;HPGDS;GSTM4;MPO;UCK2;ITPA;GSTT1;GSTM1;TK2;GSTA4
Arginine and proline metabolism,0.5738995079428966,1.612839070732608,0.006472491909385114,0.165536142919269,49,34,MAOB;MAOA;CKB;ARG1;ALDH18A1;NOS3;CNDP1;CKMT2;ALDH1B1;CKM;ALDH2;P4HA1;ALDH9A1;PYCR1;PYCR2;L3HYPDH;SMS;CKMT1B;GAMT;PYCR3;P4HA2;LAP3;CNDP2;ALDH4A1;ALDH3A2;ALDH7A1;SAT2;AGMAT;OAT;GATM;GOT1;AOC1;GOT2;SRM,MAOB;MAOA;CKB;ARG1;ALDH18A1;NOS3;CNDP1;CKMT2;ALDH1B1;CKM;ALDH2;P4HA1;ALDH9A1;PYCR1;PYCR2;L3HYPDH;SMS;CKMT1B;GAMT;PYCR3;P4HA2
