Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Gastrin-CREB signalling pathway via PKC and MAPK,-0.000587703639542893,-2.24417645306173,0.0984060984060984,0.8235392020747953,18,14,MITD1;PMF1-BGLAP;MMACHC;CRYAB;GTF2I;IDS;LY6H;MIER1;NUP35;PRR12;SDC1;TAX1BP1;UBE2E3;WDR60,GTF2I;IDS;LY6H;MIER1;NUP35;PRR12;SDC1;TAX1BP1;UBE2E3;WDR60
EPHA-mediated growth cone collapse,-0.0004333359429353525,-1.8694756571366427,0.34901960784313724,0.8235963565699594,15,15,GPR180;CALM2;INSRR;POFUT2;CMTM4;COG7;FREM2;HK2;METTL2A;MYBBP1A;NEK8;PLEK;PSMG2;RNF166;SLC25A13,FREM2;HK2;METTL2A;MYBBP1A;NEK8;PLEK;PSMG2;RNF166;SLC25A13
Mitochondrial Fatty Acid Beta-Oxidation,-0.0006368483829316774,-2.4061711375581067,0.2309090909090909,0.8236606712216687,38,32,GPN3;MTRF1L;NDFIP1;SHANK2;YKT6;DEFA1B;ATP6V0C;GMPR;CHMP4C;BCKDK;THOP1;MFN2;UTRN;FAH;RCN1;ABL2;GLO1;GNG2;HDAC1;LLGL2;LUM;MAP1A;OVGP1;PDLIM4;RPL11;SLC7A1;TRAPPC4;UCK2;VWA1;YME1L1;ZNF3;ZNF37A,GLO1;GNG2;HDAC1;LLGL2;LUM;MAP1A;OVGP1;PDLIM4;RPL11;SLC7A1;TRAPPC4;UCK2;VWA1;YME1L1;ZNF3;ZNF37A
"Transport of bile salts and organic acids, metal ions and amine compounds",-0.0006507318014346774,-3.8662773391815723,0.26251896813353565,0.8238170928531026,86,29,ATP1B1;EXOC6;DBI;HERC2;MRPL11;GDPD1;DHRS7;TANK;C2orf76;IQSEC2;TRIP4;ASAP3;NR3C2;PANK1;PVR;ATE1;ZNF791;AHNAK;ALG11;ARMC6;COL6A6;COX20;FAM118B;FGFR1;IDH1;MLH1;NRP2;PXN;SYNPO,DBI;HERC2;MRPL11;GDPD1;DHRS7;TANK;C2orf76;IQSEC2;TRIP4;ASAP3;NR3C2;PANK1;PVR;ATE1;ZNF791;AHNAK;ALG11;ARMC6;COL6A6;COX20;FAM118B;FGFR1;IDH1;MLH1;NRP2;PXN;SYNPO
Reversal of alkylation damage by DNA dioxygenases,-0.00019859002266462363,-2.3915925281829566,0.32795156407669024,0.823895978546424,7,7,UBE2B;OXNAD1;ASNA1;CHST12;FRZB;KLHDC8B;MAP2K4,ASNA1;CHST12;FRZB;KLHDC8B;MAP2K4
Signaling by FGFR3 in disease,-0.00028761837370436076,-2.0962834592566835,0.7074910820451843,0.8239031772408715,22,15,MITD1;TBC1D15;P3H2;HIRIP3;OSBPL8;ARFGAP3;MMACHC;ABI3;CASP9;IDS;LRCH2;NUP35;RYR1;UBE2E3;ZNF550,TBC1D15;P3H2;HIRIP3;OSBPL8;ARFGAP3;MMACHC;ABI3;CASP9;IDS;LRCH2;NUP35;RYR1;UBE2E3;ZNF550
Signaling by FGFR3 point mutants in cancer,-0.00028761837370436076,-2.0962834592566835,0.7074910820451843,0.8239031772408715,22,15,MITD1;TBC1D15;P3H2;HIRIP3;OSBPL8;ARFGAP3;MMACHC;ABI3;CASP9;IDS;LRCH2;NUP35;RYR1;UBE2E3;ZNF550,TBC1D15;P3H2;HIRIP3;OSBPL8;ARFGAP3;MMACHC;ABI3;CASP9;IDS;LRCH2;NUP35;RYR1;UBE2E3;ZNF550
Interleukin-15 signaling,-0.000513903280490803,-2.3616861443186106,0.012313674659753726,0.8239038661784261,14,10,LRWD1;CLEC3B;DENND1A;EVPL;MEF2C;NUP35;STAT1;SUPV3L1;SUV39H2;UBE2E3,CLEC3B;DENND1A;EVPL;MEF2C;NUP35;STAT1;SUPV3L1;SUV39H2;UBE2E3
mRNA Splicing - Major Pathway,-0.003648702246338572,-2.2274434985392446,0.0018018018018018018,0.8240809494587703,180,173,OBSL1;EPHA1;HOXB5;STAM2;KCTD3;GORASP1;ALPP;WDR45B;TMPRSS4;JAGN1;AGA;AP3D1;YAP1;CTAGE5;NRGN;DCTN4;MORC2;FAM160A1;MYOF;CHUK;AVL9;TARBP2;FOXO4;CCDC61;AP2B1;CPNE5;ANAPC1;VKORC1;TRMT1L;DNM1;TOR1AIP1;MAN1A1;ISG20L2;NSD1;TMEM159;ELMO2;CAP1;NSMCE4A;ISCA1;C12orf57;FCGR3A;TCAF1;ARHGAP39;STAU2;TTC39A;LTBP3;TEX30;UBE3C;SPIRE1;HSD17B2;BCAS4;SPARC;ATP5A1;ANO8;PRDX6;WRAP53;POU2F1;ABHD6;PGGHG;ATP2B4;PRKAB2;ZNF595;GBP4;NRM;ASL;HERC5;HIST3H3;ARHGAP42;RPL32;TRIM2;MT-CO3;SUPT20H;DDX41;TGFBRAP1;HSPA1A;SPOCK1;RIOK1;RAP1B;CYP7B1;ATPIF1;POM121;RNF146;RIC1;ABLIM1;ADGRF5;ANK3;ANPEP;DHX15;EIF4EBP3;EZR;FAM192A;FAM83D;GYG1;HBZ;HMCES;INO80;INTS1;ITGA11;KANK2;LIG1;MANF;MARK1;MEGF6;MTA1;MYLK;NCOA1;NEGR1;NSUN5;PBX1;PDLIM1;PHYKPL;PLS1;POLR1E;QSER1;RAB31;RANBP1;RANBP17;RANGAP1;REL;RER1;RGPD8;RGS14;RIN3;RNF31;RPL10A;RPLP0;RTL8B;SART3;SCARF1;SENP3;SERPINA10;SFMBT2;SH3BP2;SHTN1;SLC25A46;SLC7A2;SMCHD1;SNX13;SPN;SPRR3;SRSF4;SSRP1;STAC3;STK11;SYAP1;SYNE1;SYTL4;TANC2;TARS2;TBX3;TGM3;TIFA;TK2;TM7SF3;TM9SF4;TMEM119;TMEM70;TOR3A;TRIM65;TRIOBP;TRPM7;TXNL4A;UBAP2L;UGT8;UNK;URI1;WDHD1;WDR20;WDR47;WIPF3;WWC2;ZFC3H1;ZNF317,QSER1;RAB31;RANBP1;RANBP17;RANGAP1;REL;RER1;RGPD8;RGS14;RIN3;RNF31;RPL10A;RPLP0;RTL8B;SART3;SCARF1;SENP3;SERPINA10;SFMBT2;SH3BP2;SHTN1;SLC25A46;SLC7A2;SMCHD1;SNX13;SPN;SPRR3;SRSF4;SSRP1;STAC3;STK11;SYAP1;SYNE1;SYTL4;TANC2;TARS2;TBX3;TGM3;TIFA;TK2;TM7SF3;TM9SF4;TMEM119;TMEM70;TOR3A;TRIM65;TRIOBP;TRPM7;TXNL4A;UBAP2L;UGT8;UNK;URI1;WDHD1;WDR20;WDR47;WIPF3;WWC2;ZFC3H1;ZNF317
Mitotic Telophase/Cytokinesis,0.0003011785405004197,1.9314930042417942,0.6726128016789087,0.824150241431812,13,13,SEC22B;GGPS1;ATP2B2;MKL2;DNPEP;ZNF766;USP34;TCEA1;KANSL3;HNRNPF;FBXO30;KDM1B;RSBN1L,SEC22B;GGPS1;ATP2B2;MKL2;DNPEP;ZNF766;USP34;TCEA1;KANSL3;HNRNPF
"Defective CYP4F22 causes Ichthyosis, congenital, autosomal recessive 5 (ARCI5)",-9.753205202826882e-05,-2.483686790481264,0.13958125623130607,0.824313335412885,1,1,WDR12,WDR12
CD28 co-stimulation,-0.0007067336211262927,-2.3800721823313875,0.06962509563886764,0.8243557843128559,33,24,IL1RAP;CASP7;PDCL;CXCL10;ZC3H13;PPP2R2D;DNAJC14;ADH5;ANKRD13D;ERO1A;FAM193A;HK2;IFI30;KLHL40;LRCH2;METTL2A;MYBBP1A;NEK8;PCMTD2;PTPN3;PUSL1;UBE2E3;VWA1;ZNF550,ERO1A;FAM193A;HK2;IFI30;KLHL40;LRCH2;METTL2A;MYBBP1A;NEK8;PCMTD2;PTPN3;PUSL1;UBE2E3;VWA1;ZNF550
Rap1 signalling,-0.0004979842452235786,-1.874312315903626,0.1806981519507187,0.8243576255041298,16,15,MAPKAPK2;DLG3;SUN2;PIN4;CFL1;CAVIN2;FADS1;GOLPH3;INPPL1;KLHL14;LDLRAP1;PCDHB15;RSPH4A;SIRPA;STUB1,DLG3;SUN2;PIN4;CFL1;CAVIN2;FADS1;GOLPH3;INPPL1;KLHL14;LDLRAP1;PCDHB15;RSPH4A;SIRPA;STUB1
Wax biosynthesis,-7.896718097169135e-05,-1.8755934463322492,0.5772843723313408,0.8245037320815956,4,1,NCOA5,NCOA5
Base Excision Repair,-0.0005242684037900528,-2.486715809863966,0.40859030837004406,0.8246028802495486,72,40,CBFB;HRAS;RAD23A;PPTC7;SEMA7A;VCPIP1;UBE4B;GEMIN4;PWWP2A;IAH1;ZNF638;YY1AP1;WDR92;ARL6IP6;ACP1;RPS13;FAU;NABP2;S100A10;CALCOCO1;CCDC158;DES;FBXL18;GBP5;GNB3;HOOK1;IMPACT;KRT3;LLGL1;MAGI1;MGA;MOCS2;NEURL4;PFDN4;S100A3;SUGP2;TBC1D17;TTI2;XPA;ZNF622,FBXL18;GBP5;GNB3;HOOK1;IMPACT;KRT3;LLGL1;MAGI1;MGA;MOCS2;NEURL4;PFDN4;S100A3;SUGP2;TBC1D17;TTI2;XPA;ZNF622
Molybdenum cofactor biosynthesis,0.0001324590171170511,1.9277210203765411,0.76431718061674,0.8246123536550759,6,5,GATC;PLD3;CERS6;NID2;ZNF451,GATC;PLD3
DNA strand elongation,-0.0007707129322808996,-2.417273245016888,0.28637627432808155,0.8246886127606935,32,31,CBFB;SMG7;DIS3L2;LDB1;SEMA7A;CES3;VCPIP1;UBE4B;YY1AP1;WDR92;ACP1;RPS13;FAU;VWA5A;ATP6V1B1;FBXL18;GNB3;MAGI1;PGK1;PRPH;PTBP1;SF3B5;SNTA1;SUGP2;SVIL;TMCO1;TSSC4;WDR43;WNT4;XPA;ZNF622,PGK1;PRPH;PTBP1;SF3B5;SNTA1;SUGP2;SVIL;TMCO1;TSSC4;WDR43;WNT4;XPA;ZNF622
Glycerophospholipid catabolism,-0.0002972051160783239,-2.2229100798161365,0.12200435729847495,0.8247269721415469,7,6,ACSS2;FOLR3;MRPL16;PDE4C;PTCD3;RRP1,ACSS2;FOLR3;MRPL16;PDE4C;PTCD3;RRP1
Intraflagellar transport,0.0008247518902775473,1.9291832925251688,0.24981844589687727,0.8247534885926368,41,36,TM9SF3;CTNNBIP1;GAS2L1;CSK;PSMA2;TMEM161A;HASPIN;PIGQ;TMED2;COLEC11;HLCS;PLEKHA7;MAPKBP1;ZNF598;FBXL2;UBL7;MRPL52;SEPT8;EPC1;POLA2;MAPK7;SUPT7L;ANGEL2;FER;VDR;PLEKHM2;GTF2H4;FGR;HERPUD1;KYNU;NDST2;NUFIP2;PBRM1;RACK1;SLC9A1;WDR36,TM9SF3;CTNNBIP1;GAS2L1;CSK;PSMA2;TMEM161A;HASPIN;PIGQ;TMED2;COLEC11;HLCS
Apoptotic cleavage of cellular proteins,0.0005528334038617875,1.932196337344501,0.2631578947368421,0.8248739837092823,38,35,ADGRG2;AP1S1;LYRM2;PFKP;FRMD4B;CTSK;SAR1B;GGA3;SHARPIN;CDK5RAP1;CRIP1;OBP2A;GHDC;MRPL41;XPO4;ZNF630;PSMB8;NMT2;OGFOD1;CD55;ERP29;SERBP1;BLOC1S4;CCDC47;DENND3;EPB41L4B;EPHX4;GPKOW;IPO11;KRT85;PEBP1;SCPEP1;SLC25A13;YIPF3;ZNF8,ADGRG2;AP1S1;LYRM2;PFKP;FRMD4B;CTSK;SAR1B;GGA3;SHARPIN;CDK5RAP1;CRIP1;OBP2A;GHDC;MRPL41;XPO4;ZNF630;PSMB8;NMT2;OGFOD1
Cyclin D associated events in G1,-0.0007841117419771819,-2.3633818687212926,0.10841423948220065,0.8249579271283137,47,37,TRMT44;GPRIN3;PRRC2A;RAB29;PDCL3;KEAP1;STXBP3;USP9Y;HNRNPCL1;MRPL57;CXorf56;GIGYF2;RFK;SETMAR;CACHD1;CANT1;CDK5RAP2;COL18A1;CYLD;DCAF10;DNAJC7;DOCK8;DOHH;DOK2;DTWD1;ELMOD2;GUF1;HK2;HSPA13;MBL2;NEK8;OLFML3;PC;PUM3;RRAS;SAMD9;SEC62,CACHD1;CANT1;CDK5RAP2;COL18A1;CYLD;DCAF10;DNAJC7;DOCK8;DOHH;DOK2;DTWD1;ELMOD2;GUF1;HK2;HSPA13;MBL2;NEK8;OLFML3;PC;PUM3;RRAS;SAMD9;SEC62
G1 Phase,-0.0007841117419771819,-2.3633818687212926,0.10841423948220065,0.8249579271283137,47,37,TRMT44;GPRIN3;PRRC2A;RAB29;PDCL3;KEAP1;STXBP3;USP9Y;HNRNPCL1;MRPL57;CXorf56;GIGYF2;RFK;SETMAR;CACHD1;CANT1;CDK5RAP2;COL18A1;CYLD;DCAF10;DNAJC7;DOCK8;DOHH;DOK2;DTWD1;ELMOD2;GUF1;HK2;HSPA13;MBL2;NEK8;OLFML3;PC;PUM3;RRAS;SAMD9;SEC62,CACHD1;CANT1;CDK5RAP2;COL18A1;CYLD;DCAF10;DNAJC7;DOCK8;DOHH;DOK2;DTWD1;ELMOD2;GUF1;HK2;HSPA13;MBL2;NEK8;OLFML3;PC;PUM3;RRAS;SAMD9;SEC62
FRS-mediated FGFR3 signaling,-0.00021382301139647423,-1.870967939271689,0.9093333333333333,0.8250487374070545,20,12,MITD1;P3H2;HIRIP3;OSBPL8;ARFGAP3;MMACHC;ABI3;CASP9;IDS;NUP35;SHISA4;UBE2E3,P3H2;HIRIP3;OSBPL8;ARFGAP3;MMACHC;ABI3;CASP9;IDS;NUP35;SHISA4;UBE2E3
Defective ABCB6 causes isolated colobomatous microphthalmia 7 (MCOPCB7),-9.548351453237062e-05,-2.3767680478754563,0.003424657534246575,0.8250654424529057,1,1,TRDN,TRDN
RNF mutants show enhanced WNT signaling and proliferation,-0.00018165663403110034,-1.8695216706998263,0.4956521739130435,0.8251042068802314,8,3,UBE2Z;TDRKH;XPR1,TDRKH;XPR1
Pexophagy,-0.00040702579806760515,-2.460137616704923,0.02755620014503263,0.8252235539940745,11,8,PGD;CXCL12;CYLD;DCAF10;DNAJC7;FBLN5;HSDL2;SMC3,CXCL12;CYLD;DCAF10;DNAJC7;FBLN5;HSDL2;SMC3
FCERI mediated MAPK activation,0.0005561790667930912,1.9333574629127943,0.2959572845156369,0.8252296148631527,108,26,SARAF;CCDC90B;SEC22A;HDHD2;RABGGTB;LRRK1;GRAP;CXCL10;MITD1;ZNFX1;LRWD1;NDUFB2;MMACHC;DNAJC14;ADH5;ABCB7;EIF4G1;ERO1A;HK2;IDS;IFI30;MIER1;NUP35;RYR1;SDC1;UBE2E3,SARAF;CCDC90B;SEC22A;HDHD2;RABGGTB;LRRK1;GRAP;CXCL10
APC truncation mutants are not K63 polyubiquitinated,7.610119822504007e-05,1.9039734079448527,0.6961913197519929,0.825335195215397,1,1,CDK5RAP1,CDK5RAP1
Synthesis of PIPs at the late endosome membrane,-0.000580689595951371,-2.796305714822789,0.0,0.8254942958704616,11,9,DNAH10;DPH1;GATA6;KLHL36;NUP133;PARP1;PLCB4;RRAGD;TTC7B,DNAH10;DPH1;GATA6;KLHL36;NUP133;PARP1;PLCB4;RRAGD;TTC7B
Downregulation of ERBB4 signaling,-0.00034438892030867486,-2.257594466812542,0.16845582163501238,0.8255350237647384,9,7,FPGT-TNNI3K;CYLD;DCAF10;DNAJC7;NEK8;NF2;WRNIP1,CYLD;DCAF10;DNAJC7;NEK8;NF2;WRNIP1
Activation of the phototransduction cascade,-9.356301062996605e-05,-2.4956639331783,0.0,0.8256760519215413,11,1,TCF7,TCF7
Downstream signaling of activated FGFR4,-0.0003134496717981137,-2.224206398189013,0.5947786606129398,0.8257060502725212,27,16,MITD1;TBC1D15;P3H2;HIRIP3;OSBPL8;LRWD1;MMACHC;ABI3;CASP9;IDS;LRCH2;NUP35;RYR1;SHISA4;UBE2E3;ZNF550,TBC1D15;P3H2;HIRIP3;OSBPL8;LRWD1;MMACHC;ABI3;CASP9;IDS;LRCH2;NUP35;RYR1;SHISA4;UBE2E3;ZNF550
Metabolism of amino acids and derivatives,-0.002688865213472995,-1.8717539073813754,0.28507462686567164,0.8257207013016167,379,275,PKN3;CDC42BPG;GPR108;RNF113A;UBE2F;MPDU1;SNAP47;TRAF3IP1;FCGR2A;PYGO2;HGS;TUBB2B;S100A7;TLDC1;MASTL;AHDC1;NPRL3;TSNARE1;EEF2K;LIMD2;AKT1S1;CDK18;VPS4B;TMED5;KIAA0368;EXOSC7;VARS;TMEM65;COX6C;ATP6V0C;ILVBL;STX18;MYH8;SERPINB8;GRN;ANAPC16;ERBB2;MCM3AP;PAN2;ANKRD16;RAB5C;TTC9;RAB12;ZNF804B;SIX4;TM7SF2;SIRT5;ZNF512;GMDS;PLK1;GET4;NDUFB7;ATP5S;MED14;KIAA1211L;PLXNB2;PPP6R1;HMG20A;BCAR1;NPLOC4;CWC22;AMPD2;MFN2;KYAT3;GORAB;SCAF11;FAM26E;SPG7;MECOM;PUS7L;ATL3;WDR1;RNF14;PSMG1;H2AFX;KDM5B;HSPA1L;DOCK4;FAM69A;GRIPAP1;SIPA1L2;KLHL7;TFG;BCL7C;CTSC;GPATCH4;C2orf49;HAUS2;TANK;NDUFAF3;SC5D;PHF10;TSPO;ADRM1;TONSL;BHLHE41;RBM24;RIPK3;ZNF471;NDUFC2;CDKN2A;PI4KB;DYNC1LI2;CPTP;SLC12A2;ANXA1;POLR3B;PAPOLA;PRAG1;RBM45;MSLN;DNAL1;NUCKS1;BCAS3;ATL1;JMJD6;TFCP2L1;GINS2;KDM4A;KLF3;ZNF813;ZNF782;IL17RA;TANGO2;TXNDC12;NME1;MCAT;HCFC1;TUBGCP6;VWA8;GON7;GLIPR2;CRTC1;NDUFA3;MYO1C;ABHD4;ABRAXAS1;ADAMTSL4;ADSS;AIDA;ALB;ALDH2;ALDH3A1;AMOTL1;AP1M2;APLP2;BRI3;C2CD3;C4B;CACNA1S;CCDC28A;CD68;CHAF1B;CLCA4;COL1A1;COLGALT1;CPN1;DCAF10;DHRS3;DNAH7;DNAJC7;DPP3;DSC1;DYRK1B;ECI2;ECSIT;ELMSAN1;ERG;EVI5L;FAM107A;FGD5;GALE;GBP1;GPCPD1;HDLBP;HHATL;INO80B;INTS6L;KHSRP;KRT6B;KRT9;KYAT1;LDLR;LEO1;LMNB2;MAP3K15;MAPK9;MARCKSL1;MBLAC1;MECP2;MEF2A;MEF2D;MGEA5;MKRN1;MMP12;MRPS5;NDUFA7;NFIA;NOL3;NR2C2;NR2F1;NRP2;ODF2;OLFML2A;PADI2;PARVG;PBX3;PCCA;PGAP1;PLAC9;PPIA;PPIB;PPIL3;PREX1;PRR5-ARHGAP8;PRSS3;PTGES2;PTGIS;PTPRO;PTPRS;PTX3;PYCR1;QDPR;QTRT2;RANBP6;RASSF5;RECK;REN;RGP1;RPL7;RPN1;RPS12;RPS21;RPS6KC1;RSU1;SAA2-SAA4;SCEL;SCN7A;SEC63;SENP7;SEPT9;SERPINA6;SERPINC1;SFXN2;SGPL1;SKAP1;SKIV2L2;SLC25A40;SLC9A6;SMARCD3;SNX12;SNX29;SPATA13;SRCIN1;STARD13;STK32C;STRBP;SYTL1;TAF6L;TERF1;TOMM22;TOMM7;TSN;TTC28;TTL;UBA2;UQCC3;VIT;VPS26B;WDCP;WDR89;WIPF1;YWHAE;ZBTB16;ZFX,KRT6B;KRT9;KYAT1;LDLR;LEO1;LMNB2;MAP3K15;MAPK9;MARCKSL1;MBLAC1;MECP2;MEF2A;MEF2D;MGEA5;MKRN1;MMP12;MRPS5;NDUFA7;NFIA;NOL3;NR2C2;NR2F1;NRP2;ODF2;OLFML2A;PADI2;PARVG;PBX3;PCCA;PGAP1;PLAC9;PPIA;PPIB;PPIL3;PREX1;PRR5-ARHGAP8;PRSS3;PTGES2;PTGIS;PTPRO;PTPRS;PTX3;PYCR1;QDPR;QTRT2;RANBP6;RASSF5;RECK;REN;RGP1;RPL7;RPN1;RPS12;RPS21;RPS6KC1;RSU1;SAA2-SAA4;SCEL;SCN7A;SEC63;SENP7;SEPT9;SERPINA6;SERPINC1;SFXN2;SGPL1;SKAP1;SKIV2L2;SLC25A40;SLC9A6;SMARCD3;SNX12;SNX29;SPATA13;SRCIN1;STARD13;STK32C;STRBP;SYTL1;TAF6L;TERF1;TOMM22;TOMM7;TSN;TTC28;TTL;UBA2;UQCC3;VIT;VPS26B;WDCP;WDR89;WIPF1;YWHAE;ZBTB16;ZFX
Digestion,0.0001186516000707739,1.9049837333411372,0.5591200733272227,0.825764914657714,22,3,TUBB1;COA3;CCT6B,TUBB1;COA3;CCT6B
Dopamine clearance from the synaptic cleft,9.176979934405726e-05,1.906596544622958,0.6204162537165511,0.8257889626777659,4,2,RERE;MYL12B,RERE
Enzymatic degradation of Dopamine by monoamine oxidase,9.176979934405726e-05,1.906596544622958,0.6204162537165511,0.8257889626777659,2,2,RERE;MYL12B,RERE
Enzymatic degradation of dopamine by COMT,9.176979934405726e-05,1.906596544622958,0.6204162537165511,0.8257889626777659,3,2,RERE;MYL12B,RERE
"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism",-0.0005445402738703979,-2.462641146451795,0.06821963394342762,0.8259409859452221,12,12,FGF20;GDPGP1;COL18A1;CRISP3;DOK2;ELMOD2;FADS1;GUF1;INPPL1;LDLRAP1;PARP9;PPFIA1,COL18A1;CRISP3;DOK2;ELMOD2;FADS1;GUF1;INPPL1;LDLRAP1;PARP9;PPFIA1
Fructose catabolism,0.0001930133996818806,1.9240828808367203,0.4614050303555941,0.8260504737268933,5,5,LRP10;TIMM10B;TUT1;CD200;CFHR3,LRP10;TIMM10B;TUT1;CD200;CFHR3
Small interfering RNA (siRNA) biogenesis,-0.0002551019578483852,-2.4788367669917224,0.2697947214076246,0.8261432959738112,9,8,GLTP;DIDO1;ART4;EZH1;PARP16;PDAP1;SGMS1;YTHDF2,PARP16;PDAP1;SGMS1;YTHDF2
Defective LARGE causes MDDGA6 and MDDGB6,7.662318133697567e-05,1.8996354111751925,0.7570518653321201,0.8261908818995856,2,1,CINP,CINP
Activation of C3 and C5,0.00029265274012091536,1.9337333207731888,0.6753507014028056,0.8262018399132748,6,6,COL4A3BP;FTL;CAPZB;KLC4;SUSD2;UTP20,COL4A3BP;FTL;CAPZB;KLC4
"Defective CYP7B1 causes Spastic paraplegia 5A, autosomal recessive (SPG5A) and Congenital bile acid synthesis defect 3 (CBAS3)",-9.074627157310602e-05,-2.370331496545089,0.005016722408026756,0.8262718976506612,1,1,SLMAP,SLMAP
Localization of the PINCH-ILK-PARVIN complex to focal adhesions,-0.00023907050428262323,-2.3675287835716112,0.19125214408233276,0.826292859264091,4,4,MPRIP;PRMT9;SPINK5;TEX10,PRMT9;SPINK5;TEX10
CREB3 factors activate genes,-9.41342374317069e-05,-2.4098235757382946,0.21037463976945245,0.8263174923228058,9,1,TIMM29,TIMM29
Ion homeostasis,-0.0009013539092610747,-2.2611347682249554,0.12728719172633254,0.8264251804574116,52,34,MT-ND1;TTC27;PAM;ZNF799;TRPT1;ACTR6;IFI44;SH3GLB1;RNF123;RWDD1;SLC26A6;ZNF280C;LRP6;ARHGAP23;CETP;CHCHD3;CRIM1;GIMAP7;GOLPH3L;INPPL1;MUSTN1;MYO9A;NLRC4;PFN2;PITRM1;PKN1;RAB11FIP3;RUNDC1;SERPINB3;SNU13;SRSF6;TOMM40L;TRIP12;VRK3,RNF123;RWDD1;SLC26A6;ZNF280C;LRP6;ARHGAP23;CETP;CHCHD3;CRIM1;GIMAP7;GOLPH3L;INPPL1;MUSTN1;MYO9A;NLRC4;PFN2;PITRM1;PKN1;RAB11FIP3;RUNDC1;SERPINB3;SNU13;SRSF6;TOMM40L;TRIP12;VRK3
RUNX2 regulates genes involved in cell migration,0.00015870843166997898,1.9350013014332625,0.7753456221198156,0.8265067035707322,8,7,GSTA1;ZC3H13;PPP2R2D;TSPAN9;ARFIP1;PPCS;PUSL1,GSTA1;ZC3H13;PPP2R2D
G1/S-Specific Transcription,-0.0005089970989907664,-2.3980639812245657,0.14297385620915032,0.8265173593321734,29,20,HARS2;SEMA7A;CES3;KCNAB2;TXNDC16;LRRC40;GIGYF2;CANT1;DTWD1;GPHN;HSPA13;KIAA0355;MBL2;NDEL1;PC;PROS1;RPP40;SAMD9;SMARCD2;TTC25,DTWD1;GPHN;HSPA13;KIAA0355;MBL2;NDEL1;PC;PROS1;RPP40;SAMD9;SMARCD2;TTC25
COX reactions,8.866818786333867e-05,1.89424673695613,0.4914004914004914,0.8265874803732297,1,1,BOD1L1,BOD1L1
eNOS activation,0.0003417960606784428,1.9005082460885037,0.12030553787396563,0.826747985693079,11,9,DYM;OPLAH;FAM76B;KRT35;ZC3H13;MFSD10;RASA2;EGFR;LDHAL6B,DYM;OPLAH;FAM76B;KRT35;ZC3H13;MFSD10
Peptide hormone metabolism,0.00086930871665788,1.8971425393608732,0.2660349854227405,0.8268257423693794,88,51,UGDH;PAFAH2;NOMO3;FBXO11;EHHADH;KIAA1324;UCHL5;ACTR3B;ZNF358;NUP155;DCDC2;OSBP2;B4GALT7;CD59;S100A2;DDA1;OBP2A;MED13;NME3;OCIAD1;TRAPPC6B;ZNF512B;LGALS3BP;PLXNA2;TRIP4;ATP2A2;HIKESHI;USP8;CRABP2;DAZAP1;ADCY5;AKAP1;ARMC6;CABIN1;COX20;CYGB;GALNT11;GIGYF1;GTF3C5;HLA-DPB1;HSPA8;HSPH1;INPP5B;IPO8;IQCA1;METAP1D;PCMT1;PSMC3;RIPK2;SBSPON;TACC1,UGDH;PAFAH2;NOMO3;FBXO11;EHHADH;KIAA1324;UCHL5;ACTR3B;ZNF358;NUP155;DCDC2;OSBP2;B4GALT7;CD59;S100A2;DDA1;OBP2A;MED13;NME3;OCIAD1;TRAPPC6B;ZNF512B;LGALS3BP;PLXNA2
