Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
p75NTR regulates axonogenesis,-0.7519703147278562,-1.168184932542576,0.3641364136413641,1.0,9,4,NGFR;RTN4;ARHGDIA;RHOA,ARHGDIA;RHOA
Diseases of DNA repair,-0.7082532237498202,-1.101413888424946,0.3643979057591623,1.0,10,6,MSH2;MSH6;PMS2;MSH3;MLH1;NTHL1,PMS2;MSH3;MLH1;NTHL1
Fatty acyl-CoA biosynthesis,-0.6274595437208239,-1.0269758996790141,0.365,1.0,37,24,ACSL5;ACSL1;SLC27A3;ACACA;ACSL6;SCD5;FASN;ACSF3;PPT1;ACSL4;ELOVL5;HACD3;ACSL3;HSD17B12;TECR;MORC2;HACD4;HACD2;SLC25A1;ACLY;ELOVL1;HSD17B8;SCD;CBR4,ACSL3;HSD17B12;TECR;MORC2;HACD4;HACD2;SLC25A1;ACLY;ELOVL1;HSD17B8;SCD;CBR4
Recycling pathway of L1,-0.6204997967273588,-1.025513518663192,0.365,1.0,28,27,DPYSL2;EZR;SRC;CLTC;CLTA;SHTN1;RDX;RPS6KA5;MAPK1;NUMB;SH3GL2;AP2A2;RPS6KA3;AP2B1;AP2A1;RPS6KA4;RPS6KA6;DNM2;AP2S1;DNM1;KIF4A;RPS6KA2;MSN;AP2M1;DNM3;L1CAM;RPS6KA1,AP2S1;DNM1;KIF4A;RPS6KA2;MSN;AP2M1;DNM3;L1CAM;RPS6KA1
Toll Like Receptor 3 (TLR3) Cascade,-0.5902382196975029,-1.0168826998332225,0.365,1.0,93,80,IRF7;MEF2A;MAPK11;MAPK14;MAPK3;MAPK8;MAPK9;DUSP3;SARM1;S100B;CASP8;TNIP2;NKIRAS2;S100A12;RPS6KA5;TAB1;MAPK7;IKBKG;MAP3K7;UBE2N;MAPK1;SKP1;NFKBIA;NFKB1;ATF1;SAA1;TAB2;RELA;RIPK2;MEF2C;RPS6KA3;VRK3;ELK1;HMGB1;MAP2K1;PPP2CB;FADD;ATF2;MAP2K7;MAP2K4;RPS27A;IRF3;CUL1;TAB3;UBE2D1;MAP3K8;DUSP6;MAP2K3;CHUK;UBE2D2;RIPK3;APP;IRAK1;TANK;BTRC;IKBKB;PPP2R1A;TBK1;RPS6KA2;UBB;FBXW11;MAPKAPK2;MAP2K6;JUN;TRAF3;BIRC2;CREB1;MAPKAPK3;NFKBIB;NKIRAS1;PPP2R1B;NFKB2;UBA52;RIPK1;TLR3;TRAF6;PPP2CA;PPP2R5D;RPS6KA1;IKBKE,CHUK;UBE2D2;RIPK3;APP;IRAK1;TANK;BTRC;IKBKB;PPP2R1A;TBK1;RPS6KA2;UBB;FBXW11;MAPKAPK2;MAP2K6;JUN;TRAF3;BIRC2;CREB1;MAPKAPK3;NFKBIB;NKIRAS1;PPP2R1B;NFKB2;UBA52;RIPK1;TLR3;TRAF6;PPP2CA;PPP2R5D;RPS6KA1;IKBKE
Termination of O-glycan biosynthesis,-0.7043050263914309,-1.0725018644454194,0.36503067484662577,1.0,26,7,MUC1;MUC16;ST3GAL1;MUC5B;ST3GAL4;ST6GAL1;MUC4,ST3GAL1;MUC5B;ST3GAL4;ST6GAL1;MUC4
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,-0.6467141366360369,-1.0365041283035885,0.36536536536536535,1.0,20,17,UBE2E1;ANAPC2;ANAPC7;ANAPC10;UBE2C;ANAPC5;UBE2S;UBE2D1;CDC27;CDC23;CDC16;CDC14A;CDC26;CDC20;ANAPC1;ANAPC16;ANAPC4,CDC23;CDC16;CDC14A;CDC26;CDC20;ANAPC1;ANAPC16;ANAPC4
TNFs bind their physiological receptors,-0.7263189829528078,-1.1204008198381743,0.3668076109936575,1.0,29,5,TNFSF13;TNFRSF6B;TNFRSF11B;TNFRSF1A;CD27,TNFRSF11B;TNFRSF1A;CD27
Extra-nuclear estrogen signaling,-0.5995497006625782,-1.019268280453728,0.368,1.0,74,50,HSP90AA1;NOS3;MAPK3;MMP9;EGFR;GNAI1;GNAI2;GNAI3;GNB1;GNB2;GNB3;GNG11;GNG12;GNG2;GNG7;SRC;SHC1;XPO1;PRKCZ;PRMT1;PIK3R1;CAV1;CAV2;CDKN1B;BCL2;GNG5;GNB4;MAPK1;AKT3;GNG4;ESR1;AKT2;PDPK1;NRAS;ELK1;AKT1;PIK3R2;MMP2;STRN;GNB5;FOXO3;MMP7;CREB1;PIK3CA;SRF;KRAS;HRAS;GNG10;IGF1R;PTK2,FOXO3;MMP7;CREB1;PIK3CA;SRF;KRAS;HRAS;GNG10;IGF1R;PTK2
Metabolism of carbohydrates,-0.5748999708209261,-1.01090873770111,0.368,1.0,292,215,KERA;LUM;LYVE1;MAN2C1;HSPG2;NUP133;NUP153;NUP160;NUP205;NUP210;NUP37;NUP54;NUP62;NUP88;NUP98;OGN;MDH2;DCN;CRYL1;CSPG4;GBE1;GLB1;GALT;FMOD;GALK1;SHPK;SLC25A13;SLC35B2;TPR;PRELP;PYGB;PYGL;PYGM;PGK1;PKLR;PKM;RAE1;RPIA;RHD;AAAS;ALDH1A1;CHST14;CHP1;BPGM;BGN;CD44;AGL;NUP50;PGK2;EPM2A;TPI1;GYG1;POM121C;RANBP2;NDC1;SEC13;SLC9A1;NUP58;KHK;HK3;PRKACB;PHKG1;NUP107;GNPDA2;SLC35B3;ADPGK;MANBA;PHKA2;POM121;DERA;NUP214;PRKACA;PC;SORD;CHST12;ENO1;GYG2;XYLT1;PHKA1;ACAN;NUP35;HS2ST1;HPSE2;MAN2B2;OMD;PRPS1;CHSY1;B4GALT1;ABCC5;SDC4;GAPDH;HPSE;PGM2;NUP43;SDC3;XYLB;PHKB;NUP93;DSE;PGP;FUT11;GYS1;GPC1;PGAM2;PFKFB3;HMMR;PPP2CB;CHPF;PFKM;PFKFB1;PAPSS1;B4GAT1;AKR1A1;XYLT2;SDC2;SGSH;PHKG2;UGP2;GLCE;HEXA;PAPSS2;RPS27A;B3GNT3;B4GALT5;PGLS;SDC1;CHPF2;GPI;PFKFB4;NDST2;GOT1;CHST11;TALDO1;HK2;NUP85;NAGLU;SLC25A10;IDS;FUT3;B3GALT6;GAA;G6PD;CHSY3;B4GALT3;SLC2A1;NUP188;TKT;PRPS2;GUSB;PGM2L1;ST3GAL1;HEXB;MAN2B1;SLC26A2;PFKP;ARSB;PPP2R1A;PGD;SEH1L;MDH1;AKR1B1;UBB;ENO2;PGM1;PGAM1;PFKFB2;GLYCTK;PFKL;B3GNT2;ALDOA;RBKS;VCAN;NCAN;TKFC;HS6ST1;B4GALT7;GNS;GALE;ST3GAL4;AGRN;HK1;IDUA;DCXR;PPP2R1B;PRKACG;SLC25A1;SLC25A11;RPE;UBA52;CEMIP;ALDOB;EXT1;PPP2CA;GPC6;GPC4;ENO3;B3GAT3;PPP2R5D;GOT2;FBP2;SLC25A12;G6PC3;NDST1;ALDOC;PCK1;GNPDA1;CSGALNACT2;GAPDHS;SLC37A4;PCK2;ST3GAL6;FBP1;EXT2;NUP155;B4GALT4,HK2;NUP85;NAGLU;SLC25A10;IDS;FUT3;B3GALT6;GAA;G6PD;CHSY3;B4GALT3;SLC2A1;NUP188;TKT;PRPS2;GUSB;PGM2L1;ST3GAL1;HEXB;MAN2B1;SLC26A2;PFKP;ARSB;PPP2R1A;PGD;SEH1L;MDH1;AKR1B1;UBB;ENO2;PGM1;PGAM1;PFKFB2;GLYCTK;PFKL;B3GNT2;ALDOA;RBKS;VCAN;NCAN;TKFC;HS6ST1;B4GALT7;GNS;GALE;ST3GAL4;AGRN;HK1;IDUA;DCXR;PPP2R1B;PRKACG;SLC25A1;SLC25A11;RPE;UBA52;CEMIP;ALDOB;EXT1;PPP2CA;GPC6;GPC4;ENO3;B3GAT3;PPP2R5D;GOT2;FBP2;SLC25A12;G6PC3;NDST1;ALDOC;PCK1;GNPDA1;CSGALNACT2;GAPDHS;SLC37A4;PCK2;ST3GAL6;FBP1;EXT2;NUP155;B4GALT4
SIRT1 negatively regulates rRNA expression,-0.7513128968716027,-1.1593680011694942,0.36830601092896176,1.0,40,4,TBP;H2AFX;SIRT1;RRP8,RRP8
DNA Replication Pre-Initiation,-0.5911148673623828,-1.0188961302410795,0.369,1.0,85,72,MCM4;MCM3;ORC4;PSMA4;PSMA5;PSMA7;PSMB7;PSMC2;PSMC3;PSMD1;PSMD12;PSMD8;PSME1;PSME2;PSME3;RPA1;RPA2;RPA3;PSMA8;PSMD14;MCM7;PSMB3;PSMA1;MCM2;MCM6;PSMD3;ORC5;PSMC1;PSMF1;MCM5;PSMD7;PSMD13;CDK2;PSMD6;PRIM1;POLE;POLE4;PSMD9;POLA1;PSMA6;PSMC6;PRIM2;PSMD2;PSMB2;RPS27A;PSMD5;PSMA2;ORC3;PSMB8;MCM10;PSMB10;PSMB5;PSMA3;POLE3;UBB;PSMB6;PSMD11;MCM8;POLA2;PSMB4;PSME4;PSMC5;UBA52;GMNN;E2F3;PSMC4;POLE2;PSMD10;PSMB1;PSMB9;ORC2;PSMD4,PSMA3;POLE3;UBB;PSMB6;PSMD11;MCM8;POLA2;PSMB4;PSME4;PSMC5;UBA52;GMNN;E2F3;PSMC4;POLE2;PSMD10;PSMB1;PSMB9;ORC2;PSMD4
Nonhomologous End-Joining (NHEJ),-0.6226363563992373,-1.0247219406125192,0.37,1.0,52,29,MRE11;SUMO1;XRCC5;XRCC6;PRKDC;RAD50;RIF1;NBN;BABAM1;UBE2N;UBE2V2;TDP1;H2AFX;PIAS4;LIG4;MDC1;TP53BP1;UIMC1;PAXIP1;RNF168;TDP2;POLM;BRCC3;NSD2;ATM;HERC2;NHEJ1;KAT5;XRCC4,TP53BP1;UIMC1;PAXIP1;RNF168;TDP2;POLM;BRCC3;NSD2;ATM;HERC2;NHEJ1;KAT5;XRCC4
Signaling by SCF-KIT,-0.6103751721364247,-1.0203292278907778,0.37,1.0,43,37,KIT;MMP9;FER;FES;STAT5A;STAT5B;SRC;PTPN11;PIK3R1;CMA1;STAT1;FYN;YES1;GRB10;RAC1;CHEK1;NRAS;GRB2;JAK2;GRB7;PRKCA;PTPN6;SOS1;PIK3R2;LYN;GRAP2;PTPRU;GRAP;TEC;STAT3;PIK3CA;KRAS;HRAS;SH2B2;CBL;VAV1;GAB2,GRAP2;PTPRU;GRAP;TEC;STAT3;PIK3CA;KRAS;HRAS;SH2B2;CBL;VAV1;GAB2
TAK1 activates NFkB by phosphorylation and activation of IKKs complex,-0.630002288895926,-1.0288833821594856,0.371,1.0,28,23,S100B;NKIRAS2;S100A12;TAB1;IKBKG;MAP3K7;UBE2N;NFKBIA;NFKB1;SAA1;TAB2;RELA;RIPK2;HMGB1;TAB3;CHUK;APP;IRAK1;IKBKB;NFKBIB;NKIRAS1;NFKB2;TRAF6,CHUK;APP;IRAK1;IKBKB;NFKBIB;NKIRAS1;NFKB2;TRAF6
Thromboxane signalling through TP receptor,-0.653786535811667,-1.0366266958589367,0.371,1.0,24,16,GNA11;GNA13;GNAQ;GNB1;GNB2;GNB3;GNG11;GNG12;GNG2;GNG7;GNG5;GNB4;GNG4;GNB5;AAMP;GNG10,GNB5;AAMP;GNG10
Loss of phosphorylation of MECP2 at T308,-0.7487295333707334,-1.2369247096372944,0.37132784958871917,1.0,4,3,MECP2;PRKACA;CAMK4,CAMK4
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,-0.6499449042119726,-1.0337145911558714,0.372,1.0,22,16,EMD;CYB5A;VAMP2;UBE2J2;PRNP;SEC61B;UBL4A;CAMLG;ALDH3A2;VAPA;STX5;BAG6;HMOX1;APP;GET4;SGTA,GET4;SGTA
Cleavage of the damaged purine,-0.7115684886192032,-1.0792026832770942,0.3725690890481064,1.0,37,7,POT1;H2AFX;TERF1;MPG;TINF2;TERF2;TERF2IP,TERF1;MPG;TINF2;TERF2;TERF2IP
The IPAF inflammasome,-0.7833954475676,-1.4364459320455953,0.3729946524064171,1.0,5,2,NLRC4;CASP1,CASP1
Negative regulation of FGFR2 signaling,-0.6346670929770556,-1.0288160342325678,0.373,1.0,34,20,MAPK3;FGF2;SRC;PTPN11;MAPK1;FGFR2;GRB2;PPP2CB;RPS27A;FGF17;BRAF;MKNK1;PPP2R1A;FRS2;UBB;UBA52;PPP2CA;CBL;FGF4;FGF20,PPP2R1A;FRS2;UBB;UBA52;PPP2CA;CBL;FGF4;FGF20
SLIT2:ROBO1 increases RHOA activity,-0.7504407796012748,-1.1674502950101653,0.37362637362637363,1.0,4,4,SLIT2;MYO9B;ROBO1;RHOA,ROBO1;RHOA
Synthesis of IPs in the nucleus,-0.8279078999602433,-2.1689543128571835,0.374749498997996,1.0,4,1,IP6K1,IP6K1
Phosphate bond hydrolysis by NTPDase proteins,-0.7200767723650109,-1.0817345143549817,0.3757700205338809,1.0,8,6,ENTPD1;ENTPD2;ENTPD6;ENTPD3;ENTPD4;ENTPD5,ENTPD3;ENTPD4;ENTPD5
"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",-0.6433849949104881,-1.0293453293566273,0.376,1.0,17,16,EXOSC4;TNPO1;DCP1A;YWHAB;EXOSC1;XRN1;EXOSC2;EXOSC8;DCP2;DIS3;MAPKAPK2;EXOSC5;EXOSC7;EXOSC9;EXOSC3;EXOSC6,DIS3;MAPKAPK2;EXOSC5;EXOSC7;EXOSC9;EXOSC3;EXOSC6
Keratinization,-0.5903023098454648,-1.0156475217295438,0.377,1.0,217,79,KRT36;KRT38;KRT84;KRT31;KRT10;KLK13;DSC1;DSG1;DSG2;SPRR1A;SPRR1B;PKP1;CASP14;DSG3;KRT18;KRT9;CSTA;IVL;KRT2;SPRR2A;FLG;EVPL;KRT26;KRT5;KRT78;SPINK5;KRT76;DSC3;KRT77;KRT3;KRT27;KRT79;ST14;SPRR3;KRT6B;KRT75;KRT6C;KRT6A;KRT86;KRT81;KRT85;CAPNS1;KRT14;KRT7;KRT1;PERP;KRT80;KRT16;PKP2;TGM1;KRT74;PKP3;KRT19;KRT71;CAPN1;PRSS8;KRT33A;KLK5;PI3;KRT15;KRT17;PKP4;KRT82;KLK14;KRT12;KRT23;JUP;PPL;KRT13;KRT4;DSP;KRT34;KLK8;DSC2;KRT35;KAZN;FURIN;KRT72;KRT8,PRSS8;KRT33A;KLK5;PI3;KRT15;KRT17;PKP4;KRT82;KLK14;KRT12;KRT23;JUP;PPL;KRT13;KRT4;DSP;KRT34;KLK8;DSC2;KRT35;KAZN;FURIN;KRT72;KRT8
Advanced glycosylation endproduct receptor signaling,-0.6601540655049937,-1.0390031900443706,0.37713139418254765,1.0,13,12,MAPK3;DDOST;S100B;S100A12;LGALS3;CAPZA2;PRKCSH;MAPK1;SAA1;HMGB1;APP;CAPZA1,APP;CAPZA1
PI-3K cascade:FGFR3,-0.6665985308260595,-1.0373759099548991,0.3777555110220441,1.0,18,11,GAB1;FGF2;PTPN11;PIK3R1;GRB2;FGFR3;FGF17;FRS2;PIK3CA;FGF4;FGF20,FRS2;PIK3CA;FGF4;FGF20
MPS IIID - Sanfilippo syndrome D,-0.8285033743548441,-2.2574797947715606,0.378099173553719,1.0,1,1,GNS,GNS
Packaging Of Telomere Ends,-0.702993221128345,-1.0865848225402976,0.3790238836967809,1.0,33,6,POT1;H2AFX;TERF1;TINF2;TERF2;TERF2IP,TERF1;TINF2;TERF2;TERF2IP
Pregnenolone biosynthesis,-0.6850842871518841,-1.0542828480755342,0.37969543147208124,1.0,12,8,TSPO;FDX2;STARD3NL;AKR1B1;STARD3;CYP11A1;FDXR;FDX1,STARD3NL;AKR1B1;STARD3;CYP11A1;FDXR;FDX1
Oncogenic MAPK signaling,-0.5944603184633499,-1.017145464866841,0.38,1.0,80,65,LMNA;ITGA2B;ITGB3;MAPK3;MRAS;FAM114A2;ESRP1;FXR1;FGA;FGB;FGG;SRC;SND1;VWF;VCL;TLN1;TRIM24;PPP1CC;RAP1A;RAP1B;CAMK2A;CAMK2D;CAMK2G;CAMK2B;ARRB1;PHB;ARRB2;YWHAB;ZC3HAV1;PEBP1;MARK3;AGK;PPP1CB;MAPK1;RAF1;QKI;MPRIP;NRAS;MAP2K1;PAPSS1;ARAF;JAK2;MAP2K2;AKAP9;NF1;APBB1IP;BRAF;KSR1;DUSP6;CSK;BCL2L11;CNKSR1;DUSP9;MAP3K11;KRAS;HRAS;AGTRAP;AP3B1;FN1;IQGAP1;SPRED1;SHOC2;CLCN6;BRAP;ATG7,KRAS;HRAS;AGTRAP;AP3B1;FN1;IQGAP1;SPRED1;SHOC2;CLCN6;BRAP;ATG7
Signaling by FGFR3,-0.6202005833779889,-1.0266723374125102,0.38,1.0,40,30,MAPK3;GAB1;FGF2;SRC;SHC1;PTPN11;PIK3R1;MAPK1;PLCG1;NRAS;GRB2;PPP2CB;SOS1;FGFR3;RPS27A;FGF17;GALNT3;BRAF;MKNK1;PPP2R1A;FRS2;UBB;PIK3CA;KRAS;UBA52;HRAS;PPP2CA;CBL;FGF4;FGF20,PPP2R1A;FRS2;UBB;PIK3CA;KRAS;UBA52;HRAS;PPP2CA;CBL;FGF4;FGF20
Vpr-mediated nuclear import of PICs,-0.6124532062257381,-1.0175780625191675,0.38,1.0,40,33,NUP133;NUP153;NUP160;NUP205;NUP210;NUP37;NUP54;NUP62;NUP88;NUP98;TPR;RAE1;AAAS;HMGA1;NUP50;POM121C;RANBP2;NDC1;SEC13;NUP58;NUP107;KPNA1;POM121;PSIP1;NUP214;NUP35;NUP43;NUP93;NUP85;NUP188;SEH1L;BANF1;NUP155,NUP85;NUP188;SEH1L;BANF1;NUP155
Displacement of DNA glycosylase by APEX1,-0.6986672288530812,-1.0665561552395357,0.3803680981595092,1.0,9,7,MBD4;APEX1;UNG;SMUG1;MPG;TDG;NTHL1,MPG;TDG;NTHL1
MET interacts with TNS proteins,-0.7427422340111592,-1.130582442385976,0.38064516129032255,1.0,5,4,ITGB1;TNS3;HGF;MET,MET
DNA Double Strand Break Response,-0.6107565238799242,-1.0194747668412008,0.381,1.0,60,37,MAPK8;MRE11;SUMO1;SMARCA5;RAD50;APBB1;ABL1;KPNA2;NBN;BABAM1;UBE2N;UBE2I;CHEK2;BAZ1B;EYA3;UBE2V2;EYA2;RPS27A;H2AFX;PIAS4;KDM4B;MDC1;KDM4A;TP53BP1;EYA4;TP53;BAP1;UIMC1;UBB;RNF168;BRCC3;UBA52;NSD2;ATM;HERC2;KAT5;PPP5C,MDC1;KDM4A;TP53BP1;EYA4;TP53;BAP1;UIMC1;UBB;RNF168;BRCC3;UBA52;NSD2;ATM;HERC2;KAT5;PPP5C
Defective OPLAH causes 5-oxoprolinase deficiency (OPLAHD),-0.8044859071059437,-2.256298973809792,0.38125,1.0,1,1,OPLAH,OPLAH
Polymerase switching on the C-strand of the telomere,-0.6340099182682787,-1.029105787959201,0.382,1.0,26,23,PCNA;POLD1;RFC3;POLD3;PRIM1;RFC2;POT1;CTC1;POLA1;CHTF8;PRIM2;RFC4;POLD4;RFC1;TERF1;DSCC1;POLA2;RFC5;TINF2;TERF2;TERF2IP;CHTF18;POLD2,RFC1;TERF1;DSCC1;POLA2;RFC5;TINF2;TERF2;TERF2IP;CHTF18;POLD2
RNA Polymerase I Promoter Escape,-0.6167147810987029,-1.0225938224416768,0.383,1.0,60,27,ERCC3;POLR2F;CBX3;POLR2E;POLR1D;CD3EAP;POLR1E;UBTF;TBP;POLR2H;POLR2K;H2AFX;POLR2L;TWISTNB;GTF2H4;POLR1A;RRN3;GTF2H5;GTF2H2;ERCC2;POLR1C;GTF2H3;MNAT1;POLR1B;CDK7;CCNH;GTF2H1,GTF2H5;GTF2H2;ERCC2;POLR1C;GTF2H3;MNAT1;POLR1B;CDK7;CCNH;GTF2H1
MET activates PI3K/AKT signaling,-0.7089574227447822,-1.0779507181083525,0.384297520661157,1.0,6,6,GAB1;PIK3R1;HGF;GRB2;MET;PIK3CA,MET;PIK3CA
"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation",-0.781966212041197,-1.439610909204975,0.38461538461538464,1.0,10,2,GATA6;TSC22D1,TSC22D1
"Adrenaline,noradrenaline inhibits insulin secretion",-0.6367493284321616,-1.0272788828102573,0.38538538538538536,1.0,28,19,GNAI1;GNAI2;GNB1;GNB2;GNB3;GNG11;GNG12;GNG2;GNG7;ADCY6;ADCY5;CACNA2D2;GNG5;GNB4;CACNB3;GNG4;ADRA2A;GNB5;GNG10,GNG10
Translation of Replicase and Assembly of the Replication Transcription Complex,-0.662133950606534,-1.039373584536755,0.38577154308617234,1.0,18,12,BECN1;CHMP6;CHMP4B;UVRAG;CHMP4A;PIK3C3;CHMP7;CHMP2A;CHMP2B;CHMP3;CHMP4C;PIK3R4,PIK3C3;CHMP7;CHMP2A;CHMP2B;CHMP3;CHMP4C;PIK3R4
NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake,-0.7590518933299351,-1.2435559066980817,0.38588235294117645,1.0,5,3,NR1H2;RXRB;RXRA,RXRA
Cdc20:Phospho-APC/C mediated degradation of Cyclin A,-0.5910891779138865,-1.0138986235867087,0.386,1.0,73,67,UBE2E1;PSMA4;PSMA5;PSMA7;PSMB7;PSMC2;PSMC3;PSMD1;PSMD12;PSMD8;PSME1;PSME2;PSME3;ANAPC2;PSMA8;BUB3;PSMD14;PSMB3;PSMA1;ANAPC7;PSMD3;PSMC1;PSMF1;PSMD7;PSMD13;PSMD6;ANAPC10;CDK1;MAD2L1;UBE2C;PSMD9;PSMA6;PSMC6;ANAPC5;PSMD2;PSMB2;RPS27A;PSMD5;UBE2S;PSMA2;UBE2D1;PSMB8;PSMB10;CDC27;PSMB5;CCNA2;PSMA3;CDC23;CDC16;UBB;PSMB6;PSMD11;PSMB4;CDC26;PSME4;PSMC5;UBA52;BUB1B;CDC20;ANAPC1;PSMC4;ANAPC16;PSMD10;PSMB1;PSMB9;ANAPC4;PSMD4,CDC23;CDC16;UBB;PSMB6;PSMD11;PSMB4;CDC26;PSME4;PSMC5;UBA52;BUB1B;CDC20;ANAPC1;PSMC4;ANAPC16;PSMD10;PSMB1;PSMB9;ANAPC4;PSMD4
Proton/oligopeptide cotransporters,-0.7546439977686596,-1.2164850750426448,0.3863109048723898,1.0,4,3,SLC15A4;SLC15A3;SLC15A2,SLC15A3;SLC15A2
Organic cation transport,-0.7590751504703653,-1.2548611744116864,0.3876337693222354,1.0,10,3,SLC22A3;SLC22A18;RUNX1,RUNX1
SUMOylation of transcription cofactors,-0.609101503792742,-1.01965347411153,0.388,1.0,44,34,NCOA1;NPM1;DAXX;DDX17;DDX5;CTBP1;SUMO1;SUMO2;SUMO3;TRIM28;SAFB;CBX8;PHC3;UBE2I;EP300;NCOR2;RNF2;SIN3A;CREBBP;PIAS4;PIAS1;PHC2;RING1;PHC1;CBX4;NCOA2;PIAS2;PCGF2;ING2;MBD1;CBX2;UHRF2;PIAS3;PARK7,PIAS1;PHC2;RING1;PHC1;CBX4;NCOA2;PIAS2;PCGF2;ING2;MBD1;CBX2;UHRF2;PIAS3;PARK7
NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose,-0.744115572180275,-1.1541929472759394,0.3882224645583424,1.0,5,4,NR1H2;RXRB;PLIN1;RXRA,RXRA
Beta-oxidation of pristanoyl-CoA,-0.6872749244421189,-1.0468913428004702,0.3884964682139253,1.0,9,8,CRAT;SCP2;ACOX2;ACOT8;CROT;ACOX3;HSD17B4;AMACR,HSD17B4;AMACR
Caspase-mediated cleavage of cytoskeletal proteins,-0.6635434926312924,-1.0353588938666514,0.3891675025075226,1.0,12,11,MAPT;GSN;SPTAN1;VIM;CASP3;CASP8;ADD1;CASP6;CASP7;DBNL;PLEC,DBNL;PLEC
Negative regulation of FGFR4 signaling,-0.6365547012585306,-1.0282867110942058,0.39,1.0,31,19,MAPK3;FGF2;SRC;PTPN11;MAPK1;GRB2;PPP2CB;RPS27A;FGF17;BRAF;MKNK1;PPP2R1A;FRS2;UBB;UBA52;PPP2CA;CBL;FGF4;FGF20,PPP2R1A;FRS2;UBB;UBA52;PPP2CA;CBL;FGF4;FGF20
Signaling by NTRK3 (TRKC),-0.6488387821302883,-1.03182220413222,0.392,1.0,17,15,IRS1;SRC;SHC1;PTPRS;PIK3R1;NELFB;PLCG1;NRAS;GRB2;BAX;SOS1;PTPRO;PIK3CA;KRAS;HRAS,PIK3CA;KRAS;HRAS
Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages),-0.7713689322483346,-1.4149220944686667,0.393048128342246,1.0,2,2,CP;SLC40A1,SLC40A1
RIP-mediated NFkB activation via ZBP1,-0.6427905272417104,-1.025104933415381,0.3933933933933934,1.0,17,16,DHX9;NKIRAS2;IKBKG;NFKBIA;NFKB1;RELA;MYD88;CHUK;RIPK3;IKBKB;NFKBIB;NKIRAS1;ZBP1;NFKB2;RIPK1;TLR3,CHUK;RIPK3;IKBKB;NFKBIB;NKIRAS1;ZBP1;NFKB2;RIPK1;TLR3
HCMV Late Events,-0.5989820925575058,-1.0178383539959688,0.395,1.0,171,52,HNRNPK;IRS1;NUP133;NUP153;NUP160;NUP205;NUP210;NUP37;NUP54;NUP62;NUP88;NUP98;VPS37A;TPR;RAE1;AAAS;CHMP6;CHMP4B;NUP50;POM121C;RANBP2;MVB12B;NDC1;SEC13;NUP58;NUP107;VPS36;VPS37B;POM121;NUP214;VPS37C;NUP35;VPS4A;NUP43;NUP93;CHMP4A;CHMP1A;TSG101;NUP85;UBAP1;NUP188;CHMP7;SEH1L;CHMP2A;CHMP2B;SNF8;MVB12A;VPS25;VPS28;CHMP3;CHMP4C;NUP155,TSG101;NUP85;UBAP1;NUP188;CHMP7;SEH1L;CHMP2A;CHMP2B;SNF8;MVB12A;VPS25;VPS28;CHMP3;CHMP4C;NUP155
TRAF3 deficiency - HSE,-0.778957816377091,-1.409223830270766,0.3954727030625832,1.0,3,2,TRAF3;TLR3,TRAF3;TLR3
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),-0.6555447797043238,-1.0271148916724167,0.3963963963963964,1.0,16,13,PRKCZ;FKBP1A;ARHGEF18;F11R;CGN;TGFBR1;RPS27A;TGFB1;UBB;TGFBR2;RHOA;PARD3;UBA52,UBB;TGFBR2;RHOA;PARD3;UBA52
Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum),-0.7715136476426027,-1.4448554533019862,0.3967168262653899,1.0,2,2,SLC40A1;HEPH,SLC40A1;HEPH
DDX58/IFIH1-mediated induction of interferon-alpha/beta,-0.5940560285028991,-1.014302140315307,0.397,1.0,77,59,IRF7;PCBP2;S100B;CASP8;NKIRAS2;S100A12;CYLD;IKBKG;TRIM25;NLRX1;RNF135;NFKBIA;NFKB1;EP300;TRAF2;SAA1;RELA;DDX58;ATG12;ISG15;IFIH1;HMGB1;FADD;CREBBP;SIKE1;RPS27A;PIN1;UBE2L6;TAX1BP1;IRF3;DHX58;UBE2D1;OTUD5;HERC5;CHUK;UBE2D2;ITCH;APP;TANK;IKBKB;TBK1;UBE2K;UBB;MAP3K1;TRAF3;NFKBIB;MAVS;NKIRAS1;TKFC;RNF216;TNFAIP3;UBA7;NFKB2;UBA52;RIPK1;TRAF6;ATG5;IKBKE;CASP10,HERC5;CHUK;UBE2D2;ITCH;APP;TANK;IKBKB;TBK1;UBE2K;UBB;MAP3K1;TRAF3;NFKBIB;MAVS;NKIRAS1;TKFC;RNF216;TNFAIP3;UBA7;NFKB2;UBA52;RIPK1;TRAF6;ATG5;IKBKE;CASP10
