t	N
0	150
0.3347402979947888	149
0.46598110296386536	148
0.8304928987592295	149
1.0793614803495513	150
1.1380484208646913	151
1.2301338294345334	150
1.2911187549975256	151
1.3141908840313277	150
1.3389059468044417	149
1.342545805907335	148
1.3451087668239983	149
1.4986591915235883	148
1.5792909400797814	149
1.9264665869014508	150
2.01675472819395	149
2.114594751680041	148
2.2804654710475822	147
2.57734978830696	148
2.6128069242776055	147
3.456362432559655	146
3.619948137856072	145
3.8287314800667147	144
4.7830698440523225	145
5.113643446821297	146
5.188475563297025	147
5.270412768425754	146
5.567944529492868	145
5.632124981664745	144
5.714156386400101	145
6.35505335707046	146
6.383780246801322	147
6.3984249169631635	146
6.511959397264505	147
6.573112139708516	148
6.698032855184778	149
6.764330286051809	150
6.867551284460963	149
7.276505331851714	148
7.341143083009825	147
7.494292237410143	148
7.546507813929574	149
8.117702149854479	148
8.304650994187526	149
8.368172421674968	148
8.614967526962102	149
8.764930687364137	150
9.016407496713214	151
9.402736645573063	152
9.4685420500524	151
9.474473442237356	152
9.581608703406609	151
10.611172127448015	152
11.259316726649386	151
11.472485362612211	150
11.5683273966924	149
11.80637267019184	150
12.7233082001567	149
13.214753582330099	150
13.222489937035858	149
13.410314673198947	150
13.469328545464924	149
13.578459317251163	148
13.633615817683788	147
13.683160187724734	146
13.74814490699481	145
13.790004917431318	146
13.92052154135722	145
13.95584310235628	146
14.031089524799881	145
14.230060284370193	146
14.294761334048587	145
14.295532510516718	146
14.35962395328813	147
14.383333381442661	148
14.39504946862072	147
14.43627033158867	148
14.613525241288524	149
14.659193650326472	150
15.06581459182991	149
15.444922644641103	148
15.455952757278508	147
16.022920446930133	146
16.033664279037954	147
16.377379138535503	148
16.757787418563023	149
16.89421448111725	150
17.024362737422795	149
17.04534950381209	148
17.944136555289653	149
18.40241241203502	148
18.674818424208848	149
19.166481143767765	150
19.215611776398838	151
19.224382035538266	150
19.765668184523125	151
19.816303921577546	150
19.89252277297818	149
20.202777171936273	148
20.25862478218581	147
20.45642146138878	146
20.88911575837563	147
21.09218690067774	146
21.242794852283613	147
21.55287346433996	148
21.60796319096132	149
21.746483101579674	148
21.864526055270673	149
21.950143958153884	148
22.31721493858208	149
22.36791161828306	150
22.448734059796003	149
22.571306973672762	150
22.971533077019274	151
23.060263882644385	152
23.240138231030624	151
23.304218695017788	150
23.62295626673745	151
23.747049230702864	150
24.70970622656364	149
24.771746307976354	148
24.906355259657104	149
25.0297361850741	150
25.20039156938789	149
25.410168278535888	150
25.65794787492496	151
25.746700768729184	150
25.870210561997023	149
26.106570244539572	148
26.263514500732978	147
26.37290892031484	148
26.579195215700167	147
26.639067320219617	146
27.00114577968737	147
27.021934739480624	146
27.25881460634364	147
27.31474081916203	146
27.455781913995757	145
27.50872838932846	144
27.555350180525917	145
27.62177114498978	146
27.71991631122768	147
27.78483660927696	146
28.100055280175376	147
28.400209418865533	146
28.776296846277802	145
28.81952499353338	144
29.471717690805328	145
29.47185193054349	144
29.549664330777524	145
29.571278969296465	146
30.241289501350998	145
30.361184002360897	146
30.917268080486096	145
31.527849401944135	146
31.634241087110794	145
31.80628025789781	144
31.948164735556272	145
32.17589915245656	146
32.36676295867477	145
32.59208798765701	146
32.68238159985881	145
32.728821161314514	146
33.237384130690934	147
33.26734408298436	146
34.152525987365195	147
34.85935553637651	148
34.93816599573637	147
