Term	es	nes	pval	fdr	geneset_size	matched_size	genes	ledge_genes	cancer_type
Fatty acid degradation	0.7073256816019808	2.0783846894812066	0.003289473684210526	0.06006747480337587	44	40	ADH1B;ALDH9A1;ADH4;ECHS1;ADH1C;ACADSB;ALDH2;ACAT1;ADH1A;HADH;ALDH7A1;ACADS;ADH5;ACOX3;ACADVL;ADH7;ACSL4;ALDH3A2;GCDH;CPT2;ACAA1;HADHA;ECI1;ECI2;ACADM;ACSL1;HADHB;ACAT2;ACAA2;CPT1A;ACOX1;CPT1B;EHHADH;ACSL3;ALDH1B1;ACSL5;ACSL6;ACADL;ADH6;CPT1C	ADH1B;ALDH9A1;ADH4;ECHS1;ADH1C;ACADSB;ALDH2;ACAT1;ADH1A;HADH;ALDH7A1;ACADS;ADH5;ACOX3;ACADVL;ADH7;ACSL4;ALDH3A2;GCDH;CPT2;ACAA1;HADHA;ECI1;ECI2;ACADM;ACSL1	hnscc
Vitamin digestion and absorption	0.8289527207407946	2.0794510038075336	0.0	0.06757590915379785	24	11	BTD;APOA4;APOA1;APOB;LMBRD1;SLC5A6;SLC19A1;MMACHC;TCN2;SCARB1;FOLH1	BTD;APOA4;APOA1;APOB	hnscc
Pyruvate metabolism	0.6359175662348462	1.8370070169186066	0.00980392156862745	0.06904141079809709	39	36	ALDH9A1;ALDH2;ME3;ACAT1;LDHD;GRHPR;ALDH7A1;PDHB;DLAT;FH;PDHA1;ALDH3A2;ACSS2;MDH1;DLD;PKLR;HAGH;MDH2;ACAT2;GLO1;ACYP1;ACYP2;ME1;LDHB;ACSS1;ME2;ALDH1B1;PKM;ACACB;PC;PCK2;LDHA;PCK1;LDHC;ACACA;LDHAL6B	ALDH9A1;ALDH2;ME3;ACAT1;LDHD;GRHPR;ALDH7A1;PDHB;DLAT;FH;PDHA1;ALDH3A2;ACSS2;MDH1;DLD;PKLR;HAGH;MDH2	hnscc
Tryptophan metabolism	0.7158512898710443	2.0089130629568674	0.0	0.07075856423990225	42	35	MAOB;ALDH9A1;ECHS1;ALDH2;HAAO;ACAT1;HADH;MAOA;KYAT3;ALDH7A1;AOX1;ALDH3A2;GCDH;IL4I1;DLD;KYNU;HADHA;DLST;CAT;ACAT2;DHTKD1;IDO1;EHHADH;ALDH1B1;AOC1;AADAT;ALDH8A1;KMO;CYP1B1;DDC;AFMID;CYP1A1;INMT;KYAT1;TPH1	MAOB;ALDH9A1;ECHS1;ALDH2;HAAO;ACAT1;HADH;MAOA;KYAT3;ALDH7A1;AOX1;ALDH3A2;GCDH;IL4I1;DLD;KYNU;HADHA;DLST;CAT;ACAT2;DHTKD1;IDO1	hnscc
Retrograde endocannabinoid signaling	0.6157314569172264	1.8386333320817563	0.022653721682847898	0.07178244165132343	148	89	MAPK3;MGLL;GNG11;PLCB1;ITPR3;GNB2;GNB1;NDUFS3;NDUFV2;NDUFS1;PLCB4;NDUFA10;NDUFS2;NDUFV1;FAAH;NDUFA9;NDUFS8;NDUFB5;NDUFAB1;NDUFA13;NDUFA5;NDUFA3;NDUFB10;NDUFB9;NDUFB11;GNG12;NDUFA8;NDUFS5;NDUFA4;NDUFB7;NDUFA6;NDUFS6;NDUFA2;NDUFS4;NDUFB4;NDUFB1;NDUFA7;NDUFB6;NDUFA12;NDUFB8;NDUFB3;GNAI2;MAPK9;NDUFC2;DAGLB;MAPK8;PRKACA;GNB4;NDUFS7;NDUFV3;GNAQ;GNAI1;GNG10;PRKCB;GNG2;GNAO1;MAPK13;PLCB2;PRKACB;GNG5;NDUFA11;ABHD6;ITPR2;GNAI3;MAPK1;NDUFA4L2;ITPR1;PRKCA;ADCY4;CACNA1S;MAPK12;MAPK14;NDUFA1;NDUFB2;NAPEPLD;GNG7;PTGS2;ADCY9;MAPK11;GABRB1;PLCB3;GNG4;ADCY6;ADCY3;NDUFC1;GNB5;CACNA1F;GNB3;ADCY7	MAPK3;MGLL;GNG11;PLCB1;ITPR3;GNB2;GNB1;NDUFS3;NDUFV2;NDUFS1;PLCB4;NDUFA10;NDUFS2;NDUFV1;FAAH;NDUFA9;NDUFS8;NDUFB5;NDUFAB1;NDUFA13;NDUFA5;NDUFA3;NDUFB10;NDUFB9;NDUFB11;GNG12;NDUFA8;NDUFS5;NDUFA4;NDUFB7;NDUFA6;NDUFS6;NDUFA2;NDUFS4;NDUFB4;NDUFB1;NDUFA7;NDUFB6;NDUFA12;NDUFB8;NDUFB3;GNAI2;MAPK9;NDUFC2;DAGLB;MAPK8;PRKACA;GNB4;NDUFS7;NDUFV3;GNAQ;GNAI1;GNG10;PRKCB	hnscc
Glyoxylate and dicarboxylate metabolism	0.7328780724020953	2.0973747948447423	0.0	0.0721119856718669	30	25	HYI;PCCA;PCCB;SHMT1;ACAT1;GRHPR;MCEE;ACSS2;MDH1;DLD;ACO1;ACO2;CS;GCSH;CAT;MDH2;ACAT2;SHMT2;ACSS1;PGP;GLUL;AMT;AFMID;GLDC;AGXT	HYI;PCCA;PCCB;SHMT1;ACAT1;GRHPR;MCEE;ACSS2;MDH1;DLD;ACO1;ACO2;CS;GCSH;CAT;MDH2;ACAT2;SHMT2	hnscc
Ubiquinone and other terpenoid-quinone biosynthesis	0.7028125794139818	1.795733807504223	0.088	0.07265743784380094	11	8	COQ3;COQ6;COQ7;COQ5;VKORC1L1;VKORC1;NQO1;GGCX	COQ3;COQ6;COQ7;COQ5	hnscc
Butanoate metabolism	0.651950364531784	1.8025147108686888	0.01020408163265306	0.07292615325203315	28	20	ECHS1;BDH2;ACAT1;HADH;ACADS;ALDH5A1;BDH1;HMGCS2;OXCT1;HADHA;ABAT;ACAT2;HMGCL;L2HGDH;EHHADH;AACS;HMGCS1;ACSM5;ACSM3;HMGCLL1	ECHS1;BDH2;ACAT1;HADH;ACADS;ALDH5A1;BDH1;HMGCS2;OXCT1;HADHA;ABAT;ACAT2	hnscc
Cardiac muscle contraction	0.5857715021723167	1.759533540728193	0.05537459283387622	0.07308351337256948	78	53	TPM4;COX5A;UQCRC1;UQCRC2;COX4I1;COX5B;UQCRFS1;COX6A1;ACTC1;COX6B1;COX7B;TPM1;UQCRB;COX6C;COX7C;UQCRH;CYC1;ATP1B1;TPM2;ATP1A2;MYL4;UQCRQ;UQCR10;MYH6;MYL2;COX7A1;CACNB1;COX8A;TPM3;TNNC1;MYL3;COX7A2;MYH7;CACNA2D1;ATP2A2;SLC9A1;COX7A2L;ATP1B3;ATP1A1;COX6A2;UQCR11;SLC9A6;CACNA1S;ATP1B2;FXYD2;SLC8A1;TNNT2;ATP1B4;CACNG1;CACNA2D2;CACNA1F;ATP1A3;CACNG6	TPM4;COX5A;UQCRC1;UQCRC2;COX4I1;COX5B;UQCRFS1;COX6A1;ACTC1;COX6B1;COX7B;TPM1;UQCRB;COX6C;COX7C;UQCRH;CYC1;ATP1B1;TPM2;ATP1A2;MYL4;UQCRQ;UQCR10;MYH6;MYL2;COX7A1;CACNB1;COX8A;TPM3;TNNC1;MYL3;COX7A2;MYH7;CACNA2D1	hnscc
Phenylalanine, tyrosine and tryptophan biosynthesis	0.7162259134838689	1.8413617322316604	0.20476190476190476	0.07334587939584555	5	3	GOT1;IL4I1;GOT2	GOT1;IL4I1	hnscc
Retinol metabolism	0.6694107806010249	1.8492587336537234	0.0	0.07342311268408266	67	30	ADH1B;ADH4;ALDH1A1;ADH1C;ADH1A;UGT1A7;ADH5;AOX1;ADH7;UGT1A10;RETSAT;UGT1A6;RDH10;RDH11;DHRS4;SDR16C5;CYP2C18;ALDH1A2;CYP3A5;DHRS3;UGT1A8;CYP2S1;PNPLA4;RDH12;RDH16;DGAT1;ADH6;CYP27C1;CYP1A1;DHRS9	ADH1B;ADH4;ALDH1A1;ADH1C;ADH1A;UGT1A7;ADH5;AOX1;ADH7	hnscc
Non-alcoholic fatty liver disease (NAFLD)	0.589453793378811	1.806769481957865	0.02258064516129032	0.07393847802102291	149	124	BAX;ADIPOQ;COX5A;TGFB1;UQCRC1;UQCRC2;COX4I1;COX5B;BID;NDUFS3;NDUFV2;NDUFS1;UQCRFS1;COX6A1;NDUFA10;NDUFS2;NDUFV1;NDUFA9;PKLR;NDUFS8;COX6B1;NDUFB5;NDUFAB1;NDUFA13;NDUFA5;NDUFA3;SDHB;SDHA;NDUFB10;NDUFB9;NDUFB11;COX7B;NDUFA8;CASP8;NDUFS5;NDUFA4;NDUFB7;UQCRB;NDUFA6;COX6C;NDUFS6;COX7C;NDUFA2;NDUFS4;IRS1;CASP7;NDUFB4;UQCRH;RELA;NDUFB1;CYC1;NDUFA7;NDUFB6;NDUFA12;NDUFB8;NDUFB3;PRKAB1;AKT2;MAPK9;NDUFC2;PRKAA2;MAPK8;CYCS;PIK3CB;PRKAB2;NDUFS7;PIK3CD;NDUFV3;ITCH;UQCRQ;CASP3;UQCR10;EIF2S1;COX7A1;JUN;PIK3CA;COX8A;COX7A2;PRKAG1;IRS2;TRAF2;RAC1;GSK3B;MAP3K5;GSK3A;NDUFA11;MAP3K11;CDC42;COX7A2L;PIK3R1;AKT1;PRKAA1;CXCL8;COX6A2;UQCR11;NDUFA4L2;INSR;AKT3;FAS;RXRA;IL1A;MLX;PRKAG2;ERN1;NDUFA1;NDUFB2;MLXIP;IKBKB;SDHD;LEP;LEPR;MLXIPL;EIF2AK3;NFKB1;BCL2L11;IL6R;ADIPOR1;TNFRSF1A;SDHC;NDUFC1;CEBPA;PIK3R2;IL1B;SREBF1	BAX;ADIPOQ;COX5A;TGFB1;UQCRC1;UQCRC2;COX4I1;COX5B;BID;NDUFS3;NDUFV2;NDUFS1;UQCRFS1;COX6A1;NDUFA10;NDUFS2;NDUFV1;NDUFA9;PKLR;NDUFS8;COX6B1;NDUFB5;NDUFAB1;NDUFA13;NDUFA5;NDUFA3;SDHB;SDHA;NDUFB10;NDUFB9;NDUFB11;COX7B;NDUFA8;CASP8;NDUFS5;NDUFA4;NDUFB7;UQCRB;NDUFA6;COX6C;NDUFS6;COX7C;NDUFA2;NDUFS4;IRS1;CASP7;NDUFB4;UQCRH;RELA;NDUFB1;CYC1;NDUFA7;NDUFB6;NDUFA12;NDUFB8;NDUFB3;PRKAB1;AKT2;MAPK9;NDUFC2;PRKAA2;MAPK8;CYCS;PIK3CB;PRKAB2;NDUFS7;PIK3CD;NDUFV3;ITCH;UQCRQ;CASP3;UQCR10;EIF2S1	hnscc
Huntington disease	0.5632759474060665	1.761467556962879	0.041935483870967745	0.07460735643705174	193	146	PLCB1;BAX;POLR2H;SOD1;ATP5F1B;ATP5F1A;ATP5F1C;COX5A;ATP5PO;UQCRC1;UQCRC2;ATP5PF;COX4I1;COX5B;ATP5F1E;NDUFS3;NDUFV2;NDUFS1;ATP5F1D;UQCRFS1;COX6A1;PLCB4;NDUFA10;NDUFS2;NDUFV1;NDUFA9;NDUFS8;COX6B1;NDUFB5;NDUFAB1;NDUFA13;NDUFA5;NDUFA3;ATP5PD;SDHB;SDHA;NDUFB10;DCTN2;NDUFB9;NDUFB11;COX7B;ATP5PB;NDUFA8;CASP8;NDUFS5;NDUFA4;NDUFB7;POLR2A;UQCRB;NDUFA6;COX6C;NDUFS6;COX7C;NDUFA2;NDUFS4;CLTA;DCTN1;NDUFB4;UQCRH;DCTN4;CREBBP;NDUFB1;APAF1;CYC1;NDUFA7;NDUFB6;NDUFA12;NDUFB8;POLR2B;NDUFB3;NDUFC2;AP2A2;SLC25A4;CYCS;NDUFS7;POLR2E;NDUFV3;GNAQ;UQCRQ;CASP3;UQCR10;POLR2I;AP2A1;COX7A1;CREB1;SLC25A5;COX8A;POLR2J3;HDAC1;COX7A2;HIP1;SIN3A;EP300;PLCB2;SP1;GPX1;POLR2K;VDAC1;VDAC3;POLR2G;HDAC2;NRF1;NDUFA11;AP2S1;TFAM;COX7A2L;TAF4;PPIF;TBPL1;RCOR1;POLR2C;POLR2L;VDAC2;COX6A2;ATP5MC3;UQCR11;NDUFA4L2;CLTC;TGM2;SLC25A6;POLR2D;ITPR1;TP53;CREB3L4;CLTB;CREB5;NDUFA1;SOD2;NDUFB2;AP2M1;REST;TBP;HTT;POLR2F;CASP9;DNAH9;DNAL4;SDHD;CLTCL1;DNAL1;PLCB3;SDHC;NDUFC1;DNAH17;AP2B1;IFT57	PLCB1;BAX;POLR2H;SOD1;ATP5F1B;ATP5F1A;ATP5F1C;COX5A;ATP5PO;UQCRC1;UQCRC2;ATP5PF;COX4I1;COX5B;ATP5F1E;NDUFS3;NDUFV2;NDUFS1;ATP5F1D;UQCRFS1;COX6A1;PLCB4;NDUFA10;NDUFS2;NDUFV1;NDUFA9;NDUFS8;COX6B1;NDUFB5;NDUFAB1;NDUFA13;NDUFA5;NDUFA3;ATP5PD;SDHB;SDHA;NDUFB10;DCTN2;NDUFB9;NDUFB11;COX7B;ATP5PB;NDUFA8;CASP8;NDUFS5;NDUFA4;NDUFB7;POLR2A;UQCRB;NDUFA6;COX6C;NDUFS6;COX7C;NDUFA2;NDUFS4;CLTA;DCTN1;NDUFB4;UQCRH;DCTN4;CREBBP;NDUFB1;APAF1;CYC1;NDUFA7;NDUFB6;NDUFA12;NDUFB8;POLR2B;NDUFB3;NDUFC2;AP2A2;SLC25A4;CYCS;NDUFS7;POLR2E;NDUFV3;GNAQ;UQCRQ;CASP3;UQCR10;POLR2I;AP2A1;COX7A1;CREB1;SLC25A5;COX8A;POLR2J3;HDAC1;COX7A2	hnscc
Propanoate metabolism	0.7336723437219661	2.2164443951989203	0.003424657534246575	0.074903417375294	32	30	BCKDHA;PCCA;PCCB;ECHS1;ALDH6A1;SUCLG2;BCKDHB;SUCLG1;ACAT1;ACSS3;DBT;MCEE;HIBCH;ACSS2;DLD;MLYCD;HADHA;SUCLA2;ACADM;ABAT;ACAT2;ECHDC1;LDHB;ACSS1;EHHADH;ACACB;LDHA;LDHC;ACACA;LDHAL6B	BCKDHA;PCCA;PCCB;ECHS1;ALDH6A1;SUCLG2;BCKDHB;SUCLG1;ACAT1;ACSS3;DBT;MCEE;HIBCH;ACSS2;DLD;MLYCD;HADHA;SUCLA2;ACADM;ABAT;ACAT2;ECHDC1	hnscc
Ribosome biogenesis in eukaryotes	0.608880604959274	1.8557712226368401	0.016129032258064516	0.07521357645345256	101	69	GTPBP4;RBM28;UTP4;POP1;TCOF1;XRN2;UTP18;RCL1;UTP15;WDR43;NXT2;GNL2;RAN;IMP4;CSNK2A2;HEATR1;RPP38;NXF1;BMS1;UTP14A;TBL3;MPHOSPH10;UTP6;CSNK2A1;NMD3;FBL;LSG1;XRN1;NOP58;NOP56;WDR75;NAT10;XPO1;RIOK1;EMG1;POP7;WDR36;PWP2;NOL6;CSNK2B;WDR3;DKC1;RPP30;SBDS;RRP7A;POP4;GNL3L;NXT1;IMP3;RPP40;NOB1;RIOK2;SPATA5;MDN1;RPP25;SNU13;NOP10;EIF6;GNL3;FCF1;AK6;NHP2;REXO2;EFL1;GAR1;POP5;NVL;RPP25L;DROSHA	GTPBP4;RBM28;UTP4;POP1;TCOF1;XRN2;UTP18;RCL1;UTP15;WDR43;NXT2;GNL2;RAN;IMP4;CSNK2A2;HEATR1;RPP38;NXF1;BMS1;UTP14A;TBL3;MPHOSPH10;UTP6;CSNK2A1;NMD3;FBL;LSG1;XRN1;NOP58;NOP56;WDR75;NAT10;XPO1;RIOK1;EMG1;POP7;WDR36;PWP2;NOL6;CSNK2B;WDR3;DKC1;RPP30;SBDS;RRP7A;POP4;GNL3L;NXT1;IMP3;RPP40;NOB1;RIOK2;SPATA5;MDN1;RPP25;SNU13	hnscc
Phenylalanine metabolism	0.7789395626314615	2.015247054342382	0.0	0.075554751439427	17	11	MAOB;AOC3;MAOA;GOT1;ALDH3A1;IL4I1;GOT2;MIF;ALDH3B1;DDC;ALDH1A3	MAOB;AOC3;MAOA;GOT1;ALDH3A1;IL4I1	hnscc
DNA replication	0.6027789581640531	1.8089640763673165	0.05782312925170068	0.07603072633244726	36	35	RFC2;RFC4;RFC5;FEN1;POLE3;RFC3;MCM6;MCM5;MCM7;MCM4;MCM3;MCM2;PRIM2;PCNA;RFC1;PRIM1;LIG1;POLD3;POLD1;RPA3;RNASEH2A;POLD2;POLA2;RNASEH2B;POLD4;SSBP1;POLA1;RPA2;POLE4;RNASEH2C;POLE;DNA2;POLE2;RPA1;RNASEH1	RFC2;RFC4;RFC5;FEN1;POLE3;RFC3;MCM6;MCM5;MCM7;MCM4;MCM3;MCM2;PRIM2;PCNA;RFC1;PRIM1;LIG1;POLD3;POLD1;RPA3;RNASEH2A;POLD2	hnscc
Thermogenesis	0.5601155146711182	1.7625926399572407	0.025806451612903226	0.0764299815881057	231	181	MGLL;PLIN1;LIPE;ATP5F1B;ATP5F1A;ATP5F1C;COX5A;ATP5PO;UQCRC1;UQCRC2;ACSL4;ATP5PF;COX4I1;COX5B;ATP5F1E;NDUFS3;NDUFV2;NDUFS1;ATP5F1D;UQCRFS1;COX6A1;COA5;NDUFA10;CPT2;NDUFS2;NDUFV1;NDUFA9;NDUFS8;ATP5ME;COX6B1;NDUFB5;NDUFAB1;NDUFA13;NDUFA5;NDUFA3;ATP5PD;SDHB;SDHA;NDUFB10;NDUFB9;NDUFB11;COX7B;ATP5PB;NDUFA8;NDUFS5;NDUFA4;NDUFB7;UQCRB;SMARCC1;ACSL1;NDUFA6;PRKG1;COX6C;NDUFS6;COX7C;NDUFA2;NDUFS4;NDUFB4;COA3;UQCRH;NDUFB1;ARID1A;SMARCA4;CYC1;SMARCD1;NDUFA7;NDUFB6;NDUFA12;NDUFB8;KDM1A;NDUFB3;PRKAB1;RPS6KA1;NDUFC2;SLC25A20;SMARCE1;PRKAA2;KDM3A;PRKACA;NDUFAF3;PRKAB2;ACTG1;NDUFS7;NDUFV3;NDUFAF5;NDUFAF7;COA4;NDUFAF4;UQCRQ;KRAS;UQCR10;CPT1A;NDUFAF6;NDUFAF2;ATP5MG;RHEB;CPT1B;COX7A1;ACTL6A;COX19;CREB1;COX8A;RPS6KA3;COX7A2;PRKAG1;GRB2;MAP2K3;COX11;MAPK13;COA6;PRKACB;GNAS;MAP3K5;COX15;NDUFA11;SMARCD2;ARID1B;ACSL3;COX17;NDUFAF1;SMARCC2;SMARCA2;RPTOR;COX7A2L;ACTB;RPS6;ATF2;SOS1;MTOR;PRKAA1;RPS6KB1;TSC2;COX6A2;ATP5MC3;COA7;NRAS;UQCR11;NDUFA4L2;PNPLA2;SOS2;ZNF516;CREB3L4;AKT1S1;ACSL5;ADCY4;TSC1;CREB5;MAPK12;MAPK14;KDM3B;PRKAG2;NDUFA1;NDUFB2;DPF3;COX18;COX20;SIRT6;ADCY9;ACSL6;MAPK11;FRS2;SDHD;COX16;MLST8;ATP5MF;CPT1C;SMARCB1;COX14;RPS6KB2;FGFR1;ADCY6;ADCY3;SLC25A29;SDHC;NDUFC1;SMARCD3;HRAS;NPR1;ADCY7;DPF1;COA1	MGLL;PLIN1;LIPE;ATP5F1B;ATP5F1A;ATP5F1C;COX5A;ATP5PO;UQCRC1;UQCRC2;ACSL4;ATP5PF;COX4I1;COX5B;ATP5F1E;NDUFS3;NDUFV2;NDUFS1;ATP5F1D;UQCRFS1;COX6A1;COA5;NDUFA10;CPT2;NDUFS2;NDUFV1;NDUFA9;NDUFS8;ATP5ME;COX6B1;NDUFB5;NDUFAB1;NDUFA13;NDUFA5;NDUFA3;ATP5PD;SDHB;SDHA;NDUFB10;NDUFB9;NDUFB11;COX7B;ATP5PB;NDUFA8;NDUFS5;NDUFA4;NDUFB7;UQCRB;SMARCC1;ACSL1;NDUFA6;PRKG1;COX6C;NDUFS6;COX7C;NDUFA2;NDUFS4;NDUFB4;COA3;UQCRH;NDUFB1;ARID1A;SMARCA4;CYC1;SMARCD1;NDUFA7;NDUFB6;NDUFA12;NDUFB8;KDM1A;NDUFB3;PRKAB1;RPS6KA1;NDUFC2;SLC25A20;SMARCE1;PRKAA2;KDM3A;PRKACA;NDUFAF3;PRKAB2;ACTG1;NDUFS7;NDUFV3;NDUFAF5;NDUFAF7;COA4;NDUFAF4;UQCRQ;KRAS;UQCR10;CPT1A;NDUFAF6;NDUFAF2;ATP5MG;RHEB;CPT1B;COX7A1;ACTL6A;COX19;CREB1;COX8A;RPS6KA3;COX7A2;PRKAG1;GRB2	hnscc
Prion diseases	0.6259432270614711	1.7380754329237595	0.003236245954692557	0.07680314172901523	35	31	MAPK3;BAX;SOD1;C9;C5;C8G;C8A;STIP1;C8B;HSPA1A;C6;C7;C1QA;C1QB;C1QC;HSPA5;PRKACA;NCAM1;LAMC1;PRNP;PRKACB;CCL5;MAP2K2;FYN;MAPK1;IL1A;ELK1;NCAM2;NOTCH1;IL1B;MAP2K1	MAPK3;BAX;SOD1;C9;C5;C8G;C8A;STIP1;C8B;HSPA1A;C6;C7;C1QA;C1QB;C1QC;HSPA5;PRKACA	hnscc
Lysine degradation	0.646670878540527	1.8701022484953862	0.0	0.07696026178834556	59	53	ALDH9A1;COLGALT1;PLOD3;PLOD1;ECHS1;ALDH2;ACAT1;PHYKPL;HADH;PLOD2;TMLHE;ALDH7A1;AASS;ALDH3A2;GCDH;DLD;SETMAR;HADHA;SETD7;DLST;EHMT2;EZH2;ACAT2;DHTKD1;SETDB1;EHMT1;EHHADH;NSD3;ALDH1B1;KMT2D;KMT2A;SETD3;KMT2C;SETD1A;KMT2E;SETD2;AADAT;KMT5C;COLGALT2;KMT2B;HYKK;DOT1L;NSD1;BBOX1;EZH1;PIPOX;NSD2;SUV39H1;ASH1L;KMT5B;SETD1B;PRDM2;CAMKMT	ALDH9A1;COLGALT1;PLOD3;PLOD1;ECHS1;ALDH2;ACAT1;PHYKPL;HADH;PLOD2;TMLHE;ALDH7A1;AASS;ALDH3A2;GCDH;DLD;SETMAR;HADHA;SETD7;DLST;EHMT2;EZH2;ACAT2;DHTKD1	hnscc
Synthesis and degradation of ketone bodies	0.6956834327813145	1.8610893218719515	0.014760147601476014	0.07702025308372622	10	9	BDH2;ACAT1;BDH1;HMGCS2;OXCT1;ACAT2;HMGCL;HMGCS1;HMGCLL1	BDH2;ACAT1;BDH1;HMGCS2;OXCT1;ACAT2;HMGCL	hnscc
Glycine, serine and threonine metabolism	0.6391786839593886	1.7686807950770027	0.0	0.07710954888284123	40	30	MAOB;SHMT1;AOC3;GRHPR;MAOA;ALDH7A1;GATM;GAMT;DLD;GCSH;PHGDH;SHMT2;PGAM2;CHDH;BPGM;PSAT1;PSPH;PGAM1;CTH;SRR;SDSL;AMT;SARDH;PIPOX;GLDC;CBS;GCAT;ALAS1;SDS;AGXT	MAOB;SHMT1;AOC3;GRHPR;MAOA;ALDH7A1;GATM;GAMT;DLD;GCSH;PHGDH;SHMT2;PGAM2;CHDH	hnscc
mRNA surveillance pathway	0.5618973470586817	1.7218078329687354	0.0032258064516129032	0.07773157844323988	91	78	NCBP2;MAGOHB;NCBP1;WDR33;CPSF1;SYMPK;CSTF3;CPSF4;RNMT;SMG1;PPP2R2A;NXT2;NUDT21;RBM8A;CPSF3;CSTF1;SAP18;PNN;NXF1;PAPOLA;PPP2R5A;CPSF6;PPP1CC;ALYREF;RNPS1;EIF4A3;FIP1L1;UPF2;SMG5;PABPC1;SMG7;CPSF2;PPP1CA;BCL2L2-PABPN1;CASC3;SSU72;ACIN1;PPP2R1A;RNGTT;UPF1;PPP2R5E;CPSF7;UPF3B;PYM1;CSTF2T;NXT1;PPP2R2D;CSTF2;HBS1L;SRRM1;PPP2CA;CLP1;PABPC4;DDX39B;PELO;ETF1;PCF11;GSPT1;PPP1CB;SMG6;PPP2R3A;GSPT2;PABPN1;MSI2;PPP2R3C;PAPOLG;WDR82;PPP2R1B;PPP2R5D;PPP2R5C;PPP2R5B;MSI1;PPP2R3B;PABPC3;UPF3A;DAZAP1;PABPC4L;PPP2CB	NCBP2;MAGOHB;NCBP1;WDR33;CPSF1;SYMPK;CSTF3;CPSF4;RNMT;SMG1;PPP2R2A;NXT2;NUDT21;RBM8A;CPSF3;CSTF1;SAP18;PNN;NXF1;PAPOLA;PPP2R5A;CPSF6;PPP1CC;ALYREF;RNPS1;EIF4A3;FIP1L1;UPF2;SMG5;PABPC1;SMG7;CPSF2;PPP1CA;BCL2L2-PABPN1;CASC3;SSU72;ACIN1;PPP2R1A;RNGTT;UPF1;PPP2R5E;CPSF7;UPF3B;PYM1;CSTF2T;NXT1;PPP2R2D	hnscc
Mismatch repair	0.6173355432307904	1.7733128359588755	0.03367003367003367	0.07816008769595896	23	22	RFC2;RFC4;RFC5;RFC3;MSH6;PCNA;RFC1;MSH2;LIG1;POLD3;POLD1;RPA3;PMS2;POLD2;POLD4;SSBP1;MLH1;RPA2;EXO1;MSH3;MLH3;RPA1	RFC2;RFC4;RFC5;RFC3;MSH6;PCNA;RFC1;MSH2;LIG1;POLD3;POLD1;RPA3;PMS2;POLD2	hnscc
RNA transport	0.5585447043524959	1.7411656379166098	0.0	0.0783461831428541	165	146	NCBP2;EIF2S2;MAGOHB;NCBP1;TACC3;XPO5;NUP58;EIF2S3;EIF4G2;POP1;NUP62;NXT2;RAN;NUP88;RBM8A;XPOT;SUMO1;SAP18;NUP50;PNN;RPP38;THOC5;EIF4B;THOC7;EIF4G1;TGS1;NXF1;THOC2;THOC1;TPR;NUP214;NUP98;FMR1;NMD3;POM121;EIF4G3;NUP153;ALYREF;RNPS1;FXR1;EIF4A3;THOC6;XPO1;SEH1L;NUP35;NUP155;NUP43;NUPL2;GEMIN4;UPF2;PABPC1;POP7;RANGAP1;NUP107;NUP93;EIF3A;GEMIN5;NUP188;NUP205;CASC3;EIF2B2;ACIN1;NUP210;RANBP2;EIF3G;NUP160;NDC1;SUMO2;EEF1A1;RPP30;UPF1;ELAC2;EEF1A2;NUP37;DDX20;PHAX;EIF2S1;EIF4E2;EIF3J;NUP54;POP4;EIF5B;UPF3B;PYM1;EIF4EBP2;CYFIP2;NXT1;FXR2;EIF4A2;NUP85;RPP40;NUP133;RPP25;GEMIN6;SRRM1;EIF4A1;EIF3C;PABPC4;DDX39B;EIF2B1;EIF3E;RAE1;UBE2I;AAAS;KPNB1;PAIP1;EIF2B3;SEC13;EIF1;EIF1B;TRNT1;EIF5;SMN1;EIF1AX;EIF2B4;EIF3D;STRAP;EIF3F;SNUPN;EIF3H;CYFIP1;RPP21;EIF3B;EIF4EBP1;SENP2;EIF2B5;EIF4E;CLNS1A;ELAC1;GEMIN7;POP5;GEMIN2;RPP25L;THOC3;PRMT5;NUP210L;POM121C;SUMO3;EIF4EBP3;EIF3I;PABPC3;UPF3A;PABPC4L;RPP14;GEMIN8;EIF1AY	NCBP2;EIF2S2;MAGOHB;NCBP1;TACC3;XPO5;NUP58;EIF2S3;EIF4G2;POP1;NUP62;NXT2;RAN;NUP88;RBM8A;XPOT;SUMO1;SAP18;NUP50;PNN;RPP38;THOC5;EIF4B;THOC7;EIF4G1;TGS1;NXF1;THOC2;THOC1;TPR;NUP214;NUP98;FMR1;NMD3;POM121;EIF4G3;NUP153;ALYREF;RNPS1;FXR1;EIF4A3;THOC6;XPO1;SEH1L;NUP35;NUP155;NUP43;NUPL2;GEMIN4;UPF2;PABPC1;POP7;RANGAP1;NUP107;NUP93;EIF3A;GEMIN5;NUP188;NUP205;CASC3;EIF2B2;ACIN1;NUP210;RANBP2;EIF3G;NUP160;NDC1;SUMO2;EEF1A1;RPP30;UPF1;ELAC2;EEF1A2;NUP37;DDX20;PHAX;EIF2S1;EIF4E2;EIF3J;NUP54;POP4;EIF5B;UPF3B;PYM1;EIF4EBP2;CYFIP2;NXT1;FXR2;EIF4A2;NUP85;RPP40	hnscc
