Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Complement and coagulation cascades,-0.7788587792959738,-3.8795592098228293,0.01910828025477707,0.03234382328951896,79,73,ITGAX;PLAU;CD46;CR2;CD59;C5AR1;ITGB2;F8;PLAUR;SERPINB2;SERPINE1;VSIG4;CR1;F7;CD55;C3AR1;F3;THBD;C1QA;MASP2;C1QC;ITGAM;SERPINA5;C1QB;F9;FGG;FGB;C4BPB;FGA;C1R;F11;CLU;PLAT;C9;CFI;C4BPA;CFH;SERPING1;C1S;C6;C2;MASP1;C8B;CFB;F12;C4B;MBL2;C4A;CPB2;PLG;C8G;SERPINA1;F13A1;C5;VTN;C8A;PROS1;F5;KNG1;KLKB1;C3;PROC;F13B;A2M;F2;SERPINC1;F10;C7;SERPINF2;CFD;PROCR;SERPIND1;VWF,C1QB;F9;FGG;FGB;C4BPB;FGA;C1R;F11;CLU;PLAT;C9;CFI;C4BPA;CFH;SERPING1;C1S;C6;C2;MASP1;C8B;CFB;F12;C4B;MBL2;C4A;CPB2;PLG;C8G;SERPINA1;F13A1;C5;VTN;C8A;PROS1;F5;KNG1;KLKB1;C3;PROC;F13B;A2M;F2;SERPINC1;F10;C7;SERPINF2;CFD;PROCR;SERPIND1;VWF
Cell adhesion molecules (CAMs),-0.5409051169934421,-3.867884076950975,0.0,0.032378933822833675,145,89,SDC4;VTCN1;ITGB8;HLA-DMB;CLDN3;OCLN;F11R;HLA-DRA;CLDN6;GLG1;NECTIN2;ITGB7;ALCAM;CDH2;SDC1;CDH1;HLA-DQA1;CLDN4;PTPRF;HLA-DRB5;HLA-DPA1;CLDN7;ICAM1;HLA-DPB1;HLA-DRB1;VCAN;CADM1;CDH3;HLA-DMA;CD22;NRCAM;ITGAL;CD40;NEO1;ITGAV;NECTIN3;HLA-DQB1;HLA-DRB3;L1CAM;CD276;VCAM1;HLA-F;HLA-DRB4;HLA-B;ITGA4;ITGB2;CLDN16;HLA-C;PTPRC;HLA-A;CD8A;SDC2;CLDN1;SPN;CD4;SDC3;HLA-G;HLA-E;CLDN11;ICOSLG;ITGAM;PVR;NECTIN1;CNTN1;CLDN5;CNTNAP1;ICAM3;SIGLEC1;ITGA9;NCAM1;CD99;MPZL1;NFASC;VSIR;ESAM;SELP;CD58;PTPRM;CADM3;MPZ;ICAM2;ITGB1;SELL;JAM3;ITGA6;PECAM1;NEGR1;CDH5;CD34,ITGAM;PVR;NECTIN1;CNTN1;CLDN5;CNTNAP1;ICAM3;SIGLEC1;ITGA9;NCAM1;CD99;MPZL1;NFASC;VSIR;ESAM;SELP;CD58;PTPRM;CADM3;MPZ;ICAM2;ITGB1;SELL;JAM3;ITGA6;PECAM1;NEGR1;CDH5;CD34
Regulation of actin cytoskeleton,-0.48877000967420653,-3.84411117427702,0.0,0.03395745497234162,214,164,CFL1;PPP1CA;LIMK2;PPP1CC;ARPC1B;EZR;ARPC5L;PAK2;ARPC3;ARPC5;DIAPH1;RDX;ARPC4;ITGB8;PAK1;PPP1CB;PIP4K2C;NRAS;PFN1;PIK3CB;PIKFYVE;ENAH;CFL2;BAIAP2;ITGB7;VAV3;WASF2;CYFIP2;CXCR4;ITGB5;CRK;ITGAX;MSN;VAV2;KRAS;NCKAP1;RHOA;WASL;INSRR;PFN2;PDGFC;FN1;IQGAP1;CRKL;ITGA3;CYFIP1;IQGAP3;LPAR2;BCAR1;ITGAL;SOS2;TMSB4X;FGF20;TIAM1;PTK2;ITGAV;FGF4;ARPC2;VAV1;WASF1;LIMK1;PAK4;HRAS;ABI2;MYH9;NCKAP1L;ITGA4;ITGB2;PIK3CA;ACTN4;SPATA13;BRK1;BRAF;ARHGEF7;CDC42;SOS1;ARHGEF1;SCIN;FGF17;ARAF;PIK3R2;MYLPF;FGFR3;IQGAP2;MAP2K2;FGD3;FGD1;MAP2K1;DIAPH3;FGFR2;ACTN1;MYL2;RAF1;FGFR1;RAC2;MYL5;PXN;APC;ARHGAP35;SSH1;ITGA2;SSH3;PIK3CD;RAC1;ARPC1A;ITGB6;WAS;MAPK1;MYH10;GIT1;MYL12A;MYL12B;ITGAM;SLC9A1;ITGB4;MYH14;ITGA11;ACTG1;ACTB;ARHGEF6;PIP4K2B;ARHGEF12;MYL9;ITGA9;SRC;GSN;RAC3;RRAS2;GNA12;MYL10;PIP5K1A;MAPK3;PIK3R1;PPP1R12A;DOCK1;FGF2;PIP5K1C;MYLK2;GNA13;PIP4K2A;ROCK1;LPAR1;DIAPH2;ITGA2B;ITGB1;ROCK2;MRAS;ITGB3;VCL;ITGA5;KNG1;EGFR;ITGA6;CXCL12;MYLK;PDGFRA;F2;ITGA1;GNG12;PDGFRB;RRAS;PPP1R12B;PPP1R12C;ITGA7,FGD3;FGD1;MAP2K1;DIAPH3;FGFR2;ACTN1;MYL2;RAF1;FGFR1;RAC2;MYL5;PXN;APC;ARHGAP35;SSH1;ITGA2;SSH3;PIK3CD;RAC1;ARPC1A;ITGB6;WAS;MAPK1;MYH10;GIT1;MYL12A;MYL12B;ITGAM;SLC9A1;ITGB4;MYH14;ITGA11;ACTG1;ACTB;ARHGEF6;PIP4K2B;ARHGEF12;MYL9;ITGA9;SRC;GSN;RAC3;RRAS2;GNA12;MYL10;PIP5K1A;MAPK3;PIK3R1;PPP1R12A;DOCK1;FGF2;PIP5K1C;MYLK2;GNA13;PIP4K2A;ROCK1;LPAR1;DIAPH2;ITGA2B;ITGB1;ROCK2;MRAS;ITGB3;VCL;ITGA5;KNG1;EGFR;ITGA6;CXCL12;MYLK;PDGFRA;F2;ITGA1;GNG12;PDGFRB;RRAS;PPP1R12B;PPP1R12C;ITGA7
Arrhythmogenic right ventricular cardiomyopathy (ARVC),-0.6154069073020201,-3.8385087727511253,0.0,0.03408840022961099,72,54,DSG2;CTNNA1;CTNNA2;ITGB8;PKP2;CTNNB1;ITGB7;CDH2;ITGB5;JUP;DSP;ITGA3;DSC2;TCF7L2;ITGAV;RYR2;ATP2A2;ITGA4;CACNB1;TCF7;LEF1;CACNA1F;SGCA;CACNA1S;ACTN3;ACTN2;CACNB3;ITGA2;ITGB6;SGCG;ITGB4;ITGA11;GJA1;ACTG1;ACTB;EMD;CACNA2D2;SLC8A1;ITGA9;LMNA;DAG1;ITGA2B;SGCB;ITGB1;ITGB3;SGCD;ITGA5;ITGA6;CACNA2D1;ITGA1;DES;LAMA2;DMD;ITGA7,SGCG;ITGB4;ITGA11;GJA1;ACTG1;ACTB;EMD;CACNA2D2;SLC8A1;ITGA9;LMNA;DAG1;ITGA2B;SGCB;ITGB1;ITGB3;SGCD;ITGA5;ITGA6;CACNA2D1;ITGA1;DES;LAMA2;DMD;ITGA7
Homologous recombination,0.6646640561515906,3.7853287903456887,0.0064516129032258064,0.03416472852674633,41,22,RPA3;POLD1;RAD50;SSBP1;RPA1;MRE11;NBN;RPA2;BABAM1;BLM;POLD3;POLD4;BRCC3;POLD2;RBBP8;ATM;TOP3B;UIMC1;TOP3A;ABRAXAS1;RAD54B;TOPBP1,RPA3;POLD1;RAD50;SSBP1;RPA1;MRE11;NBN;RPA2;BABAM1;BLM;POLD3
Fat digestion and absorption,-0.6606560134686535,-3.848274470037215,0.0070921985815602835,0.03418755747052977,41,19,PLA2G12A;GOT2;PLPP2;SLC27A4;ABCA1;SCARB1;ACAT2;AGPAT1;DGAT1;AGPAT2;FABP1;CD36;MTTP;APOB;APOA4;APOA1;PLA2G2A;PLPP1;PLPP3,FABP1;CD36;MTTP;APOB;APOA4;APOA1;PLA2G2A;PLPP1;PLPP3
Tyrosine metabolism,-0.7141509866976948,-4.504899308594893,0.0,0.0347360209593618,36,22,MIF;FAHD1;IL4I1;GSTZ1;GOT2;DDC;GOT1;HGD;COMT;FAH;ALDH3A1;ALDH3B1;ADH5;ADH4;ALDH1A3;ADH1B;ADH1A;ADH1C;AOX1;AOC3;MAOA;MAOB,ADH5;ADH4;ALDH1A3;ADH1B;ADH1A;ADH1C;AOX1;AOC3;MAOA;MAOB
VEGF signaling pathway,-0.5430663833142143,-3.8288157093715034,0.014492753623188406,0.0348228610117602,59,47,VEGFA;PTGS2;NRAS;PIK3CB;CASP9;MAPKAPK2;KRAS;MAPKAPK3;PPP3R1;PTK2;SPHK2;HRAS;PIK3CA;CDC42;PPP3CA;PIK3R2;AKT1;PRKCA;PLCG2;MAP2K2;PLA2G4A;JMJD7-PLA2G4B;MAP2K1;RAF1;RAC2;MAPK13;PXN;AKT2;PIK3CD;PLCG1;RAC1;BAD;NFATC2;AKT3;MAPK1;PPP3CC;PRKCB;PPP3CB;MAPK12;HSPB1;MAPK14;SRC;RAC3;MAPK3;PIK3R1;MAPK11;NOS3,PIK3R2;AKT1;PRKCA;PLCG2;MAP2K2;PLA2G4A;JMJD7-PLA2G4B;MAP2K1;RAF1;RAC2;MAPK13;PXN;AKT2;PIK3CD;PLCG1;RAC1;BAD;NFATC2;AKT3;MAPK1;PPP3CC;PRKCB;PPP3CB;MAPK12;HSPB1;MAPK14;SRC;RAC3;MAPK3;PIK3R1;MAPK11;NOS3
Salivary secretion,-0.5901464335262605,-3.8188230109011627,0.0,0.0353624082225634,90,50,ATP1A1;ITPR3;ATP1B1;ATP1A3;ATP1B3;ATP1A2;SLC4A2;CST5;PRKACG;CD38;SLC12A2;ITPR2;MUC5B;ADCY7;CST4;AMY1A;CST1;CALM2;PLCB2;DMBT1;AQP5;CALML3;RYR3;PRKCA;CALML5;PRKACA;ADCY3;PLCB1;PRKACB;BST1;PRKCB;SLC9A1;ADCY5;PLCB4;ATP2B2;CST3;ATP2B1;CAMP;ATP2B4;GNAS;ADCY6;KCNMA1;GUCY1A2;VAMP2;PLCB3;ATP2B3;LYZ;ITPR1;PRKG1;GNAQ,CALML5;PRKACA;ADCY3;PLCB1;PRKACB;BST1;PRKCB;SLC9A1;ADCY5;PLCB4;ATP2B2;CST3;ATP2B1;CAMP;ATP2B4;GNAS;ADCY6;KCNMA1;GUCY1A2;VAMP2;PLCB3;ATP2B3;LYZ;ITPR1;PRKG1;GNAQ
AGE-RAGE signaling pathway in diabetic complications,-0.5158090755345617,-3.789999428532894,0.02112676056338028,0.03801966044067647,100,78,CASP3;PRKCZ;STAT1;DIAPH1;VEGFA;NRAS;BAX;PIK3CB;TGFB2;PRKCD;ICAM1;KRAS;TGFB3;FN1;SMAD2;PLCD3;VCAM1;HRAS;SMAD4;TGFBR2;PLCD4;JUN;STAT3;PIK3CA;PRKCE;SMAD3;CYBB;MMP2;CDC42;FOXO1;CDK4;JAK2;PLCB2;TGFB1;SERPINE1;PIK3R2;AKT1;PRKCA;PLCG2;TGFBR1;MAPK13;RELA;AKT2;PIK3CD;PLCG1;RAC1;PLCB1;AKT3;F3;NFKB1;THBD;MAPK1;PRKCB;NFATC1;MAPK12;BCL2;MAPK14;PLCB4;COL1A2;MAPK8;COL3A1;MAPK9;COL1A1;MAPK3;PIK3R1;MAPK11;CDKN1B;NOS3;COL4A3;PLCB3;COL4A6;PLCD1;STAT5A;AGT;STAT5B;COL4A5;COL4A2;COL4A1,MAPK13;RELA;AKT2;PIK3CD;PLCG1;RAC1;PLCB1;AKT3;F3;NFKB1;THBD;MAPK1;PRKCB;NFATC1;MAPK12;BCL2;MAPK14;PLCB4;COL1A2;MAPK8;COL3A1;MAPK9;COL1A1;MAPK3;PIK3R1;MAPK11;CDKN1B;NOS3;COL4A3;PLCB3;COL4A6;PLCD1;STAT5A;AGT;STAT5B;COL4A5;COL4A2;COL4A1
Neurotrophin signaling pathway,-0.4852940175243302,-3.7923741838543354,0.043478260869565216,0.03829232786710598,119,92,YWHAE;PSEN1;NRAS;BAX;MAGED1;PIK3CB;PRKCD;GSK3B;SORT1;CRK;TP53;MAPKAPK2;NFKBIB;KRAS;RHOA;CRKL;KIDINS220;RPS6KA1;SOS2;SH2B2;TRAF6;HRAS;JUN;RPS6KA2;FRS2;MAP3K1;PIK3CA;ARHGDIA;FOXO3;IRAK1;CAMK4;NFKBIE;IKBKB;RPS6KA6;BRAF;IRAK3;CDC42;SOS1;CALM2;MAP2K7;CALML3;PIK3R2;AKT1;IRAK4;ARHGDIB;PLCG2;MAP2K2;RIPK2;MAP2K1;GRB2;PDPK1;RPS6KA3;RAPGEF1;RAF1;SH2B1;CALML5;MAPK13;RELA;AKT2;PIK3CD;PLCG1;RAC1;BAD;NFKBIA;AKT3;NFKB1;MAPK1;MAP2K5;RPS6KA5;GAB1;MAPK7;MAPK12;BCL2;MAPK14;SHC1;MAP3K5;CAMK2A;NGFR;MAPK8;IRS1;PTPN11;CAMK2B;CAMK2D;MAPK9;MAPK3;PIK3R1;CAMK2G;RAP1B;ABL1;MAPK11;RAP1A;MAP3K3,MAP2K7;CALML3;PIK3R2;AKT1;IRAK4;ARHGDIB;PLCG2;MAP2K2;RIPK2;MAP2K1;GRB2;PDPK1;RPS6KA3;RAPGEF1;RAF1;SH2B1;CALML5;MAPK13;RELA;AKT2;PIK3CD;PLCG1;RAC1;BAD;NFKBIA;AKT3;NFKB1;MAPK1;MAP2K5;RPS6KA5;GAB1;MAPK7;MAPK12;BCL2;MAPK14;SHC1;MAP3K5;CAMK2A;NGFR;MAPK8;IRS1;PTPN11;CAMK2B;CAMK2D;MAPK9;MAPK3;PIK3R1;CAMK2G;RAP1B;ABL1;MAPK11;RAP1A;MAP3K3
Phosphatidylinositol signaling system,-0.5221129715313901,-3.7829067371537204,0.006993006993006993,0.038396663168156084,99,71,PI4K2B;IMPAD1;PIP4K2C;PIK3CB;PIKFYVE;INPPL1;ITPR3;DGKQ;PI4K2A;PLCD3;CDS1;IP6K1;PLCD4;ITPR2;PIK3CA;MTMR14;INPP5F;PIK3C3;PPIP5K2;PPIP5K1;DGKE;INPP5D;PTEN;MTMR1;CALM2;PI4KB;PLCB2;SYNJ2;INPP5B;CALML3;PIK3R2;ITPK1;IMPA1;PRKCA;PLCG2;PIK3C2A;PIK3C2B;MTMR6;CALML5;CDS2;MTM1;PIK3CD;ITPKB;PLCG1;ITPKC;PLCB1;CDIPT;INPP5K;MTMR3;DGKA;DGKZ;IMPA2;PRKCB;SYNJ1;PLCB4;MTMR2;OCRL;SACM1L;PIP4K2B;PIP5K1A;PIK3R1;PI4KA;PIP5K1C;INPP1;INPP4B;PIP4K2A;INPP4A;PLCB3;PLCD1;ITPR1;INPP5A,CALM2;PI4KB;PLCB2;SYNJ2;INPP5B;CALML3;PIK3R2;ITPK1;IMPA1;PRKCA;PLCG2;PIK3C2A;PIK3C2B;MTMR6;CALML5;CDS2;MTM1;PIK3CD;ITPKB;PLCG1;ITPKC;PLCB1;CDIPT;INPP5K;MTMR3;DGKA;DGKZ;IMPA2;PRKCB;SYNJ1;PLCB4;MTMR2;OCRL;SACM1L;PIP4K2B;PIP5K1A;PIK3R1;PI4KA;PIP5K1C;INPP1;INPP4B;PIP4K2A;INPP4A;PLCB3;PLCD1;ITPR1;INPP5A
Spliceosome,0.7628913821055174,3.7263402458324557,0.0,0.038638681071915496,134,129,SNRPD2;RBMX;DDX5;SRSF3;PRPF40A;HNRNPC;HNRNPU;SNRPB2;SF3B2;SRSF1;RBMXL1;HNRNPK;SNRPA;HNRNPA1L2;ACIN1;HNRNPA1;DDX39B;PRPF19;U2AF2;SF3B6;SF3B1;SRSF5;THOC2;DHX15;SNRPA1;RBM17;SRSF7;TRA2B;EFTUD2;SRSF6;PUF60;PRPF8;MAGOH;SF3A3;SRSF9;CHERP;U2AF1;SNRNP200;U2AF1L5;SNRPG;HNRNPM;U2SURP;SNRNP70;PCBP1;SRSF2;DDX46;THOC3;SRSF8;LSM4;LSM2;USP39;BUD31;HNRNPA3;SRSF4;SF3A2;PRPF6;SF3B3;CDC5L;RBM8A;THOC1;RBM25;EIF4A3;HSPA8;LSM7;PHF5A;U2AF1L4;SNW1;TRA2A;SNRNP27;DDX42;PRPF3;TCERG1;RBMXL3;CTNNBL1;ALYREF;SNRPB;SNRPC;PRPF4;PLRG1;SART1;PRPF40B;DDX23;PRPF18;WBP11;SF3A1;SYF2;NCBP2;XAB2;SMNDC1;NCBP1;LSM6;SNRPF;SNRPE;PRPF31;HSPA2;SLU7;SNRPD3;SNRNP40;CWC15;CRNKL1;RBM22;PPIL1;ZMAT2;LSM3;PPIE;PRPF38A;CCDC12;PPIH;LSM8;PRPF38B;HSPA6;SNU13;PQBP1;SF3B4;SRSF10;RP9;DHX8;BCAS2;SNRPD1;TXNL4A;ISY1-RAB43;DHX16;AQR;CDC40;HSPA1A;HSPA1L;DHX38;SF3B5;LSM5,SNRPD2;RBMX;DDX5;SRSF3;PRPF40A;HNRNPC;HNRNPU;SNRPB2;SF3B2;SRSF1;RBMXL1;HNRNPK;SNRPA;HNRNPA1L2;ACIN1;HNRNPA1;DDX39B;PRPF19;U2AF2;SF3B6;SF3B1;SRSF5;THOC2;DHX15;SNRPA1;RBM17;SRSF7;TRA2B;EFTUD2;SRSF6;PUF60;PRPF8;MAGOH;SF3A3;SRSF9;CHERP;U2AF1;SNRNP200;U2AF1L5;SNRPG;HNRNPM;U2SURP;SNRNP70;PCBP1;SRSF2;DDX46;THOC3;SRSF8;LSM4;LSM2;USP39;BUD31;HNRNPA3;SRSF4;SF3A2;PRPF6;SF3B3;CDC5L;RBM8A;THOC1;RBM25;EIF4A3;HSPA8;LSM7;PHF5A;U2AF1L4;SNW1;TRA2A;SNRNP27;DDX42;PRPF3;TCERG1;RBMXL3;CTNNBL1;ALYREF;SNRPB;SNRPC;PRPF4;PLRG1;SART1;PRPF40B;DDX23;PRPF18;WBP11;SF3A1;SYF2;NCBP2;XAB2;SMNDC1;NCBP1;LSM6;SNRPF;SNRPE;PRPF31;HSPA2;SLU7;SNRPD3;SNRNP40;CWC15;CRNKL1;RBM22;PPIL1;ZMAT2
cGMP-PKG signaling pathway,-0.5078621784497367,-3.7772310480736313,0.006622516556291391,0.03876224157056056,166,99,GTF2I;PPP1CA;PPP1CC;SLC25A5;SLC25A6;VDAC2;PPIF;VDAC1;VDAC3;SLC25A4;PPP1CB;ATP1A1;ATF2;ITPR3;ATP1B1;ATP1A3;CREB1;RHOA;ATP1B3;ATF6B;GTF2IRD1;ATP1A2;PPP3R1;NPR1;VASP;IRS2;SRF;ATP2A2;ITPR2;PRKCE;ATP2A1;ADCY7;ADRA2A;PDE2A;ATP2A3;PPP3CA;CACNA1F;CALM2;PLCB2;PIK3CG;NFATC3;CACNA1S;CALML3;AKT1;MAP2K2;MEF2C;MAP2K1;NPR2;RAF1;MYH7;CALML5;INSR;AKT2;ADCY3;PLCB1;BAD;NFATC2;AKT3;MAPK1;PPP3CC;PDE3A;NFATC1;PPP3CB;EDNRA;ADCY5;PLCB4;ATP2B2;IRS1;SLC8A1;MYL9;ATP2B1;MEF2A;GNA12;NFATC4;MAPK3;ATP2B4;ADCY6;PPP1R12A;KCNMA1;GUCY1A2;MYLK2;GNA13;ROCK1;NOS3;MEF2D;GNAI2;PLCB3;ATP2B3;GNAI3;ROCK2;GNA11;ITPR1;PRKG1;GNAQ;MRVI1;KNG1;MYLK;GNAI1;PDE5A,PLCB1;BAD;NFATC2;AKT3;MAPK1;PPP3CC;PDE3A;NFATC1;PPP3CB;EDNRA;ADCY5;PLCB4;ATP2B2;IRS1;SLC8A1;MYL9;ATP2B1;MEF2A;GNA12;NFATC4;MAPK3;ATP2B4;ADCY6;PPP1R12A;KCNMA1;GUCY1A2;MYLK2;GNA13;ROCK1;NOS3;MEF2D;GNAI2;PLCB3;ATP2B3;GNAI3;ROCK2;GNA11;ITPR1;PRKG1;GNAQ;MRVI1;KNG1;MYLK;GNAI1;PDE5A
Metabolism of xenobiotics by cytochrome P450,-0.6712851037910035,-3.7927126364134245,0.013513513513513514,0.03890994605851091,74,35,GSTK1;GSTP1;CYP2S1;GSTT2B;GSTT2;MGST2;GSTA3;GSTA1;MGST1;MGST3;HSD11B1;GSTO1;AKR7A3;CYP1B1;ALDH3A1;ALDH3B1;AKR7A2;CBR1;GSTA4;GSTM1;GSTT1;GSTM4;HPGDS;EPHX1;GSTM5;ADH5;GSTM2;GSTM3;AKR1C1;ADH4;ALDH1A3;ADH1B;ADH1A;ADH1C;CBR3,CYP1B1;ALDH3A1;ALDH3B1;AKR7A2;CBR1;GSTA4;GSTM1;GSTT1;GSTM4;HPGDS;EPHX1;GSTM5;ADH5;GSTM2;GSTM3;AKR1C1;ADH4;ALDH1A3;ADH1B;ADH1A;ADH1C;CBR3
Human cytomegalovirus infection,-0.46352143206263025,-3.7625202645827818,0.013986013986013986,0.04051671698468842,225,157,CASP3;CALR;CASP8;RHEB;PDIA3;TAPBP;GNG5;VEGFA;TRAF2;PTGS2;NRAS;BAX;TAP2;PIK3CB;CASP9;TRAF5;ATF2;GSK3B;SP1;CTNNB1;CYCS;TAP1;CDKN2A;CXCR4;ITPR3;RB1;CHUK;CRK;TP53;GNB5;KRAS;CREB1;RHOA;CRKL;ATF6B;TNFRSF1A;BCAR1;FAS;SOS2;E2F3;PPP3R1;PTK2;ITGAV;AKAP13;GNG10;BAK1;PRKACG;HRAS;RIPK1;B2M;HLA-F;MAP2K6;HLA-B;ITPR2;STAT3;PIK3CA;TBK1;BID;IKBKB;ADCY7;IL1R1;EIF4EBP1;HLA-C;HLA-A;CDK6;PPP3CA;CDK4;IRF3;SOS1;CALM2;PLCB2;ARHGEF1;NFATC3;RPS6KB2;CALML3;CDKN1A;PIK3R2;AKT1;ELK1;PTK2B;PRKCA;CCL5;MAP2K2;FADD;MAP2K1;GRB2;HLA-G;RPS6KB1;RAF1;CALML5;RAC2;GNG4;MAPK13;PRKACA;RELA;PXN;AKT2;HLA-E;ADCY3;PIK3CD;RAC1;PLCB1;NFKBIA;NFATC2;AKT3;TMEM173;NFKB1;MTOR;MAPK1;PRKACB;PPP3CC;IKBKG;PRKCB;NFATC1;TSC2;PPP3CB;MAPK12;GNB4;ADCY5;MAPK14;PLCB4;ARHGEF11;ARHGEF12;SRC;RAC3;GNA12;GNB2;NFATC4;MAPK3;PIK3R1;GNB1;GNG2;GNAS;ADCY6;GNAO1;TSC1;JAK1;MAPK11;GNA13;TRADD;ROCK1;GNAI2;PLCB3;GNAI3;GNG7;ROCK2;ITGB3;GNA11;ITPR1;GNAQ;GNB3;EGFR;CXCL12;PDGFRA;GNAI1;GNG12;GNG11,CALML5;RAC2;GNG4;MAPK13;PRKACA;RELA;PXN;AKT2;HLA-E;ADCY3;PIK3CD;RAC1;PLCB1;NFKBIA;NFATC2;AKT3;TMEM173;NFKB1;MTOR;MAPK1;PRKACB;PPP3CC;IKBKG;PRKCB;NFATC1;TSC2;PPP3CB;MAPK12;GNB4;ADCY5;MAPK14;PLCB4;ARHGEF11;ARHGEF12;SRC;RAC3;GNA12;GNB2;NFATC4;MAPK3;PIK3R1;GNB1;GNG2;GNAS;ADCY6;GNAO1;TSC1;JAK1;MAPK11;GNA13;TRADD;ROCK1;GNAI2;PLCB3;GNAI3;GNG7;ROCK2;ITGB3;GNA11;ITPR1;GNAQ;GNB3;EGFR;CXCL12;PDGFRA;GNAI1;GNG12;GNG11
Inflammatory mediator regulation of TRP channels,-0.497608851987438,-3.750083826662724,0.058823529411764705,0.04175984872687981,100,58,PPP1CA;PPP1CC;PPP1CB;PIK3CB;PRKCD;CYP4A11;ITPR3;IL1RAP;IGF1;PRKACG;PRKCQ;MAP2K6;ITPR2;PIK3CA;PRKCE;MAP2K3;ADCY7;IL1R1;PLA2G6;PRKCH;CALM2;PLCB2;CALML3;PIK3R2;PRKCA;PLCG2;PLA2G4A;JMJD7-PLA2G4B;ALOX12;CALML5;MAPK13;PRKACA;ADCY3;PIK3CD;PLCG1;PLCB1;PRKACB;PRKCB;MAPK12;ADCY5;MAPK14;PLCB4;CAMK2A;MAPK8;TRPV2;CAMK2B;SRC;CAMK2D;MAPK9;PIK3R1;CAMK2G;GNAS;ADCY6;MAPK11;PLCB3;ITPR1;GNAQ;KNG1,CALM2;PLCB2;CALML3;PIK3R2;PRKCA;PLCG2;PLA2G4A;JMJD7-PLA2G4B;ALOX12;CALML5;MAPK13;PRKACA;ADCY3;PIK3CD;PLCG1;PLCB1;PRKACB;PRKCB;MAPK12;ADCY5;MAPK14;PLCB4;CAMK2A;MAPK8;TRPV2;CAMK2B;SRC;CAMK2D;MAPK9;PIK3R1;CAMK2G;GNAS;ADCY6;MAPK11;PLCB3;ITPR1;GNAQ;KNG1
Adipocytokine signaling pathway,-0.4955624693222002,-3.7241356050267735,0.007042253521126761,0.04503277002945834,69,49,PRKAG2;RXRB;TRAF2;PRKAB1;CPT1A;ACSL4;SLC2A1;CHUK;ACSL3;RXRA;PRKAG1;NFKBIB;CPT1B;G6PC3;TNFRSF1A;PCK2;PCK1;PRKCQ;IRS2;PRKAB2;STAT3;NFKBIE;IKBKB;PRKAA2;JAK2;AKT1;PRKAA1;RELA;AKT2;STK11;ACSL6;NFKBIA;AKT3;NFKB1;MTOR;SLC2A4;IKBKG;CD36;ACACB;NPY;ACSL5;MAPK8;IRS1;PTPN11;ACSL1;MAPK9;CAMKK2;TRADD;ADIPOQ,RELA;AKT2;STK11;ACSL6;NFKBIA;AKT3;NFKB1;MTOR;SLC2A4;IKBKG;CD36;ACACB;NPY;ACSL5;MAPK8;IRS1;PTPN11;ACSL1;MAPK9;CAMKK2;TRADD;ADIPOQ
Gastric acid secretion,-0.6255799479671935,-3.7245685367097936,0.006493506493506494,0.045685418870464976,75,41,EZR;ATP1A1;ITPR3;ATP1B1;ATP1A3;ATP1B3;ATP1A2;SLC4A2;PRKACG;ITPR2;ADCY7;CALM2;PLCB2;CALML3;SST;PRKCA;CALML5;PRKACA;ADCY3;PLCB1;PRKACB;PRKCB;SLC9A1;ADCY5;ACTB;PLCB4;CAMK2A;CAMK2B;CAMK2D;CAMK2G;GNAS;ADCY6;MYLK2;CA2;GNAI2;PLCB3;GNAI3;ITPR1;GNAQ;MYLK;GNAI1,CALML5;PRKACA;ADCY3;PLCB1;PRKACB;PRKCB;SLC9A1;ADCY5;ACTB;PLCB4;CAMK2A;CAMK2B;CAMK2D;CAMK2G;GNAS;ADCY6;MYLK2;CA2;GNAI2;PLCB3;GNAI3;ITPR1;GNAQ;MYLK;GNAI1
Olfactory transduction,-0.6598810300309674,-3.709630038089225,0.007142857142857143,0.0463870613228144,444,24,PDE1A;PRKACG;NCALD;GRK3;PDE2A;GRK2;CALM2;CALML3;CALML5;PRKACA;ADCY3;PDE1C;PRKACB;ARRB2;CAMK2A;GNAL;SLC8A1;CAMK2B;CAMK2D;CAMK2G;GNB1;ARRB1;GNG7;PRKG1,CALML5;PRKACA;ADCY3;PDE1C;PRKACB;ARRB2;CAMK2A;GNAL;SLC8A1;CAMK2B;CAMK2D;CAMK2G;GNB1;ARRB1;GNG7;PRKG1
