Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Chondroitin sulfate/dermatan sulfate metabolism,-0.1617742158254346,-35.856049061684516,0.5185185185185185,0.29378161253367635,50,33,CHST14;DCN;HSPG2;CSPG4;BGN;CHST12;XYLT1;CHSY1;SDC4;SDC3;DSE;GPC1;CHPF;XYLT2;SDC2;HEXA;SDC1;CHPF2;CHST11;IDS;B3GALT6;CHSY3;HEXB;ARSB;VCAN;NCAN;B4GALT7;AGRN;IDUA;GPC6;GPC4;B3GAT3;CSGALNACT2,CHST12;XYLT1;CHSY1;SDC4;SDC3;DSE;GPC1;CHPF;XYLT2;SDC2;HEXA;SDC1;CHPF2;CHST11;IDS;B3GALT6;CHSY3;HEXB;ARSB;VCAN;NCAN;B4GALT7;AGRN;IDUA;GPC6;GPC4;B3GAT3;CSGALNACT2
Heparan sulfate/heparin (HS-GAG) metabolism,-0.16647702859897834,-40.709293476183916,0.4583333333333333,0.2955930639534932,54,34,DCN;HSPG2;GLB1;CSPG4;BGN;XYLT1;HS2ST1;HPSE2;SDC4;HPSE;SDC3;GPC1;XYLT2;SDC2;SGSH;GLCE;SDC1;NDST2;NAGLU;IDS;B3GALT6;GUSB;VCAN;NCAN;HS6ST1;B4GALT7;AGRN;IDUA;EXT1;GPC6;GPC4;B3GAT3;NDST1;EXT2,XYLT1;HS2ST1;HPSE2;SDC4;HPSE;SDC3;GPC1;XYLT2;SDC2;SGSH;GLCE;SDC1;NDST2;NAGLU;IDS;B3GALT6;GUSB;VCAN;NCAN;HS6ST1;B4GALT7;AGRN;IDUA;EXT1;GPC6;GPC4;B3GAT3;NDST1;EXT2
Regulation of TP53 Degradation,-0.22913588424460224,-37.04485321997271,0.18181818181818182,0.2982003165239492,36,28,DAXX;RFFL;RICTOR;MTOR;CDK2;USP7;MLST8;AKT3;CHEK2;CDK1;AKT2;PDPK1;PPP2CB;AKT1;RPS27A;RNF34;CDKN2A;PPP2R5C;MAPKAP1;CCNA2;TP53;PPP2R1A;UBB;PHF20;PPP2R1B;UBA52;PPP2CA;ATM,RICTOR;MTOR;CDK2;USP7;MLST8;AKT3;CHEK2;CDK1;AKT2;PDPK1;PPP2CB;AKT1;RPS27A;RNF34;CDKN2A;PPP2R5C;MAPKAP1;CCNA2;TP53;PPP2R1A;UBB;PHF20;PPP2R1B;UBA52;PPP2CA;ATM
Activation of HOX genes during differentiation,-0.1700727743993686,-116.98962054506099,0.2222222222222222,0.30579827573141516,91,46,RBBP4;RBBP7;POLR2G;POLR2F;POLR2E;ASH2L;WDR5;EP300;KMT2D;PKNOX1;RBBP5;POLR2B;NCOR1;POLR2I;NCOA3;POLR2H;CREBBP;POLR2K;H2AFX;KDM6A;POLR2L;EED;POLR2D;YY1;HDAC3;HOXD4;NCOA6;SUZ12;RARG;PAXIP1;RXRA;JUN;PIAS2;PCGF2;AJUBA;PBX1;CTCF;PAGR1;EZH2;POLR2C;CNOT6;HOXA4;MEIS1;HOXC4;HOXB4;KMT2C,RBBP4;RBBP7;POLR2G;POLR2F;POLR2E;ASH2L;WDR5;EP300;KMT2D;PKNOX1;RBBP5;POLR2B;NCOR1;POLR2I;NCOA3;POLR2H;CREBBP;POLR2K;H2AFX;KDM6A;POLR2L;EED;POLR2D;YY1;HDAC3;HOXD4;NCOA6;SUZ12;RARG;PAXIP1;RXRA;JUN;PIAS2;PCGF2;AJUBA;PBX1;CTCF;PAGR1;EZH2;POLR2C;CNOT6;HOXA4;MEIS1;HOXC4;HOXB4;KMT2C
"Transport of bile salts and organic acids, metal ions and amine compounds",-0.19256983704520877,-51.933702693791076,0.2727272727272727,0.3134571578649433,86,29,CP;SLC39A7;SLC16A7;SLC22A3;SLC39A10;SLC39A6;SLC30A6;SLC14A1;SLC44A1;EMB;SLC30A1;SLC5A3;SLC22A18;BSG;SLC6A12;SLC44A2;SLC6A6;SLC16A1;SLC40A1;SLC11A1;HEPH;SLC44A4;SLC16A3;SLC30A5;RUNX1;SLC31A1;SLC39A14;SLC11A2;SLC30A7,SLC39A6;SLC30A6;SLC14A1;SLC44A1;EMB;SLC30A1;SLC5A3;SLC22A18;BSG;SLC6A12;SLC44A2;SLC6A6;SLC16A1;SLC40A1;SLC11A1;HEPH;SLC44A4;SLC16A3;SLC30A5;RUNX1;SLC31A1;SLC39A14;SLC11A2;SLC30A7
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,-0.15145275018920382,-48.528877968628166,0.5,0.3135685597868855,44,34,PARP1;HDAC1;SNW1;TRIM33;PPM1A;TGIF2;NCOR1;NCOR2;E2F5;SERPINE1;SP1;TFDP2;CCNK;CDK9;RPS27A;UBE2D1;SMAD3;NEDD4L;WWTR1;MEN1;CCNT1;UBB;TGIF1;USP9X;E2F4;SMAD4;TFDP1;UBA52;RBL1;CDK8;SMAD2;SMURF2;JUNB;CCNT2,NCOR1;NCOR2;E2F5;SERPINE1;SP1;TFDP2;CCNK;CDK9;RPS27A;UBE2D1;SMAD3;NEDD4L;WWTR1;MEN1;CCNT1;UBB;TGIF1;USP9X;E2F4;SMAD4;TFDP1;UBA52;RBL1;CDK8;SMAD2;SMURF2;JUNB;CCNT2
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,-0.24052006342312873,-41.063862298379725,0.12903225806451613,0.3139927440281271,32,25,HDAC1;SNW1;TGIF2;E2F5;SERPINE1;SP1;TFDP2;CCNK;CDK9;RPS27A;SMAD3;WWTR1;MEN1;CCNT1;UBB;TGIF1;E2F4;SMAD4;TFDP1;UBA52;RBL1;CDK8;SMAD2;JUNB;CCNT2,TGIF2;E2F5;SERPINE1;SP1;TFDP2;CCNK;CDK9;RPS27A;SMAD3;WWTR1;MEN1;CCNT1;UBB;TGIF1;E2F4;SMAD4;TFDP1;UBA52;RBL1;CDK8;SMAD2;JUNB;CCNT2
O-linked glycosylation of mucins,-0.31161078499651934,-43.22165904850164,0.0,0.316868841724424,65,26,MUC1;GALNT11;GALNT7;MUC16;GALNT2;GALNT10;GALNT14;B3GNT3;B4GALT5;GALNT16;GALNT3;GALNT12;GALNT5;ST3GAL1;MUC5B;B3GNT9;GALNT6;B3GNT2;ST3GAL4;ST6GAL1;MUC4;C1GALT1;CHST4;GALNT17;C1GALT1C1;GALNT1,MUC1;GALNT11;GALNT7;MUC16;GALNT2;GALNT10;GALNT14;B3GNT3;B4GALT5;GALNT16;GALNT3;GALNT12;GALNT5;ST3GAL1;MUC5B;B3GNT9;GALNT6;B3GNT2;ST3GAL4;ST6GAL1;MUC4;C1GALT1;CHST4;GALNT17;C1GALT1C1;GALNT1
Regulation of TP53 Expression and Degradation,-0.22913588424460224,-29.732712493204453,0.16666666666666666,0.32559996735664615,37,28,DAXX;RFFL;RICTOR;MTOR;CDK2;USP7;MLST8;AKT3;CHEK2;CDK1;AKT2;PDPK1;PPP2CB;AKT1;RPS27A;RNF34;CDKN2A;PPP2R5C;MAPKAP1;CCNA2;TP53;PPP2R1A;UBB;PHF20;PPP2R1B;UBA52;PPP2CA;ATM,RICTOR;MTOR;CDK2;USP7;MLST8;AKT3;CHEK2;CDK1;AKT2;PDPK1;PPP2CB;AKT1;RPS27A;RNF34;CDKN2A;PPP2R5C;MAPKAP1;CCNA2;TP53;PPP2R1A;UBB;PHF20;PPP2R1B;UBA52;PPP2CA;ATM
Negative regulators of DDX58/IFIH1 signaling,-0.21316323227659606,-44.86296127135181,0.14285714285714285,0.32664815816764803,34,30,PCBP2;CYLD;TRIM25;NLRX1;RNF135;DDX58;ATG12;ISG15;IFIH1;RPS27A;PIN1;UBE2L6;TAX1BP1;IRF3;UBE2D1;OTUD5;HERC5;UBE2D2;ITCH;TBK1;UBE2K;UBB;TRAF3;MAVS;RNF216;TNFAIP3;UBA7;UBA52;ATG5;IKBKE,CYLD;TRIM25;NLRX1;RNF135;DDX58;ATG12;ISG15;IFIH1;RPS27A;PIN1;UBE2L6;TAX1BP1;IRF3;UBE2D1;OTUD5;HERC5;UBE2D2;ITCH;TBK1;UBE2K;UBB;TRAF3;MAVS;RNF216;TNFAIP3;UBA7;UBA52;ATG5;IKBKE
Endosomal Sorting Complex Required For Transport (ESCRT),-0.12258659601582901,-25.87141517166746,0.96,0.3757427681508567,31,29,CHMP4B;CHMP6;VPS37A;MVB12B;VPS36;VPS37B;VPS37C;VPS4A;STAM;CHMP5;CHMP4A;RPS27A;HGS;TSG101;VTA1;UBAP1;CHMP7;CHMP2A;CHMP2B;UBB;STAM2;SNF8;MVB12A;VPS25;VPS28;UBA52;VPS4B;CHMP3;CHMP4C,VPS36;VPS37B;VPS37C;VPS4A;STAM;CHMP5;CHMP4A;RPS27A;HGS;TSG101;VTA1;UBAP1;CHMP7;CHMP2A;CHMP2B;UBB;STAM2;SNF8;MVB12A;VPS25;VPS28;UBA52;VPS4B;CHMP3;CHMP4C
DSCAM interactions,0.5798710569593982,2.1046744182119896,0.016129032258064516,0.46208374179831363,11,8,MAPK8;MAPK14;MAPK12;MAPK11;NTN1;RAC1;MAPK13;PAK1,MAPK8;MAPK14;MAPK12;MAPK11;NTN1
Regulation of Glucokinase by Glucokinase Regulatory Protein,0.4781656537679042,2.082768464950093,0.0,0.46243229227828003,32,29,NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;AAAS;TPR;RAE1;NUP50;POM121C;NDC1;RANBP2;SEC13;NUP58;NUP107;POM121;NUP214;NUP35;NUP43;NUP93;NUP85;NUP188;SEH1L;NUP155,NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;AAAS;TPR;RAE1;NUP50;POM121C;NDC1;RANBP2;SEC13;NUP58;NUP107;POM121;NUP214;NUP35;NUP43;NUP93
Entry of Influenza Virion into Host Cell via Endocytosis,0.7718114143920243,2.1066599602751923,0.10849056603773585,0.4625041460521689,10,2,CLTC;CLTA,CLTC;CLTA
CHL1 interactions,0.5992862061860592,2.1088408651981534,0.021303258145363407,0.462883316776125,9,7,NRP1;HSPA8;ITGB1;ITGA1;ANK1;ITGA2;CHL1,NRP1;HSPA8;ITGB1;ITGA1;ANK1
SUMOylation of SUMOylation proteins,0.46666407197438187,2.0992725571153175,0.0,0.4637268464357609,35,33,NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;SUMO1;SUMO2;AAAS;TPR;RAE1;NUP50;POM121C;NDC1;RANBP2;SEC13;NUP58;NUP107;POM121;UBE2I;NUP214;NUP35;NUP43;NUP93;PIAS4;NUP85;NUP188;SEH1L;NUP155,NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;SUMO1;SUMO2;AAAS;TPR;RAE1;NUP50;POM121C;NDC1;RANBP2;SEC13;NUP58;NUP107;POM121;UBE2I;NUP214
Norepinephrine Neurotransmitter Release Cycle,0.5897153588130677,2.0832311020360192,0.009626955475330927,0.4638661808508175,18,8,MAOA;STXBP1;UNC13B;VAMP2;PPFIA2;SNAP25;PPFIA1;RAB3A,MAOA;STXBP1;UNC13B;VAMP2;PPFIA2;SNAP25;PPFIA1
Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),0.4781656537679042,2.1125698572613527,0.0,0.4640580057052554,32,29,NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;AAAS;TPR;RAE1;NUP50;POM121C;NDC1;RANBP2;SEC13;NUP58;NUP107;POM121;NUP214;NUP35;NUP43;NUP93;NUP85;NUP188;SEH1L;NUP155,NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;AAAS;TPR;RAE1;NUP50;POM121C;NDC1;RANBP2;SEC13;NUP58;NUP107;POM121;NUP214;NUP35;NUP43;NUP93
G beta:gamma signalling through BTK,0.5322736049194899,2.1098569592577734,0.005773672055427252,0.4640845648925169,18,13,GNB1;GNG7;GNG2;GNG12;GNG11;GNB3;GNB2;GNG5;GNB4;BTK;GNG4;GNB5;GNG10,GNB1;GNG7;GNG2;GNG12;GNG11;GNB3;GNB2;GNG5;GNB4
Defective SLC35D1 causes Schneckenbecken dysplasia (SCHBCKD),0.7613140134974277,2.08532233195096,0.46247464503042596,0.46429299667334606,1,1,SLC35D1,SLC35D1
Defective TPMT causes Thiopurine S-methyltransferase deficiency (TPMT deficiency),0.7811631599841278,2.0745526375231687,0.4079207920792079,0.4643480852168102,1,1,TPMT,TPMT
p75NTR negatively regulates cell cycle via SC1,0.6972972543335725,2.076326486918801,0.044213263979193757,0.4648964002252818,6,4,NGFR;HDAC2;HDAC1;HDAC3,NGFR;HDAC2;HDAC1
Glucagon signaling in metabolic regulation,0.48184816008356646,2.08644208659193,0.0010604453870625664,0.4652357262673301,33,23,GNB1;GNG7;GNG2;GNG12;GNG11;GNB3;GNB2;GNAS;ADCY5;ADCY6;PRKAR2B;GNG5;GNB4;PRKACB;ADCY3;PRKACA;PRKAR2A;GNG4;PRKAR1A;ADCY7;PRKAR1B;PRKACG;GNG10,GNB1;GNG7;GNG2;GNG12;GNG11;GNB3;GNB2;GNAS;ADCY5;ADCY6;PRKAR2B;GNG5;GNB4;PRKACB;ADCY3;PRKACA;PRKAR2A;GNG4
Interactions of Rev with host cellular proteins,0.5108525504317688,2.331040094628092,0.0,0.4653088088656996,38,36,NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;NPM1;XPO1;AAAS;TPR;RAE1;RAN;RANGAP1;RCC1;NUP50;POM121C;NDC1;RANBP2;RANBP1;KPNB1;SEC13;NUP58;NUP107;POM121;NUP214;NUP35;NUP43;NUP93;NUP85;NUP188;SEH1L;NUP155,NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;NPM1;XPO1;AAAS;TPR;RAE1;RAN;RANGAP1;RCC1;NUP50;POM121C;NDC1;RANBP2;RANBP1;KPNB1;SEC13;NUP58;NUP107;POM121;NUP214
Vitamins B6 activation to pyridoxal phosphate,0.6867950137506196,2.093556798186735,0.09985315712187959,0.4656969891568719,3,3,AOX1;PNPO;PDXK,AOX1;PNPO
"Defective CHST14 causes EDS, musculocontractural type",0.6345137603920133,2.1126985428080807,0.02038216560509554,0.4658062018105494,8,6,CHST14;DCN;CSPG4;BGN;VCAN;NCAN,CHST14;DCN;CSPG4;BGN
NADE modulates death signalling,0.616494623402406,1.8595237132969173,0.10723860589812333,0.46591189083322027,6,4,CASP3;NGFR;YWHAE;CASP2,CASP3;NGFR;YWHAE
Activation of the AP-1 family of transcription factors,0.6619521783613755,2.3338447724759,0.0012239902080783353,0.4660107068110096,10,8,MAPK9;MAPK8;MAPK3;MAPK14;MAPK11;MAPK1;ATF2;JUN,MAPK9;MAPK8;MAPK3;MAPK14;MAPK11
