Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Synthesis of Hepoxilins (HX) and Trioxilins (TrX),0.6415244144501622,1.7509942120214286,0.7213114754098361,0.4752204763340686,1,1,ALOX12,ALOX12
EGR2 and SOX10-mediated initiation of Schwann cell myelination,0.4992378584396369,2.025021072102255,0.002145922746781116,0.47524233109851044,29,18,MBP;MPZ;LAMC1;LAMB1;LAMA2;DAG1;HDAC2;SMARCA4;UTRN;SCD5;HMGCR;WWTR1;TEAD1;GJB1;NAB2;YAP1;CYP51A1;NAB1,MBP;MPZ;LAMC1;LAMB1;LAMA2;DAG1;HDAC2;SMARCA4;UTRN
Processing and activation of SUMO,0.5540234535890798,2.0182453508640004,0.03513174404015056,0.4752596540716426,10,8,SUMO3;SUMO1;SUMO2;UBA2;SAE1;SENP1;UBE2I;SENP2,SUMO3;SUMO1;SUMO2;UBA2;SAE1;SENP1;UBE2I
Transport of the SLBP Dependant Mature mRNA,0.44792543307411087,2.0226567845849255,0.0010214504596527069,0.4752906575676102,36,35,NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;ALYREF;AAAS;TPR;RAE1;NCBP2;NUP50;POM121C;NDC1;RANBP2;SEC13;NCBP1;NUP58;NUP107;POM121;NUP214;NXF1;NUP35;NUP43;NUP93;EIF4E;SLBP;NUP85;NUP188;SEH1L;NUP155,NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;ALYREF;AAAS;TPR;RAE1;NCBP2;NUP50;POM121C;NDC1;RANBP2;SEC13;NCBP1;NUP58;NUP107;POM121;NUP214;NXF1
SUMOylation of DNA replication proteins,0.4362572086779732,2.0272218827864332,0.0,0.47534914060652717,46,45,PCNA;NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;SUMO3;SUMO1;SUMO2;AAAS;TPR;TOP2B;TOP2A;TOP1;RAE1;RANGAP1;NUP50;POM121C;NDC1;RANBP2;SEC13;NUP58;NUP107;POM121;UBE2I;NUP214;NUP35;NUP43;NUP93;PIAS4;CDCA8;NUP85;NUP188;AURKB;SEH1L;INCENP;AURKA;PIAS3;BIRC5;NUP155,PCNA;NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;SUMO3;SUMO1;SUMO2;AAAS;TPR;TOP2B;TOP2A;TOP1;RAE1;RANGAP1;NUP50;POM121C;NDC1;RANBP2;SEC13;NUP58;NUP107;POM121;UBE2I;NUP214
Activation of Matrix Metalloproteinases,0.4195279472073578,1.7688689565335725,0.017970401691331923,0.4753797002166231,33,22,MMP9;MMP8;CMA1;KLKB1;PLG;ELANE;COL18A1;CTSG;TPSAB1;PRSS1;TIMP2;MMP10;TIMP1;MMP2;MMP15;CTSV;MMP7;MMP14;FURIN;CTSK;MMP11;MMP1,MMP9;MMP8;CMA1;KLKB1;PLG;ELANE;COL18A1;CTSG;TPSAB1;PRSS1
Dermatan sulfate biosynthesis,0.5002482945338743,1.791699404375662,0.10344827586206896,0.4754514881079656,11,7,CHST14;DCN;CSPG4;BGN;DSE;VCAN;NCAN,CHST14;DCN;CSPG4;BGN
Synthesis of Prostaglandins (PG) and Thromboxanes (TX),0.45687801005495565,1.7865098290428663,0.03436426116838488,0.4754531168988557,15,13,HPGDS;AKR1C3;PTGIS;PTGES3;PTGES;PTGDS;CBR1;PTGES2;HPGD;PTGS2;PTGS1;TBXAS1;PTGR2,HPGDS;AKR1C3;PTGIS;PTGES3;PTGES;PTGDS;CBR1;PTGES2;HPGD;PTGS2
NTRK3 as a dependence receptor,0.6686848635235825,1.7891362663117847,0.22105263157894736,0.4754705049996368,3,2,BAX;NELFB,BAX;NELFB
Protein folding,0.34470955533343156,1.7518602522262792,0.001001001001001001,0.4754721971865442,102,78,PFDN4;NOP56;DCAF7;GNAI1;GNAI2;GNAI3;GNB1;GNG7;GNG2;GNG12;GNG11;GNB3;GNB2;GNAZ;GNAO1;ACTB;XRN2;TUBB6;TUBA1C;TUBB3;TUBA4A;TUBA3D;TUBA1B;PFDN5;PFDN6;GNG5;GNB4;FKBP9;CSNK2B;TUBB4A;PFDN2;KIF13A;TBCA;VBP1;PFDN1;FBXW2;CCT6A;TBCE;TUBA8;CCT4;SKIV2L;TUBB2A;TUBB2B;CCT3;ARFGEF2;CCT8;GNG4;CCT7;TUBB4B;CCT2;ARL2;CSNK2A2;CCT5;FBXO4;CCT6B;WRAP53;FBXW9;LONP2;USP11;GNB5;TBCB;HDAC3;TP53;STAT3;CSNK2A1;FBXO6;TUBAL3;TCP1;PDCL;TBCD;GNG10;CCNE1;GAPDHS;KIFC3;TBCC;TUBB1;AP3M1;GBA,PFDN4;NOP56;DCAF7;GNAI1;GNAI2;GNAI3;GNB1;GNG7;GNG2;GNG12;GNG11;GNB3;GNB2;GNAZ;GNAO1;ACTB;XRN2;TUBB6;TUBA1C;TUBB3;TUBA4A;TUBA3D;TUBA1B;PFDN5;PFDN6;GNG5;GNB4;FKBP9;CSNK2B;TUBB4A;PFDN2;KIF13A;TBCA;VBP1;PFDN1;FBXW2;CCT6A;TBCE;TUBA8;CCT4;SKIV2L;TUBB2A;TUBB2B;CCT3;ARFGEF2;CCT8
Signalling to ERK5,0.737171215880905,1.9947867956505907,0.16118935837245696,0.4755842770461365,2,2,MAP2K5;MAPK7,MAP2K5;MAPK7
Intracellular oxygen transport,0.7241687344912865,1.9395907585776833,0.18055555555555555,0.4756258692845701,3,2,CYGB;MB,CYGB;MB
RHO GTPases activate PAKs,0.48426341204300566,2.0338658698966303,0.002162162162162162,0.47567074677199406,21,19,MYH14;MYH11;MYH10;MYL9;MYLK;MYL6;MYL12B;FLNA;PPP1R12A;PPP1R12B;CTTN;PAK2;PPP1CB;RAC1;PAK1;CDC42;NF2;MYH9;LIMK1,MYH14;MYH11;MYH10;MYL9;MYLK;MYL6;MYL12B;FLNA;PPP1R12A;PPP1R12B;CTTN;PAK2;PPP1CB;RAC1
Activated NTRK3 signals through PI3K,0.7192486744873803,2.24065311951955,0.031988873435326845,0.47586006625025423,6,4,PIK3R1;IRS1;SRC;PIK3CA,PIK3R1;IRS1;SRC
Chaperonin-mediated protein folding,0.35920779395301833,1.7820714304407181,0.0,0.4758926783890492,96,72,PFDN4;NOP56;DCAF7;GNAI1;GNAI2;GNAI3;GNB1;GNG7;GNG2;GNG12;GNG11;GNB3;GNB2;GNAZ;GNAO1;ACTB;XRN2;TUBB6;TUBA1C;TUBB3;TUBA4A;TUBA3D;TUBA1B;PFDN5;PFDN6;GNG5;GNB4;FKBP9;CSNK2B;TUBB4A;PFDN2;KIF13A;VBP1;PFDN1;FBXW2;CCT6A;TUBA8;CCT4;SKIV2L;TUBB2A;TUBB2B;CCT3;ARFGEF2;CCT8;GNG4;CCT7;TUBB4B;CCT2;CSNK2A2;CCT5;FBXO4;CCT6B;WRAP53;FBXW9;LONP2;USP11;GNB5;HDAC3;TP53;STAT3;CSNK2A1;FBXO6;TUBAL3;TCP1;PDCL;GNG10;CCNE1;GAPDHS;KIFC3;TUBB1;AP3M1;GBA,PFDN4;NOP56;DCAF7;GNAI1;GNAI2;GNAI3;GNB1;GNG7;GNG2;GNG12;GNG11;GNB3;GNB2;GNAZ;GNAO1;ACTB;XRN2;TUBB6;TUBA1C;TUBB3;TUBA4A;TUBA3D;TUBA1B;PFDN5;PFDN6;GNG5;GNB4;FKBP9;CSNK2B;TUBB4A;PFDN2;KIF13A;VBP1;PFDN1;FBXW2;CCT6A;TUBA8;CCT4;SKIV2L;TUBB2A;TUBB2B;CCT3;ARFGEF2;CCT8
Rev-mediated nuclear export of HIV RNA,0.5012809075717531,2.281748912945589,0.0,0.4759839608267931,36,34,NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;XPO1;AAAS;TPR;RAE1;RAN;RANGAP1;RCC1;NUP50;POM121C;NDC1;RANBP2;RANBP1;SEC13;NUP58;NUP107;POM121;NUP214;NUP35;NUP43;NUP93;NUP85;NUP188;SEH1L;NUP155,NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;XPO1;AAAS;TPR;RAE1;RAN;RANGAP1;RCC1;NUP50;POM121C;NDC1;RANBP2;RANBP1;SEC13;NUP58;NUP107;POM121;NUP214
ATF6 (ATF6-alpha) activates chaperones,0.49353223586601985,1.7476740640372945,0.07125603864734299,0.4760341233657225,12,8,CALR;NFYA;HSPA5;HSP90B1;MBTPS2;NFYC;ATF6;NFYB,CALR;NFYA;HSPA5;HSP90B1
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.38971235360791967,2.03575428535497,0.0,0.47610292302446294,124,98,MELTF;MFGE8;LAMC1;LAMB2;LAMB1;LGALS1;KLK13;KNG1;CKAP4;CHRDL1;P4HB;PDIA6;PLG;MXRA8;NUCB1;FBN1;F5;F2;FGA;FGG;IGFALS;IGFBP6;IGFBP5;IGFBP4;CP;HSP90B1;HRC;ITIH2;CTSG;CST3;TF;SPP2;APOA1;APOL1;APOE;APOA2;APOB;SPARCL1;WFS1;VWA1;AHSG;ALB;C3;C4A;PROC;SERPIND1;SERPINC1;SERPINA10;SERPINA1;IGFBP3;LTBP1;PRKCSH;PAPPA;PRSS23;CALU;MSLN;FUCA2;RCN1;CYR61;TGOLN2;QSOX1;STC2;EVA1A;GAS6;MIA3;SDC2;KTN1;FSTL1;TIMP1;CSF1;MGAT4A;DNAJC3;FAM20C;MMP2;IGF2;MEN1;GOLM1;CDH2;IGFBP2;APP;PNPLA2;ANO8;TNC;GZMH;TMEM132A;ADAM10;VCAN;SPP1;FN1;FAM20A;APLP2;IGF1;SCG3;NOTUM;IGFBP7;CHGB;MMP1;VGF,MELTF;MFGE8;LAMC1;LAMB2;LAMB1;LGALS1;KLK13;KNG1;CKAP4;CHRDL1;P4HB;PDIA6;PLG;MXRA8;NUCB1;FBN1;F5;F2;FGA;FGG;IGFALS;IGFBP6;IGFBP5;IGFBP4;CP;HSP90B1;HRC;ITIH2;CTSG;CST3;TF;SPP2;APOA1;APOL1;APOE;APOA2;APOB;SPARCL1;WFS1;VWA1;AHSG;ALB;C3;C4A;PROC;SERPIND1;SERPINC1;SERPINA10;SERPINA1
Inhibition of nitric oxide production,0.6719602977667665,1.9075227523924339,0.2582236842105263,0.47622564690888664,4,2,KPNB1;KPNA1,KPNB1;KPNA1
NR1H2 and NR1H3-mediated signaling,0.39485081169227615,1.7869067678654926,0.003036437246963563,0.47625608369994316,54,38,CETP;KDM1B;NCOA1;NR1H2;GPS2;APOE;APOD;APOC1;APOC2;APOC4;EEPD1;PLTP;TNRC6A;TNRC6C;TBL1XR1;RXRB;AGO3;AGO1;EP300;KDM3A;PLIN1;KDM1A;AGO2;ARL4C;NCOR1;NCOR2;MOV10;FASN;TNRC6B;KDM4A;HDAC3;RXRA;TBL1X;ABCA1;SREBF1;SCD;PCK1;FABP6,CETP;KDM1B;NCOA1;NR1H2;GPS2;APOE;APOD;APOC1;APOC2;APOC4;EEPD1;PLTP;TNRC6A;TNRC6C;TBL1XR1;RXRB;AGO3;AGO1;EP300;KDM3A;PLIN1;KDM1A;AGO2;ARL4C;NCOR1;NCOR2;MOV10;FASN
Activation of the phototransduction cascade,0.8988685986502594,2.3602120933442436,0.22287968441814596,0.4762565781523706,11,1,GNB1,GNB1
Glycogen storage disease type 0 (liver GYS2),0.632294561333844,1.769103527405245,0.7316561844863732,0.4762729944637348,2,1,GYG2,GYG2
O2/CO2 exchange in erythrocytes,0.47248132175957447,1.7894072085605377,0.08466257668711656,0.4763982095643005,12,9,HBB;HBA1;SLC4A1;CA1;CA2;CA4;CYB5R1;CYB5R4;CYB5R2,HBB;HBA1;SLC4A1;CA1;CA2;CA4
Plasma lipoprotein remodeling,0.5142944464095166,2.137555338599718,0.0,0.4764410406034905,32,20,CETP;LCAT;LPA;APOA1;APOF;APOE;APOA2;APOA4;APOB;APOC2;APOC3;ALB;ANGPTL4;PLTP;LMF1;MBTPS2;PCSK5;LPL;LMF2;FURIN,CETP;LCAT;LPA;APOA1;APOF;APOE;APOA2;APOA4;APOB;APOC2;APOC3;ALB
Regulation of PAK-2p34 activity by PS-GAP/RHG10,0.7351861042183405,2.028099878948264,0.18064516129032257,0.47646413447357294,2,2,ARHGAP10;PAK2,ARHGAP10;PAK2
NCAM signaling for neurite out-growth,0.3895599548771552,1.7788082063373365,0.0010111223458038423,0.4765425087950244,58,38,MAPK3;GFRA1;COL4A1;COL4A2;COL4A3;COL4A5;COL6A5;COL6A1;COL6A2;COL6A3;COL6A6;SPTB;SPTAN1;SPTA1;SPTBN1;SRC;PRNP;NCAM1;FYN;CACNB3;RPS6KA5;PTPRA;MAPK1;NRAS;FGFR1;CACNA1S;GRB2;SOS1;SPTBN4;CACNB1;SPTBN2;CREB1;KRAS;NCAN;COL9A2;AGRN;HRAS;PTK2,MAPK3;GFRA1;COL4A1;COL4A2;COL4A3;COL4A5;COL6A5;COL6A1;COL6A2;COL6A3;COL6A6;SPTB;SPTAN1;SPTA1;SPTBN1;SRC;PRNP;NCAM1;FYN;CACNB3;RPS6KA5
Regulation of cytoskeletal remodeling and cell spreading by IPP complex components,0.5539225422045501,1.9088405480825281,0.03333333333333333,0.4765676355154304,8,7,LIMS1;PARVA;RSU1;ARHGEF6;PXN;ACTN1;PARVB,LIMS1;PARVA;RSU1;ARHGEF6;PXN;ACTN1;PARVB
Sema4D in semaphorin signaling,0.4699002743375344,2.002424282831798,0.0010570824524312897,0.47657280627046855,24,23,LIMK2;MYH14;MYH11;MYH10;MYL9;MYL6;MYL12B;ARHGEF11;RHOB;ROCK2;ROCK1;RRAS;ARHGEF12;RAC1;PLXNB1;ARHGAP35;RHOA;MET;MYH9;RHOC;LIMK1;SEMA4D;ERBB2,LIMK2;MYH14;MYH11;MYH10;MYL9;MYL6;MYL12B;ARHGEF11;RHOB;ROCK2;ROCK1;RRAS;ARHGEF12
Proline catabolism,0.6554188169908561,1.78246047021435,0.6926229508196722,0.47670000280160435,3,1,ALDH4A1,ALDH4A1
Toxicity of botulinum toxin type A (BoNT/A),0.6451612903225945,1.7836136838204086,0.30906148867313915,0.4768493676679934,9,2,SNAP25;SV2A,SNAP25;SV2A
Reversible hydration of carbon dioxide,0.5570977196348856,1.9950140643904168,0.03337453646477132,0.4770445690001027,12,8,CA1;CA2;CA3;CA12;CA4;CA5B;CA9;CA13,CA1;CA2;CA3;CA12;CA4;CA5B
Defective factor IX causes hemophilia B,0.6204187474213895,2.242128767382785,0.0011890606420927466,0.477116801031647,9,9,F11;F10;F9;GP9;GP1BB;GP1BA;GP5;F8;GGCX,F11;F10;F9;GP9;GP1BB;GP1BA
Defective factor IX causes thrombophilia,0.6545072791549059,1.909856980229084,0.12375533428165007,0.47717954551430036,3,3,F10;F9;F8,F10;F9
HDR through MMEJ (alt-NHEJ),0.49442740544824726,1.7793509330014128,0.06129807692307692,0.4771838451494368,10,9,MRE11;PARP1;FEN1;RAD50;NBN;LIG3;XRCC1;RBBP8;PARP2,MRE11;PARP1;FEN1;RAD50;NBN
Scavenging by Class H Receptors,0.6594121141684386,1.9117707662888892,0.12838801711840228,0.477186992930639,4,3,STAB1;APOB;SPARC,STAB1;APOB
Processing of Intronless Pre-mRNAs,0.4234056208803352,1.7693013301654996,0.015086206896551725,0.47721223900916704,19,19,PABPN1;NUDT21;FIP1L1;CPSF1;CPSF2;CSTF3;SYMPK;WDR33;NCBP2;CSTF2;NCBP1;CPSF3;CSTF2T;PCF11;CSTF1;CLP1;PAPOLA;CPSF7;CPSF4,PABPN1;NUDT21;FIP1L1;CPSF1;CPSF2;CSTF3;SYMPK;WDR33;NCBP2;CSTF2;NCBP1;CPSF3;CSTF2T;PCF11
Inhibition of TSC complex formation by PKB,0.5899344848123886,1.7766920526590209,0.22125181950509462,0.4772635900672299,3,3,TSC1;TSC2;AKT2,TSC1;TSC2;AKT2
MET activates PTK2 signaling,0.4325394824523616,1.771433208097043,0.019522776572668113,0.4774872043232706,18,18,LAMC1;LAMB2;LAMB1;LAMA5;LAMA4;LAMA2;ITGB1;SRC;HGF;ITGA2;LAMC3;LAMA3;MET;LAMA1;LAMB3;LAMC2;ITGA3;PTK2,LAMC1;LAMB2;LAMB1;LAMA5;LAMA4;LAMA2;ITGB1;SRC
Negative regulation of NMDA receptor-mediated neuronal transmission,0.4575458616178045,1.7700084125998434,0.01991150442477876,0.477657192131519,21,14,CAMK2A;CAMK2B;CAMK2D;CAMK2G;NEFL;PPM1F;CAMK1;DLG4;LRRC7;ACTN2;DLG1;CAMK4;DLG2;DLG3,CAMK2A;CAMK2B;CAMK2D;CAMK2G;NEFL;PPM1F;CAMK1;DLG4;LRRC7
Defective CHST6 causes MCDC1,0.6111221449850214,2.138357676352939,0.011292346298619825,0.477896126384123,8,7,KERA;LUM;OGN;FMOD;PRELP;ACAN;OMD,KERA;LUM;OGN;FMOD;PRELP;ACAN;OMD
Neurofascin interactions,0.6876358793119542,2.3615532741337506,0.006501950585175552,0.47802721785083524,7,6,CNTNAP1;NFASC;ANK1;SDCBP;CNTN1;NRCAM,CNTNAP1;NFASC;ANK1;SDCBP;CNTN1
Defective ALG8 causes ALG8-CDG (CDG-1h),0.7198292973402161,1.9958975815324276,0.56875,0.4780317348142795,1,1,ALG8,ALG8
Nuclear Pore Complex (NPC) Disassembly,0.44045056471133326,1.9979460031148546,0.0010256410256410256,0.4780724868206786,36,35,NEK9;NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;AAAS;TPR;RAE1;NUP50;POM121C;NDC1;RANBP2;SEC13;NUP58;NEK7;NUP107;NEK6;POM121;NUP214;NUP35;CDK1;NUP43;NUP93;CCNB1;NUP85;CCNB2;NUP188;SEH1L;NUP155,NEK9;NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;AAAS;TPR;RAE1;NUP50;POM121C;NDC1;RANBP2;SEC13;NUP58;NEK7;NUP107;NEK6;POM121;NUP214;NUP35;CDK1;NUP43;NUP93
Cellular response to heat stress,0.3677001007646185,1.915933804704019,0.0,0.478137071152154,101,92,MAPK3;CAMK2A;CAMK2B;CAMK2D;CAMK2G;NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;FKBP4;EEF1A1;HSPB8;HSPA9;HSPA8;HSPA5;HSP90AB1;HSPA14;HSPA12B;HSPA12A;HSP90AA1;COL4A6;CRYAB;AAAS;YWHAE;TPR;RAE1;PTGES3;RPA1;SERPINH1;BAG3;RPA2;ATR;RPA3;HSPA4;NUP50;BAG2;DNAJC2;POM121C;HSPH1;NDC1;RANBP2;SEC13;NUP58;DNAJB6;HSPA2;RPTOR;NUP107;MTOR;MAPK1;POM121;NUP214;DNAJB1;EP300;MLST8;NUP35;CCAR2;BAG5;NUP43;ST13;HSF1;NUP93;BAG4;HDAC6;GSK3B;HSPA6;CREBBP;HSBP1;HSPA4L;SIRT1;HSPA13;HSPA1L;MRPL18;NUP85;HSPA1A;NUP188;AKT1S1;RPS19BP1;HIKESHI;SEH1L;UBB;MAPKAPK2;DNAJC7;VCP;ATM;NUP155;BAG1,MAPK3;CAMK2A;CAMK2B;CAMK2D;CAMK2G;NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;FKBP4;EEF1A1;HSPB8;HSPA9;HSPA8;HSPA5;HSP90AB1;HSPA14;HSPA12B;HSPA12A;HSP90AA1;COL4A6;CRYAB;AAAS;YWHAE;TPR;RAE1;PTGES3;RPA1;SERPINH1;BAG3;RPA2;ATR;RPA3;HSPA4;NUP50;BAG2;DNAJC2;POM121C;HSPH1;NDC1;RANBP2;SEC13;NUP58;DNAJB6;HSPA2;RPTOR;NUP107;MTOR;MAPK1;POM121;NUP214;DNAJB1;EP300;MLST8;NUP35;CCAR2;BAG5;NUP43;ST13;HSF1;NUP93;BAG4
rRNA modification in the nucleus and cytosol,0.3901929676960723,1.9119035154646524,0.0,0.47848237477208994,63,57,KRR1;NAT10;NHP2;NOP56;NOP58;NOL11;FBL;DDX49;DKC1;IMP3;HEATR1;BMS1;PWP2;RPS6;RPS7;RPS9;RPS2;DDX52;MPHOSPH10;WDR3;RCL1;UTP20;UTP6;NOP2;WDR43;UTP3;DDX47;UTP18;UTP4;NOP14;RRP36;WDR46;WDR36;RRP7A;UTP11;PDCD11;WDR75;UTP15;GAR1;THUMPD1;NOP10;EMG1;DIMT1;UTP14A;SNU13;IMP4;TBL3;FCF1;TRMT112;RRP9;DHX37;DCAF13;NOC4L;DIEXF;NOL6;RPS14;PNO1,KRR1;NAT10;NHP2;NOP56;NOP58;NOL11;FBL;DDX49;DKC1;IMP3;HEATR1;BMS1;PWP2;RPS6;RPS7;RPS9;RPS2;DDX52;MPHOSPH10;WDR3;RCL1;UTP20;UTP6;NOP2;WDR43;UTP3;DDX47;UTP18;UTP4;NOP14;RRP36;WDR46;WDR36;RRP7A;UTP11;PDCD11;WDR75;UTP15;GAR1;THUMPD1;NOP10
Role of second messengers in netrin-1 signaling,0.6243376531301561,1.771526206343081,0.18258426966292135,0.4785355739613539,10,3,NTN1;PLCG1;PITPNA,NTN1;PLCG1
Virus Assembly and Release,0.7708188585607619,2.140264882129392,0.10223642172523961,0.4785784909543736,10,2,CALR;CANX,CALR;CANX
Nuclear import of Rev protein,0.49603921309102034,2.2291121045516187,0.0,0.47858627287276545,34,33,NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;NPM1;AAAS;TPR;RAE1;RAN;RCC1;NUP50;POM121C;NDC1;RANBP2;KPNB1;SEC13;NUP58;NUP107;POM121;NUP214;NUP35;NUP43;NUP93;NUP85;NUP188;SEH1L;NUP155,NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;NPM1;AAAS;TPR;RAE1;RAN;RCC1;NUP50;POM121C;NDC1;RANBP2;KPNB1;SEC13;NUP58;NUP107;POM121;NUP214
Ficolins bind to repetitive carbohydrate structures on the target cell surface,0.6450555996822835,2.1491400455180667,0.03763440860215054,0.4785959418356961,5,5,MASP1;FCN2;FCN3;MASP2;FCN1,MASP1;FCN2;FCN3;MASP2;FCN1
SUMOylation of RNA binding proteins,0.410592422219033,1.9133316926392614,0.0,0.4787668977992482,47,44,CBX8;NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;NOP58;HNRNPK;HNRNPC;SUMO1;SUMO2;AAAS;TPR;RAE1;NUP50;POM121C;NDC1;RANBP2;SEC13;NUP58;NUP107;PHC3;POM121;UBE2I;NUP214;NUP35;NUP43;NUP93;RNF2;NUP85;PHC2;RING1;NUP188;PHC1;CBX4;SEH1L;PCGF2;CBX2;NUP155,CBX8;NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;NOP58;HNRNPK;HNRNPC;SUMO1;SUMO2;AAAS;TPR;RAE1;NUP50;POM121C;NDC1;RANBP2;SEC13;NUP58;NUP107;PHC3;POM121;UBE2I;NUP214
Toxicity of botulinum toxin type F (BoNT/F),0.6451612903225739,1.7417845472280036,0.3,0.47918149297241247,6,2,VAMP2;SV2A,VAMP2;SV2A
Vpr-mediated nuclear import of PICs,0.4805680582871658,2.14522044842968,0.0,0.47919320009756666,40,33,NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;HMGA1;AAAS;TPR;RAE1;NUP50;POM121C;NDC1;RANBP2;SEC13;NUP58;NUP107;KPNA1;POM121;PSIP1;NUP214;NUP35;NUP43;NUP93;NUP85;NUP188;SEH1L;BANF1;NUP155,NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;HMGA1;AAAS;TPR;RAE1;NUP50;POM121C;NDC1;RANBP2;SEC13;NUP58;NUP107;KPNA1;POM121;PSIP1;NUP214
Interleukin-21 signaling,0.5069686564077406,1.7720003896049101,0.09136420525657071,0.4792066815272404,10,7,JAK1;STAT5B;STAT5A;STAT1;STAT3;JAK3;STAT4,JAK1;STAT5B;STAT5A;STAT1
Neurotransmitter clearance,0.6138660422941333,1.9163917374023216,0.09251700680272108,0.4792265776449273,10,4,MAOA;ALDH2;BCHE;COMT,MAOA;ALDH2;BCHE
Scavenging by Class B Receptors,0.5199326137079375,1.7731553892678644,0.11096774193548387,0.47926182161634945,6,6,SSC5D;APOA1;APOB;CD36;SAA1;SCARB1,SSC5D;APOA1;APOB;CD36;SAA1
"Defective SLC4A1 causes hereditary spherocytosis type 4 (HSP4),  distal renal tubular acidosis (dRTA) and dRTA with hemolytic anemia (dRTA-HA)",0.8717745136959137,2.2305331136658078,0.2947976878612717,0.47994387472159294,1,1,SLC4A1,SLC4A1
Transport of Ribonucleoproteins into the Host Nucleus,0.4844703465898357,2.1499927823289426,0.0,0.48002208207675034,37,31,NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;AAAS;TPR;RAE1;NUP50;POM121C;NDC1;RANBP2;KPNB1;SEC13;NUP58;NUP107;KPNA1;POM121;NUP214;NUP35;NUP43;NUP93;NUP85;NUP188;SEH1L;NUP155,NUP133;NUP98;NUP88;NUP62;NUP54;NUP37;NUP210;NUP205;NUP160;NUP153;AAAS;TPR;RAE1;NUP50;POM121C;NDC1;RANBP2;KPNB1;SEC13;NUP58;NUP107;KPNA1;POM121;NUP214
C6 deamination of adenosine,0.733300248138946,1.9186343830569526,0.1536144578313253,0.48028501296016735,2,2,ADAR;ADARB1,ADAR;ADARB1
RNA Polymerase II Transcription Termination,0.43176299294297193,2.140655551745719,0.0,0.4803002007962379,66,61,MAGOH;PABPN1;NUDT21;DDX39B;DDX39A;FIP1L1;EIF4A3;CPSF1;CPSF2;CSTF3;SYMPK;SRSF9;THOC3;THOC2;THOC1;ALYREF;SRSF7;SRSF6;SNRPG;SRSF5;SRRM1;SRSF4;SRSF3;SRSF2;SRSF11;SRSF1;WDR33;U2AF1;U2AF2;U2AF1L4;RNPS1;RBM8A;SARNP;NCBP2;SNRPB;CSTF2;NCBP1;CPSF3;SLU7;CSTF2T;FYTTD1;SNRPD3;SNRPE;PCF11;SNRPF;CHTOP;THOC5;CSTF1;UPF3B;THOC6;CLP1;PAPOLA;CPSF7;SLBP;DHX38;CDC40;ZC3H11A;CPSF4;THOC7;CASC3;POLDIP3,MAGOH;PABPN1;NUDT21;DDX39B;DDX39A;FIP1L1;EIF4A3;CPSF1;CPSF2;CSTF3;SYMPK;SRSF9;THOC3;THOC2;THOC1;ALYREF;SRSF7;SRSF6;SNRPG;SRSF5;SRRM1;SRSF4;SRSF3;SRSF2;SRSF11;SRSF1;WDR33;U2AF1;U2AF2;U2AF1L4;RNPS1;RBM8A;SARNP;NCBP2;SNRPB;CSTF2;NCBP1;CPSF3;SLU7;CSTF2T;FYTTD1;SNRPD3;SNRPE;PCF11
Adenylate cyclase activating pathway,0.5232798844201227,1.7381717308465316,0.1460823373173971,0.4803510546274327,10,5,GNAL;ADCY5;ADCY6;ADCY3;ADCY7,GNAL;ADCY5;ADCY6;ADCY3
GRB2:SOS provides linkage to MAPK signaling for Integrins,0.5977553722965618,2.361977961159158,0.0,0.48046406961887367,15,15,FGB;FGA;FGG;ITGB3;ITGA2B;TLN1;SRC;VWF;RAP1B;RAP1A;GRB2;SOS1;APBB1IP;FN1;PTK2,FGB;FGA;FGG;ITGB3;ITGA2B;TLN1;SRC;VWF;RAP1B;RAP1A
